set,Term,P.value,Adjusted.P.value,Combined.Score,Genes
cl1_only,Axonogenesis (GO:0007409),2.22723935459349e-07,0.000808506353670907,39.4365675134107,CYFIP2;EPHB6;RET;SEMA5B;SPTBN4;BRSK2;NOTCH1;HSP90AB1;LRTM2;NRXN1;PLPPR4;SEMA3A;SEMA3E;SEMA3F;EFNA4;RELN;OPHN1;DPYSL5;TRIM46;TNR;SLITRK5;NRCAM;CTNNA2;DRD2;NEO1;EPHA4;AUTS2;SEMA4D;MAP1S;BDNF;RYK;SEMA6D;SEMA4B;SEMA4C;WNT7A;SEMA4F;ISL1;ZDHHC17;POU4F1;POU4F2;NELL2;SHTN1;CDK5;PALLD;MAP1B;LLGL1;FGFR2
cl1_only,Neuron Projection Morphogenesis (GO:0048812),3.79313325672487e-07,0.000808506353670907,41.5575872129917,GPM6A;SPTBN4;CNTNAP2;BRSK2;NLGN1;CTNND2;PLPPR4;IQGAP1;LRP2;CDC42;PAK1;EPB41L3;TRIM46;SLITRK5;NRCAM;SRGAP3;CTNNA2;DRD2;ATP7A;MEF2A;EPHA4;MAP1S;BDNF;RYK;WNT7A;ISL1;ZDHHC17;POU4F1;MYO16;SHTN1;IMPACT;CDK5;NRN1L;MAP1B;CTNNB1;PLXNB1;TNIK;LLGL1;FGFR2
cl1_only,Synapse Assembly (GO:0007416),2.72817841747163e-06,0.00387674153122719,47.1701748483422,FZD1;GABRA2;GPM6A;GRID2;NLGN1;BDNF;RYK;NRXN1;WNT7A;POU4F1;GABRG2;PTPRD;SDK1;CDK5;CDH1;NRCAM;PLXNB1;SRGAP3;DRD2;CBLN4;FGF13;SHANK2;ADGRL3
cl1_only,Axon Development (GO:0061564),4.87203152603506e-06,0.00488806476225837,37.0975880276363,SPTBN4;BRSK2;PLPPR4;BHLHE22;RTN4;NEUROD1;NEUROD4;GRM7;TRIM46;SLITRK5;NRCAM;CTNNA2;DRD2;MAP1S;RYK;WNT7A;OLIG1;RTN4RL2;ISL1;MAPK8IP3;ZDHHC17;POU4F1;SHTN1;CDK5;RTN4RL1;MAP1B;LLGL1;FGFR2
cl1_only,Neuron Projection Development (GO:0031175),6.43006181870848e-06,0.00488806476225837,27.4039949364626,GPM6A;CNTNAP2;NLGN1;CTNND2;STMN3;BICDL1;BHLHE22;PPP1R9A;BLOC1S4;NEUROD1;CDC42;SAMD14;PAK1;NEUROD4;OPHN1;GRM7;STMN1;EPB41L3;MICALL1;TMEM108;NRTN;SRGAP3;ATP7A;SH3GL2;LYN;EPHA4;MAP1S;BDNF;RYK;WNT7A;OLIG1;MAPK8IP3;POU4F1;MYO16;UHMK1;GPRIN2;SHTN1;CDK5;MAP1B;PLXNB1;TNIK;HDGFL3;LRP12;CDK16
cl1_only,Neuron Migration (GO:0001764),6.87975335996956e-06,0.00488806476225837,48.1535186348967,GPM6A;AUTS2;SEMA3A;NDNF;SEMA3E;CELSR1;NR4A2;TUBB2B;SOX1;RELN;CDK5;MAP1B;TRIM46;NRCAM;FGF13;NEO1;MDGA1;LRP12;FGFR1
cl1_only,Nervous System Development (GO:0007399),1.52218785057752e-05,0.00927012401001708,19.4656529112314,NRSN2;MYT1L;ATN1;STMN3;CELSR1;CYP46A1;PKD1;RAPGEFL1;NRGN;FGF5;SOX3;RPS6KA6;OPHN1;DPYSL5;CDH1;MDK;ZIC3;ENC1;NRCAM;NRTN;SOX4;SH3GL2;DACT1;CHST8;RBFOX1;TRPC5;SRRM4;PROP1;ACTL6B;MAP1S;MAMDC2;POU3F2;ZEB2;IL1RAPL2;NINJ1;RAPGEF5;SHANK2;UNC119B;GPM6A;NLGN1;PLPPR1;SHC3;INTU;DLX6;NRXN1;ADAM22;LPAR1;CRMP1;CAPG;NEUROD1;SNTG2;RELN;SCIN;ADAM23;ST8SIA4;IGF2BP3;DRD2;ECT2;MARK4;BRINP3;MARCKSL1;GSN;BDNF;RYK;ZBTB16;LSAMP;SEMA4F;POU4F1;SDK1;P2RX5;FGF14;CDK5;APC;ARTN;MAB21L2;MELTF;FGF13;MDGA1;FGF12;ADGRL3
cl1_only,Generation Of Neurons (GO:0048699),6.2324056314129e-05,0.0303553758529438,21.1343464618216,GPM6A;BRSK2;MYT1L;SEMA3A;NDNF;CELSR1;RTN4;RELN;OPHN1;TRIM46;NRCAM;NEO1;IER2;WNT4;FZD1;TGFB2;AUTS2;IRX6;RYK;FZD8;WNT7A;WNT9A;WNT16;POU3F2;POU4F2;NR4A2;PTPRD;TUBB2B;CDK6;CDK5;ARTN;MAP1B;INSM2;FGF13;MDGA1;LRP12;FGFR1;ADGRL3
cl1_only,Neuron Projection Extension (GO:1990138),6.81217959485276e-05,0.0303553758529438,41.1748324433265,SEMA5B;HSP90AB1;AUTS2;SEMA3A;IQGAP1;SEMA3F;NELL2;IMPACT;CDK5;NRN1L;MAP1B;TMEM108;CTNNB1;SH3GL2
cl1_only,Transport Across Blood-Brain Barrier (GO:0150104),7.12066053317941e-05,0.0303553758529438,27.1993997771357,SLC22A3;ABCC1;SLC16A1;SLC6A17;KCNJ8;SLC2A13;SLC1A2;SLC1A3;SLC2A3;ATP1B2;LRP2;SLC4A3;SLC6A1;SLC4A4;SLC5A3;SLC7A1;SLC5A5;SLC7A3;SLC7A8;CD36;SLC16A2;SLC38A3;ABCG2
cl0_only,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),2.41556796772341e-05,0.0852001239178638,17.0177241932318,CSF3;CRTC3;FHOD1;ZMYND8;CCNC;NUCKS1;TBK1;ZMIZ1;MEF2A;ACVR1;LMO1;MRTFA;LMO7;RUNX2;HCFC1;RUNX1;ATF4;CASZ1;NOTCH4;GATA6;PIK3R1;HIF1A;MED12L;GLIS2;SBNO2;E4F1;CAMTA2;ALX1;MAP2K5;ZBED3;TFAP2A;EGR1;JUN;EGR2;JUP;MICAL2;SMAD9;NFATC1;IGF1;ESR1;GDNF;AGO1;RFXAP;TAF4B;UBA2;HOXD3;ARF4;CSRNP1;DDX3X;ELL;AKAP8L;WASL;PKD2;LITAF;MYDGF;HYAL2;NCK2;MYBL2;ACTR2;ATMIN;TCF12;PAX3;TET1;ETV1;TNFRSF1A;KAT2B;ZEB2;TET3;RARA;TLR9;IRF6;FOXC2;RNASEL;FOXC1;CEBPB;NFIX;CEBPG;MOSPD1;NR2C2;ASCL2;EGFR;RXRA;E2F2;E2F7;ARNT2;NPM1;DAB2IP;FOXJ2;NR1H3;RRP1B;USF2;MEIS2;VEGFA;MEIS1;KLF5;TAF5;CAMK1;TAF3;LPIN2;SSBP3;LPIN3;SSBP4
cl0_only,Protein Phosphorylation (GO:0006468),4.56469991523513e-05,0.0852001239178638,18.0799358164932,EPHB6;FLT4;PRKAG2;PIK3CD;STK11;TBK1;PRKG2;PDK3;MAP3K6;IKBKE;PRKG1;ACVR1;PDGFRB;MAP4K2;EPHA6;CAMK1D;PRKCE;PRKCD;PRKCA;CSNK1D;CSNK1E;PASK;RUNX3;YWHAZ;RARA;ULK3;TLR9;ULK2;BLK;RNASEL;LTK;PKDCC;PKN3;SRC;STK39;EGFR;NUAK2;ERBB4;ABL2;CCL2;RICTOR;FYN;PAK3;MAP4K3;PLK2;CDC42BPG;DAB2IP;BRAF;CDC42BPB;SRPK1;CLK2;CDK6;SBK1;WNK1;CDK10;TAF4B;ATP13A2;PKN1;CAMK1;TAF5;TAF3
cl0_only,Actin Polymerization Or Depolymerization (GO:0008154),7.98503306033088e-05,0.0993604280473839,39.4403149005169,GSN;WDR1;WIPF1;FLII;MICAL2;CAPG;WASL;TTC17;ENAH;PSTPIP2;MICAL1;SPIRE2;GAS7
cl0_only,Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),0.000223773622082357,0.144047893779723,39.9822010570794,DNMT1;EFEMP2;JUN;TAFA5;FGF9;PTEN;FOXJ2;IGF1;PRKG1;APLN
cl0_only,Vascular Endothelial Growth Factor Signaling Pathway (GO:0038084),0.000261668811923371,0.144047893779723,79.3184177648075,FOXC1;MYO1C;FLT4;PIK3CD;VEGFC;VEGFA
cl0_only,Actin Filament Organization (GO:0007015),0.00028178229505612,0.144047893779723,20.0363897834519,GSN;TPM4;WIPF1;SH3KBP1;TPM2;FLII;HIP1R;EMP2;CAPG;WASL;CNN3;PPP1R9B;ENAH;SAMD14;MYO1B;MYO1C;SH3BP1;TRPV4;DPYSL3;CORO6;SPIRE2;DBN1;ZBED3
cl0_only,Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),0.000331740055405661,0.144047893779723,40.2440706608242,KANK2;RBL2;PLK3;APC;NACC2;PTEN;CCL2;PKD2;E2F7
cl0_only,Positive Regulation Of Cell Migration (GO:0030335),0.000343533143662286,0.144047893779723,15.7347746492207,LRRC15;DOCK5;CD151;SRC;FLT4;TRADD;SEMA3B;SEMA3G;PDGFA;PIK3CD;HIF1A;EGFR;FAM83H;CCL7;S100A11;ACVR1;PDGFRB;SEMA6B;SPAG9;WNT5B;PRKCE;SPHK1;DAB2IP;PRKCA;LAMB1;IGF1;RHOC;RAB11A;VEGFA;COL1A1;TIAM1;SH3RF2;MMP14;MYO1C;APC;FGF10
cl0_only,Phosphorylation (GO:0016310),0.000347289323337131,0.144047893779723,13.937990349777,EPHB6;PRKAG2;PIK3CD;HK2;STK11;TBK1;PRKG2;PDK3;MAP3K6;IKBKE;PRKG1;ACVR1;MAP4K2;EPHA6;SPHK2;PRKCE;SPHK1;PRKCD;PRKCA;CSNK1D;CSNK1E;PASK;RUNX3;YWHAZ;RARA;DGKH;RNASEL;LTK;PKN3;STK39;NUAK2;CCL2;RICTOR;FYN;PAK3;MAP4K3;PLK2;TNK2;CDC42BPG;BRAF;CDC42BPB;SRPK1;CLK2;CDK6;WNK1;CDK10;TAF4B;PKN1;CAMK1;TAF5;TAF3
cl0_only,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),0.000390491990260749,0.145770659964338,15.2050499680677,EPHB6;BLK;SHC4;FOXC2;FOXC1;LTK;SRC;FLT4;MVP;PDGFA;PIK3R1;EGFR;GHR;UBASH3B;FGF9;ERBB3;ERBB4;STMN1;BDKRB2;SHOC2;FYN;PAK3;PDGFRB;EPHA6;ANGPT1;VEGFC;IGF1;SORBS1;NGF;VAV2;VEGFA;TIAM1;CNKSR1;DOK6;FGF18;GRB2;NGEF
