Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	set
Primary Neural Tube Formation (GO:0014020)	7/28	0.0368339702475509	0.651004351482493	0	0	2.5473820856772	8.40976101384611	TGFB2;VANGL2;DEAF1;SEMA4C;MTHFR;LRP2;CELSR1	cl1_only
Regulation Of Protein Localization To Membrane (GO:1905475)	7/28	0.0368339702475509	0.651004351482493	0	0	2.5473820856772	8.40976101384611	NECAB2;VAMP8;GSN;CDK5;LDLRAP1;SLC5A3;VTI1B	cl1_only
Cellular Response To Amyloid-Beta (GO:1904646)	8/34	0.0371051684884231	0.651004351482493	0	0	2.35178155178155	7.74676609558002	CACNB1;EPHA4;GJA1;ITGA4;CDK5;CACNA1A;CD36;IGF1R	cl1_only
Negative Regulation Of Mitotic Cell Cycle (GO:0045930)	8/34	0.0371051684884231	0.651004351482493	0	0	2.35178155178155	7.74676609558002	CDKN1C;BMP4;TOM1L1;BCL6;CHEK1;CTNNB1;HECA;BRINP3	cl1_only
Aromatic Amino Acid Transport (GO:0015801)	3/7	0.0379851771792136	0.651004351482493	0	0	5.72721382289417	18.731192257366	SLC7A8;SLC3A2;SLC38A3	cl1_only
Atrial Cardiac Muscle Cell To AV Node Cell Signaling (GO:0086026)	3/7	0.0379851771792136	0.651004351482493	0	0	5.72721382289417	18.731192257366	GJC1;GJA1;SCN3B	cl1_only
Negative Regulation Of Leukocyte Proliferation (GO:0070664)	3/7	0.0379851771792136	0.651004351482493	0	0	5.72721382289417	18.731192257366	GREM1;LYN;ENPP3	cl1_only
Positive Regulation Of Endocytic Recycling (GO:2001137)	3/7	0.0379851771792136	0.651004351482493	0	0	5.72721382289417	18.731192257366	EHD2;PLA2G4E;AKAP5	cl1_only
Postsynaptic Density Organization (GO:0097106)	3/7	0.0379851771792136	0.651004351482493	0	0	5.72721382289417	18.731192257366	NLGN1;NRXN1;TMEM108	cl1_only
Regulation Of Cardiac Muscle Cell Action Potential Involved In Regulation Of Contraction (GO:0098909)	3/7	0.0379851771792136	0.651004351482493	0	0	5.72721382289417	18.731192257366	HCN4;RANGRF;FGF13	cl1_only
Regulation Of Lipase Activity (GO:0060191)	3/7	0.0379851771792136	0.651004351482493	0	0	5.72721382289417	18.731192257366	PCSK6;PCSK5;PLIN5	cl1_only
Regulation Of Lymphocyte Apoptotic Process (GO:0070228)	3/7	0.0379851771792136	0.651004351482493	0	0	5.72721382289417	18.731192257366	LYN;LGALS3;PRKD2	cl1_only
Regulation Of Myeloid Leukocyte Differentiation (GO:0002761)	3/7	0.0379851771792136	0.651004351482493	0	0	5.72721382289417	18.731192257366	CAMK4;IRF7;FOXP1	cl1_only
Ventricular Trabecula Myocardium Morphogenesis (GO:0003222)	3/7	0.0379851771792136	0.651004351482493	0	0	5.72721382289417	18.731192257366	TGFB2;NOTCH1;RBPJ	cl1_only
Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)	20/114	0.0380721931695818	0.651004351482493	0	0	1.6284280502935	5.32214433745028	TCF7L2;GSK3A;AMFR;JADE1;TMEM131L;MCC;DKK1;TLE6;TPBGL;NKD1;TBX18;NKD2;GREM1;SFRP2;APC;FRMD8;MDK;HECW1;ANKRD6;DACT1	cl1_only
Monoatomic Ion Transport (GO:0006811)	19/107	0.0380850977703466	0.651004351482493	0	0	1.65232907588279	5.39969940529087	HCN4;SLC24A2;SLC15A1;GABRB1;SLC12A4;TRPC6;TRPA1;CHRNA7;SLC1A2;SLC1A3;SLC5A5;PANX1;SLC8A3;GLRA1;SLC25A26;AQP11;VDAC1;SLC12A6;TRPM3	cl1_only
Gonad Development (GO:0008406)	11/53	0.0381775950904582	0.651004351482493	0	0	2.00260078023407	6.53950576742095	LHCGR;TGFB2;BASP1;NCOA4;KIT;ZFP42;ADAM32;GATA4;NR0B1;LRP2;WNT4	cl1_only
Embryonic Axis Specification (GO:0000578)	5/17	0.0390731189121921	0.655782306782184	0	0	3.18309554690878	10.3206160861368	RIPPLY1;RIPPLY2;WNT7A;SMAD6;HOXD8	cl1_only
Positive Regulation Of Cartilage Development (GO:0061036)	5/17	0.0390731189121921	0.655782306782184	0	0	3.18309554690878	10.3206160861368	BMP4;MDK;ZBTB16;BMPR1B;TAPT1	cl1_only
Regulation Of Adenylate Cyclase Activity (GO:0045761)	5/17	0.0390731189121921	0.655782306782184	0	0	3.18309554690878	10.3206160861368	GRM3;GABBR2;LTB4R2;ORAI1;AKAP5	cl1_only
Transepithelial Transport (GO:0070633)	5/17	0.0390731189121921	0.655782306782184	0	0	3.18309554690878	10.3206160861368	ABCC1;SLC1A2;SLC1A3;RHBG;ABCG2	cl1_only
Peptidyl-Serine Phosphorylation (GO:0018105)	26/158	0.0412895220550923	0.67495028714982	0	0	1.50821037601142	4.80688744299199	DYRK4;PKN3;PRKCZ;PKD1;PBK;PDK3;RICTOR;STK32A;STK32C;SRPK2;CAMK1D;PRKCB;NEK6;PLK2;VRK1;VRK2;UHMK1;SRPK1;HIPK2;CDK5;CAMK4;MYO3A;ULK3;PRKD2;SGK3;CAMK1	cl1_only
Atrial Cardiac Muscle Cell Action Potential (GO:0086014)	4/12	0.0414818145046335	0.67495028714982	0	0	3.81892826274849	12.1537397785563	GJC1;GJA1;KCNN2;SCN3B	cl1_only
Cardiac Right Ventricle Morphogenesis (GO:0003215)	4/12	0.0414818145046335	0.67495028714982	0	0	3.81892826274849	12.1537397785563	TGFB2;GATA4;ISL1;SOX4	cl1_only
Cell Projection Assembly (GO:0030031)	4/12	0.0414818145046335	0.67495028714982	0	0	3.81892826274849	12.1537397785563	CYFIP2;GSN;SCIN;MTSS2	cl1_only
Lipoprotein Localization (GO:0044872)	4/12	0.0414818145046335	0.67495028714982	0	0	3.81892826274849	12.1537397785563	UNC119B;PRKCB;CD36;ZDHHC17	cl1_only
Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025)	4/12	0.0414818145046335	0.67495028714982	0	0	3.81892826274849	12.1537397785563	DMTN;SPRY4;TACSTD2;MELTF	cl1_only
Nuclear Body Organization (GO:0030575)	4/12	0.0414818145046335	0.67495028714982	0	0	3.81892826274849	12.1537397785563	SRPK2;PML;HIPK2;WRAP53	cl1_only
Spinal Cord Development (GO:0021510)	4/12	0.0414818145046335	0.67495028714982	0	0	3.81892826274849	12.1537397785563	RELN;SOX12;PKD1;SOX4	cl1_only
Regulation Of Heart Rate By Cardiac Conduction (GO:0086091)	9/41	0.042050615227908	0.681603698542098	0	0	2.14987548722391	6.81270014667641	HCN4;HCN3;KCNE3;KCNH6;CTNNA3;ANK2;SCN3B;ISL1;DSC2	cl1_only
Endocardial Cushion Development (GO:0003197)	6/23	0.0428216012186245	0.684928755109705	0	0	2.69667209444331	8.49643875235074	BMP4;TGFB2;NOTCH1;APC;GATA4;ISL1	cl1_only
Negative Regulation Of Actin Filament Polymerization (GO:0030837)	6/23	0.0428216012186245	0.684928755109705	0	0	2.69667209444331	8.49643875235074	GSN;SCIN;SSH2;PFN1;TMSB10;SSH1	cl1_only
Positive Regulation Of Neuron Apoptotic Process (GO:0043525)	6/23	0.0428216012186245	0.684928755109705	0	0	2.69667209444331	8.49643875235074	SRPK2;BACE1;TGFB2;CDK5;FBXW7;CTNNB1	cl1_only
Mesenchymal Cell Differentiation (GO:0048762)	11/54	0.0431101746666856	0.684928755109705	0	0	1.95591778308686	6.14939815299693	TGFB2;NOTCH1;DLG5;CTNNB1;RBPJ;ISL1;FGFR2;LRP6;WNT4;FGFR1;LIMS1	cl1_only
Regulation Of Axon Extension (GO:0030516)	8/35	0.0433858188726458	0.684928755109705	0	0	2.26455026455026	7.10530419160443	SHTN1;GOLGA4;SEMA3A;TRIM46;ISLR2;NRCAM;RTN4;POU4F2	cl1_only
Regulation Of Sodium Ion Transport (GO:0002028)	8/35	0.0433858188726458	0.684928755109705	0	0	2.26455026455026	7.10530419160443	NKAIN2;P2RX7;SPTBN4;NKAIN3;RANGRF;DRD2;SCN3B;FGF12	cl1_only
Heterotypic Cell-Cell Adhesion (GO:0034113)	7/29	0.0438624325932324	0.684928755109705	0	0	2.43145430942921	7.60242107691985	ITGA4;ITGB3;ITGB2;NINJ1;CTNNA3;CD200;DSC2	cl1_only
Maintenance Of Blood-Brain Barrier (GO:0035633)	7/29	0.0438624325932324	0.684928755109705	0	0	2.43145430942921	7.60242107691985	CLDN5;GJA1;OCLN;CLDN3;DMD;LSR;JAM2	cl1_only
Regulation Of Neuron Migration (GO:2001222)	7/29	0.0438624325932324	0.684928755109705	0	0	2.43145430942921	7.60242107691985	SHTN1;RELN;MDK;KIF26A;SEMA3A;CTNNA2;SRGAP3	cl1_only
Tube Closure (GO:0060606)	7/29	0.0438624325932324	0.684928755109705	0	0	2.43145430942921	7.60242107691985	TGFB2;VANGL2;DEAF1;SEMA4C;MTHFR;LRP2;CELSR1	cl1_only
Positive Regulation Of Cell Adhesion (GO:0045785)	16/88	0.0446791500898463	0.695135827857718	0	0	1.69997103967564	5.28393214022948	RET;MAGI1;EPHA4;TGFB2;MEGF10;TFE3;NDNF;NPNT;NID1;FBLN2;SFRP2;MDK;IL12B;PRKD2;TNPO1;LIMS1	cl1_only
Cellular Response To Salt (GO:1902075)	19/109	0.0448805147468655	0.695729579512318	0	0	1.61542699724518	5.01388404407399	CPNE9;MEF2A;SYT4;NLGN1;DMTN;CPNE4;CACNA1A;BRAF;IQGAP1;ADCY7;CACNA1H;RYR3;SSH1;ITPKB;P2RX7;CDH1;P2RY2;ECT2;KCNH1	cl1_only
Cell-Cell Junction Organization (GO:0045216)	13/68	0.0467653610402834	0.722321500415682	0	0	1.8075409189509	5.53579741049987	TGFB2;CTNND2;CDH7;CDH6;GJC1;CLDN5;OCLN;CDH1;CDH10;CDH22;CDH12;CSK;LIMS1	cl1_only
Positive Regulation Of MAPK Cascade (GO:0043410)	46/310	0.0470460912752834	0.724034249482069	0	0	1.33580745838668	4.08306580182928	NECAB2;RET;NOTCH1;PLA2G1B;WWC1;CHRNA7;DIRAS2;LPAR1;TGFA;GATA4;ADRA1D;IQGAP1;PRKCZ;PIK3R5;IGF1R;P2RY6;CALCR;GPNMB;BMPER;PDGFD;GCNT2;TNFSF11;CD36;ALKAL1;AMH;TGFB2;RYK;FBXW7;SEMA4C;LAPTM5;BRAF;OPRM1;NPNT;MID1;ADRA2B;BMP4;DOK4;TAOK1;KIT;ACKR3;PRKD2;ROR2;FGFR3;FGFR2;AVPI1;FGFR1	cl1_only
Lipid Modification (GO:0030258)	9/42	0.04822362601616	0.738181226177567	0	0	2.08460963030041	6.32034088709302	DGKD;PLPPR1;DGKB;DGKA;PLPPR4;ALOX5;MBOAT7;PLPPR5;PLPP2	cl1_only
Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)	11/55	0.0484636210868995	0.738181226177567	0	0	1.91135674035544	5.78556569461158	GRM3;NLGN1;RELN;GRM7;OPHN1;CDK5;NRXN1;PLPPR4;DRD2;CACNG3;GRIN2B	cl1_only
Sodium Ion Transmembrane Transport (GO:0035725)	15/82	0.0484848096011538	0.738181226177567	0	0	1.7123997900208	5.18258607133637	HCN4;SLC24A2;HCN3;SLC6A17;SLC6A15;SLC6A14;ATP1B2;SLC6A1;SLC4A4;NALCN;SLC6A4;SLC8A3;SLC6A8;SCN3B;KCNK1	cl1_only
Neuron Fate Commitment (GO:0048663)	5/18	0.0490971541013043	0.73958009870622	0	0	2.93807575908743	8.85522579499286	MYT1L;BHLHE22;ISL1;POU3F2;POU4F1	cl1_only
Positive Regulation Of Osteoclast Differentiation (GO:0045672)	5/18	0.0490971541013043	0.73958009870622	0	0	2.93807575908743	8.85522579499286	CSF1;IL12B;TNFSF11;POU4F1;POU4F2	cl1_only
Positive Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070304)	5/18	0.0490971541013043	0.73958009870622	0	0	2.93807575908743	8.85522579499286	LYN;TGFB2;TAOK1;SEMA4C;MID1	cl1_only
Regulation Of Cytoplasmic Translation (GO:2000765)	6/24	0.0516915214615076	0.760771437042403	0	0	2.54671280276817	7.54453864467699	CPEB1;LIN28A;HNRNPU;YBX3;CPEB2;PAIP1	cl1_only
Regulation Of Ruffle Assembly (GO:1900027)	6/24	0.0516915214615076	0.760771437042403	0	0	2.54671280276817	7.54453864467699	CARMIL2;NLGN1;RDX;TACSTD2;PFN1;ARHGAP24	cl1_only
Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)	7/30	0.0516989218449929	0.760771437042403	0	0	2.32560720937671	6.88918891529229	GJC1;RYR2;GJA1;KCNE3;SCN3B;FGF12;SCN1A	cl1_only
Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732)	7/30	0.0516989218449929	0.760771437042403	0	0	2.32560720937671	6.88918891529229	SOCS1;DMTN;SFRP2;SEMA4D;HYAL2;PTPN6;PRKCZ	cl1_only
Regulation Of Dendritic Spine Morphogenesis (GO:0061001)	7/30	0.0516989218449929	0.760771437042403	0	0	2.32560720937671	6.88918891529229	ARHGAP44;EPHA4;NLGN1;RELN;SIPA1L1;CDK5;LRP8	cl1_only
Cellular Response To Calcium Ion (GO:0071277)	13/69	0.0517531589824764	0.760771437042403	0	0	1.77516268980477	5.25673567327568	CPNE9;MEF2A;SYT4;NLGN1;DMTN;CPNE4;CACNA1A;BRAF;IQGAP1;RYR3;ITPKB;ECT2;KCNH1	cl1_only
Regulation Of Heart Contraction (GO:0008016)	13/69	0.0517531589824764	0.760771437042403	0	0	1.77516268980477	5.25673567327568	MEF2A;HCN4;RYR2;SPTBN4;GSK3A;TGFB2;CELF2;TRPC1;ANK2;SLC4A3;CACNA1H;SLC8A3;CALM1	cl1_only
Negative Regulation Of Wnt Signaling Pathway (GO:0030178)	23/140	0.0532667137515598	0.762630363891307	0	0	1.50455281827831	4.4120163586092	RNF43;TCF7L2;GSK3A;AMFR;JADE1;TMEM131L;SHISA2;MCC;DKK1;TLE6;TPBGL;NKD1;SOX30;NKD2;GREM1;SFRP2;HMGXB4;APC;FRMD8;MDK;HECW1;ANKRD6;DACT1	cl1_only
Cellular Response To Oxygen-Containing Compound (GO:1901701)	58/406	0.0539828723544446	0.762630363891307	0	0	1.2783185840708	3.73152502869166	RET;CPNE9;PID1;IRS1;CPNE4;CD80;MPV17L;RORA;PTPRK;CXCL3;RYR3;CXCL5;CDH1;PDK3;KCNH1;MEF2A;UPF1;TICAM2;DAPK1;WNT9A;SSTR2;ITPKB;EHHADH;AKAP9;RRAGD;RAPGEF1;HCN4;HCN3;NLGN1;CACNA1A;AGAP3;IQGAP1;ADCY7;CACNA1H;SLC5A5;GLRA1;STRA8;P2RY6;P2RY2;CD14;ECT2;BRINP3;LYN;SYT4;DMTN;PDE2A;GDF1;BRAF;PEX10;POU4F1;POU4F2;NFKB1;PEX14;SSH1;P2RX7;CPEB1;PTK7;LAMTOR5	cl1_only
Negative Regulation Of Cell Motility (GO:2000146)	22/133	0.0542139426587574	0.762630363891307	0	0	1.51678594971278	4.42115371274039	EPHA4;CCDC125;TACSTD2;STC1;TET1;ADARB1;PTPRK;DUSP22;RAP2C;CLDN5;CLDN3;SFRP2;ADAM15;CDH1;DLG5;STK26;EMILIN2;SRGAP3;EPHA1;DRD2;AMH;SRGAP1	cl1_only
Cellular Response To Peptide (GO:1901653)	11/56	0.0542498958959441	0.762630363891307	0	0	1.86877618841208	5.44590198865946	CACNB1;EPHA4;GJA1;ITGA4;CDK5;CYP11A1;CACNA1A;NOD1;CD36;RPL17;IGF1R	cl1_only
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	41/275	0.0545500169595277	0.762630363891307	0	0	1.34261229913404	3.90517215336238	SPAG16;UNC119B;GALNT11;NOTCH1;INTU;SNX10;ASAP1;FNBP1L;TXNDC15;CDC14A;CDC14B;FGD4;ABLIM1;OPHN1;SRGAP3;BBS4;BBS1;DMTN;GSN;CFAP70;CEP131;SCLT1;FHDC1;MTSS1;SEPTIN7;CD2AP;RAP2C;P2RX7;SHTN1;EHD2;EHD3;DNMBP;FAM161A;MAK;STK26;KIT;ARHGEF4;TNIK;ARHGEF7;CFAP54;SSX2IP	cl1_only
Atrial Septum Development (GO:0003283)	4/13	0.0545721952991618	0.762630363891307	0	0	3.39441083261308	9.871730027882	TGFB2;GATA4;ISL1;DAND5	cl1_only
Branching Involved In Blood Vessel Morphogenesis (GO:0001569)	4/13	0.0545721952991618	0.762630363891307	0	0	3.39441083261308	9.871730027882	SFRP2;CTNNB1;NRARP;SEMA3E	cl1_only
Negative Regulation Of Lyase Activity (GO:0051350)	4/13	0.0545721952991618	0.762630363891307	0	0	3.39441083261308	9.871730027882	GRM3;GABBR2;LTB4R2;AKAP5	cl1_only
Plasma Membrane Tubulation (GO:0097320)	4/13	0.0545721952991618	0.762630363891307	0	0	3.39441083261308	9.871730027882	EHD2;MICALL1;PACSIN2;FNBP1L	cl1_only
Positive Regulation Of Granulocyte Macrophage Colony-Stimulating Factor Production (GO:0032725)	4/13	0.0545721952991618	0.762630363891307	0	0	3.39441083261308	9.871730027882	CD80;IL12B;IL17D;ISL1	cl1_only
Substrate-Dependent Cell Migration (GO:0006929)	4/13	0.0545721952991618	0.762630363891307	0	0	3.39441083261308	9.871730027882	SHTN1;OPHN1;VEGFC;CD2AP	cl1_only
Suppression Of Viral Release By Host (GO:0044790)	4/13	0.0545721952991618	0.762630363891307	0	0	3.39441083261308	9.871730027882	TRIM26;MID2;PML;TRIM11	cl1_only
Learning (GO:0007612)	9/43	0.054966897292318	0.762630363891307	0	0	2.02318294143123	5.86930255749677	SLC8A3;CNTNAP2;CLDN5;NRXN1;GPR88;SLC6A1;DRD2;FGF13;SHANK2	cl1_only
Actin Filament Network Formation (GO:0051639)	3/8	0.0556364164133701	0.762630363891307	0	0	4.58151187904968	13.2356090222067	CARMIL2;PLS3;SPIRE1	cl1_only
Cardioblast Differentiation (GO:0010002)	3/8	0.0556364164133701	0.762630363891307	0	0	4.58151187904968	13.2356090222067	TGFB2;NOTCH1;RBPJ	cl1_only
Negative Regulation Of Mitotic Nuclear Division (GO:0045839)	3/8	0.0556364164133701	0.762630363891307	0	0	4.58151187904968	13.2356090222067	BMP4;TOM1L1;CHEK1	cl1_only
Neuronal Ion Channel Clustering (GO:0045161)	3/8	0.0556364164133701	0.762630363891307	0	0	4.58151187904968	13.2356090222067	CNTNAP2;SPTBN4;NRCAM	cl1_only
Positive Regulation Of Fatty Acid Beta-Oxidation (GO:0032000)	3/8	0.0556364164133701	0.762630363891307	0	0	4.58151187904968	13.2356090222067	IRS1;MTLN;PLIN5	cl1_only
Proline Transport (GO:0015824)	3/8	0.0556364164133701	0.762630363891307	0	0	4.58151187904968	13.2356090222067	SLC6A17;SLC6A15;SLC3A2	cl1_only
Regulation Of DNA Methylation (GO:0044030)	3/8	0.0556364164133701	0.762630363891307	0	0	4.58151187904968	13.2356090222067	DNMT3L;KMT2A;SMARCA5	cl1_only
Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000095)	3/8	0.0556364164133701	0.762630363891307	0	0	4.58151187904968	13.2356090222067	DKK1;NKD1;DACT1	cl1_only
Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)	14/77	0.0577341542183107	0.786744811475643	0	0	1.69936342592593	4.84642535055771	TGFB2;NAXE;ECSCR;SEMA3E;VASH1;THBS2;HSPG2;PML;CLDN5;COL4A2;ALOX5;CTNNB1;CNMD;WNT4	cl1_only
Calcium Ion Import Across Plasma Membrane (GO:0098703)	8/37	0.0579493011502116	0.786744811475643	0	0	2.1081355426183	6.00436375932145	SLC24A2;SLC8A3;TRPV5;CACNA1B;CACNA1A;SCN3A;CACNA1H;SCN1A	cl1_only
Regulation Of Ossification (GO:0030278)	8/37	0.0579493011502116	0.786744811475643	0	0	2.1081355426183	6.00436375932145	BMP4;ECM1;NOTCH1;MDK;ZBTB16;RBPJ;SMAD6;DKK1	cl1_only
Regulation Of Epithelial Cell Migration (GO:0010632)	10/50	0.0582381437122495	0.788156211572444	0	0	1.91096187175043	5.43327497791508	DOCK5;TGFB2;BMPER;TACSTD2;CTSH;PFN1;MCC;RTN4;PTPRG;CLASP2	cl1_only
Negative Regulation Of Protein Phosphorylation (GO:0001933)	24/149	0.0595118625885726	0.792899436407851	0	0	1.46946120313862	4.14620177590606	LYN;PID1;DMTN;SEMA4D;PRKAG2;SMAD6;DKK1;PRKCZ;LRP6;GREM1;OCLN;IMPACT;DEPTOR;RASSF2;SFRP2;CAMK2N2;SNX25;FKBP8;NCK2;DMD;PTPN6;EPHA1;CALM1;SH3GL2	cl1_only
Cellular Response To cAMP (GO:0071320)	7/31	0.0603609531327146	0.792899436407851	0	0	2.22858070099524	6.25654610705678	HCN4;HCN3;DMTN;PDE2A;AKAP9;RAPGEF1;SLC5A5	cl1_only
Negative Regulation Of Developmental Growth (GO:0048640)	7/31	0.0603609531327146	0.792899436407851	0	0	2.22858070099524	6.25654610705678	WWC1;TRIM46;FGF13;FGFR3;NKD1;RTN4;SLC6A4	cl1_only
Regulation Of Long-Term Synaptic Potentiation (GO:1900271)	7/31	0.0603609531327146	0.792899436407851	0	0	2.22858070099524	6.25654610705678	CALB2;EPHA4;RELN;CHRNA7;AKAP5;CYP46A1;SHISA7	cl1_only
Atrioventricular Valve Morphogenesis (GO:0003181)	5/19	0.0604933593911615	0.792899436407851	0	0	2.72805879809771	7.6528096904652	TGFB2;NOTCH1;GATA4;SMAD6;SOX4	cl1_only
Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137)	5/19	0.0604933593911615	0.792899436407851	0	0	2.72805879809771	7.6528096904652	DMTN;RASSF2;NCK2;DMD;DKK1	cl1_only
Neuron Apoptotic Process (GO:0051402)	5/19	0.0604933593911615	0.792899436407851	0	0	2.72805879809771	7.6528096904652	TRPC5;CDK5;ATN1;BCL2;FAS	cl1_only
Pore Complex Assembly (GO:0046931)	5/19	0.0604933593911615	0.792899436407851	0	0	2.72805879809771	7.6528096904652	P2RX7;NUP153;TSPAN33;PLEKHA7;RTN4	cl1_only
Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	5/19	0.0604933593911615	0.792899436407851	0	0	2.72805879809771	7.6528096904652	SMOC2;SPRY4;PRKD2;SHISA2;SULF2	cl1_only
Protein Localization To Cell Periphery (GO:1990778)	23/142	0.0608076383442727	0.792899436407851	0	0	1.47909778290401	4.14153275967532	RAB3C;LRPAP1;SPTBN4;KCNB2;RDX;ZDHHC23;ANK2;ZDHHC22;ANK1;TSPAN33;LRP6;NKD2;EHD2;DPP6;EHD3;TSPAN14;CDH1;RAB12;EPB41L3;TNIK;SCN3B;FGF13;CLASP2	cl1_only
Cardiac Conduction System Development (GO:0003161)	6/25	0.0615988838474042	0.792899436407851	0	0	2.4125386996904	6.72401442157398	HCN4;GJA1;GATA4;MSC;SMAD5;TBX18	cl1_only
Chemical Synaptic Transmission, Postsynaptic (GO:0099565)	6/25	0.0615988838474042	0.792899436407851	0	0	2.4125386996904	6.72401442157398	GLRA1;GSK3A;GRID2;DRD2;GRIN2B;INSYN2A	cl1_only
Myotube Differentiation (GO:0014902)	6/25	0.0615988838474042	0.792899436407851	0	0	2.4125386996904	6.72401442157398	DOCK5;MYMX;ADGRB3;CACNA1H;JAM2;KCNH1	cl1_only
Negative Regulation Of Lipid Biosynthetic Process (GO:0051055)	6/25	0.0615988838474042	0.792899436407851	0	0	2.4125386996904	6.72401442157398	FBXW7;ASXL3;APOC1;NR0B1;DCAF5;WNT4	cl1_only
Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051)	6/25	0.0615988838474042	0.792899436407851	0	0	2.4125386996904	6.72401442157398	EPHA4;HSP90AB1;OPHN1;RPL17;PML;HIPK2	cl1_only
Regulation Of Actin Cytoskeleton Reorganization (GO:2000249)	6/25	0.0615988838474042	0.792899436407851	0	0	2.4125386996904	6.72401442157398	HCK;CARMIL2;CARMIL3;CDK5;MDK;SEMA3E	cl1_only
Response To Calcium Ion (GO:0051592)	18/106	0.0618016518390331	0.792899436407851	0	0	1.5646837944664	4.3558061553005	CPNE9;MEF2A;SYT4;RYR2;NLGN1;DMTN;TRPC3;CPNE4;TRPC1;CACNA1A;ITPR3;BRAF;IQGAP1;RYR3;ITPKB;ECT2;CALM1;KCNH1	cl1_only
Negative Regulation Of Cell Death (GO:0060548)	12/64	0.0619365499234845	0.792899436407851	0	0	1.76429381546467	4.90763872855216	CHGA;CSF1;MECOM;GPNMB;CDK5;TMEM109;GATA4;IKBKG;WNT16;CHMP6;POU4F1;CD200	cl1_only
Cell-Cell Junction Assembly (GO:0007043)	13/71	0.0627917640515994	0.799048627319308	0	0	1.71375570349316	4.74355815470654	PATJ;CTNND2;CDH7;CDH6;GJC1;CLDN5;GJA1;CDH1;CDH10;CDH22;EPB41L3;CDH12;CTNNB1	cl1_only
Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)	13/71	0.0627917640515994	0.799048627319308	0	0	1.71375570349316	4.74355815470654	SKOR1;NOTCH1;SPRY4;SHISA2;LRP2;LEMD3;SMAD6;HIPK2;SULF2;GREM1;BMPER;VWC2L;DAND5	cl1_only
Regulated Exocytosis (GO:0045055)	10/51	0.0652427455353685	0.827767333979988	0	0	1.86424736864353	5.08872496752199	RIMS2;LYN;SNAP25;SYNGR1;RAB11FIP1;SCIN;CDK5;RAB26;CPLX2;RAB11B	cl1_only
Regulation Of Cytoskeleton Organization (GO:0051493)	19/114	0.0655895236546126	0.829697742847518	0	0	1.52996955197912	4.16815617240425	PATJ;DMTN;STMN3;ARHGAP18;SPATA4;CELSR1;IQGAP2;MID1;ARHGAP44;CAMSAP3;CDC42;P2RX7;HCK;PAK1;TAOK1;MAP6D1;PLXNB1;PFDN2;RICTOR	cl1_only
Cellular Response To ATP (GO:0071318)	4/14	0.0696194928051705	0.850887562912161	0	0	3.05479688850475	8.14014989957069	P2RX7;P2RY2;RYR3;SSH1	cl1_only
Detection Of Mechanical Stimulus Involved In Sensory Perception (GO:0050974)	4/14	0.0696194928051705	0.850887562912161	0	0	3.05479688850475	8.14014989957069	COL11A1;KCNA1;KIT;SCN1A	cl1_only
Monosaccharide Transmembrane Transport (GO:0015749)	4/14	0.0696194928051705	0.850887562912161	0	0	3.05479688850475	8.14014989957069	SLC2A9;SLC45A3;SLC5A3;SLC2A7	cl1_only
Pancreas Development (GO:0031016)	4/14	0.0696194928051705	0.850887562912161	0	0	3.05479688850475	8.14014989957069	TCF7L2;ZIC3;NKX6-1;ISL1	cl1_only
Positive Regulation Of Cytoplasmic Translation (GO:2000767)	4/14	0.0696194928051705	0.850887562912161	0	0	3.05479688850475	8.14014989957069	LIN28A;HNRNPU;YBX3;PAIP1	cl1_only
Positive Regulation Of Long-Term Synaptic Potentiation (GO:1900273)	4/14	0.0696194928051705	0.850887562912161	0	0	3.05479688850475	8.14014989957069	RELN;CHRNA7;AKAP5;SHISA7	cl1_only
Response To Muscle Stretch (GO:0035994)	4/14	0.0696194928051705	0.850887562912161	0	0	3.05479688850475	8.14014989957069	RYR2;GSN;CTNNB1;DMD	cl1_only
Synaptic Transmission, GABAergic (GO:0051932)	4/14	0.0696194928051705	0.850887562912161	0	0	3.05479688850475	8.14014989957069	GABRA2;GABBR2;GABRA5;GABRG2	cl1_only
Muscle Cell Development (GO:0055001)	7/32	0.0698588349922923	0.850887562912161	0	0	2.13931631328429	5.69331697146856	EFEMP2;MEGF10;DMD;ANK2;ACTN4;LRRC10;SGCZ	cl1_only
