set	gene
both	Gusb
both	Asl
both	Crcp
both	Tpst1
both	Kctd7
both	Rabgef1
both	Sbds
both	Castor2
both	Rcc1l
both	Gtf2ird2
both	Gtf2i
both	Clip2
both	Rfc2
both	Eif4h
both	Limk1
both	Mettl27
both	Abhd11
both	Stx1a
both	Dnajc30
both	Tbl2
both	Bcl7b
both	Baz1b
both	Fzd9
both	Pom121
both	Hip1
both	Rhbdd2
both	Por
both	Tmem120a
both	Styxl1
both	Hspb1
both	Ywhag
both	Ssc4d
both	Dtx2
both	Rasa4
both	Polr2j
both	Orai2
both	Prkrip1
both	Sh2b2
both	Cux1
both	4933404O12Rik
both	Fis1
both	Znhit1
both	Ap1s1
both	Serpine1
both	Trim56
both	Srrt
both	Trip6
both	Slc12a9
both	Ephb4
both	Pop7
both	Gnb2
both	Mospd3
both	Pcolce
both	Gm20605
both	Agfg2
both	Nyap1
both	Tsc22d4
both	Ppp1r35
both	Mepce
both	Zkscan1
both	Zscan21
both	Zfp113
both	Cops6
both	Mcm7
both	Taf6
both	Mblac1
both	Lamtor4
both	6330418K02Rik
both	Gpc2
both	Zfp157
both	Zfp68
both	A430033K04Rik
both	Fam20c
both	Pdgfa
both	Prkar1b
both	Sun1
both	Get4
both	Cox19
both	Gpr146
both	3110082I17Rik
both	Zfand2a
both	Micall2
both	Ints1
both	Mafk
both	Mad1l1
both	Nudt1
both	Snx8
both	Eif3b
both	Chst12
both	Lfng
both	Ttyh3
both	Brat1
both	Gna12
both	Foxk1
both	Ap5z1
both	Radil
both	Wipi2
both	Slc29a4
both	Tnrc18
both	Fbxl18
both	Actb
both	Rnf216
both	Rbak
both	Zfp12
both	E130309D02Rik
both	Zdhhc4
both	Kdelr2
both	Daglb
both	Rac1
both	Fam220a
both	Cyth3
both	Usp42
both	Eif2ak1
both	Aimp2
both	Ccz1
both	Lmtk2
both	Tecpr1
both	Bri3
both	Dmrt1i
both	Trrap
both	Smurf1
both	Arpc1a
both	Arpc1b
both	Pdap1
both	Ptcd1
both	Atp5j2
both	Zkscan5
both	Zfp655
both	Rnf6
both	Cdk8
both	Usp12
both	Rpl21
both	Rasl11a
both	Gtf3a
both	Lnx2
both	Urad
both	Flt3
both	Pan3
both	Flt1
both	Pomp
both	Slc46a3
both	Slc7a1
both	Ubl3
both	Katnal1
both	8430423G03Rik
both	5930430L01Rik
both	Gm15408
both	Hmgb1
both	Gm42788
both	Uspl1
both	Tex26
both	Hsph1
both	B3glct
both	Brca2
both	N4bp2l2
both	Pds5b
both	1700028E10Rik
both	Rfc3
both	Vps50
both	Bet1
both	Col1a2
both	Casd1
both	Sgce
both	Pon2
both	Pdk4
both	Slc25a13
both	Sem1
both	Sdhaf3
both	Asns
both	C1galt1
both	Mios
both	Rpa3
both	A430035B10Rik
both	Ica1
both	Ndufa4
both	Phf14
both	Thsd7a
both	Tmem106b
both	Tmem168
both	Bmt2
both	Gpr85
both	2610001J05Rik
both	Mdfic
both	Tes
both	Gm4876
both	Cav2
both	Cav1
both	Met
both	Capza2
both	St7
both	Lsm8
both	Ing3
both	Cped1
both	Fam3c
both	Ptprz1
both	Ndufa5
both	Wasl
both	Tmem229a
both	Pot1a
both	Grm8
both	6530409C15Rik
both	Zfp800
both	Gcc1
both	Snd1
both	Mir129-1
both	Rbm28
both	Impdh1
both	Hilpda
both	Fam71f1
both	Calu
both	Ccdc136
both	Atp6v1f
both	Tnpo3
both	Smo
both	Ahcyl2
both	Strip2
both	Smkr-ps
both	Mirc35hg
both	Ube2h
both	Zc3hc1
both	Klhdc10
both	Tmem209
both	Cpa4
both	Cep41
both	Copg2
both	2210408F21Rik
both	Mkln1os
both	Chchd3
both	Exoc4
both	Lrguk
both	Slc35b4
both	Gm6644
both	Akr1b8
both	Bpgm
both	Cald1
both	Agbl3
both	Cyren
both	Wdr91
both	Cnot4
both	Nup205
both	1810058I24Rik
both	Mtpn
both	Ptn
both	Creb3l2
both	Trim24
both	D630045J12Rik
both	Zc3hav1l
both	Zc3hav1
both	Ttc26
both	Ubn2
both	Fmc1
both	Klrg2
both	Kdm7a
both	Slc37a3
both	Adck2
both	Ndufb2
both	Mrps33
both	Agk
both	Ssbp1
both	Prss2
both	Casp2
both	Fam131b
both	Zyx
both	Tcaf2
both	Tcaf1
both	Tpk1
both	Cul1
both	Ezh2
both	Pdia4
both	Zfp786
both	Zfp398
both	Zfp282
both	Zfp212
both	Zfp956
both	Zfp777
both	Zfp746
both	Zfp467
both	Zfp862-ps
both	1700026J14Rik
both	Lrrc61
both	Repin1
both	Malsu1
both	Tra2a
both	Ccdc126
both	Fam221a
both	Mpp6
both	Gsdme
both	Osbpl3
both	Cycs
both	4921507P07Rik
both	C530044C16Rik
both	Mir148a
both	Hnrnpa2b1
both	Skap2
both	Hotairm2
both	Gm15050
both	Hoxa5
both	Hibadh
both	Tax1bp1
both	Creb5
both	Scrn1
both	Plekha8
both	Mturn
both	Znrf2
both	Ggct
both	Gars
both	Mindy4
both	Aqp1
both	Lsm5
both	Avl9
both	Kbtbd2
both	Fkbp9
both	Nt5c3
both	Ppm1k
both	Herc6
both	Pyurf
both	Lancl2
both	Vopp1
both	Tigd2
both	Gprin3
both	Snca
both	Ccser1
both	Atoh1
both	Smarcad1
both	Ndnf
both	Prdm5
both	Mad2l1
both	Gng12
both	E230016M11Rik
both	Serbp1
both	Rpia
both	Eif2ak3
both	Thnsl2
both	Mir8112
both	Rmnd5a
both	Rnf103
both	Chmp3
both	Kdm3a
both	Reep1
both	Mrpl35
both	Immt
both	Ptcd3
both	St3gal5
both	Tmem150a
both	Rnf181
both	Vamp5
both	Ggcx
both	Particl
both	Elmod3
both	Tgoln2
both	Tcf7l1
both	Tmsb10
both	Dnah6
both	Suclg1
both	Gcfc2
both	Mrpl19
both	Pole4
both	Hk2
both	Aup1
both	Pcgf1
both	Wbp1
both	Rtkn
both	Wdr54
both	Dctn1
both	Mthfd2
both	Mob1a
both	Bola3
both	Tet3
both	Dguok
both	Stambp
both	Vax2os
both	Tex261
both	Gm7443
both	Paip2b
both	Zfp638
both	Exoc6b
both	Spr
both	Sfxn5
both	Rab11fip5
both	Smyd5
both	Pradc1
both	Alms1
both	Nat8f1
both	Dusp11
both	Fam136a
both	Snrpg
both	Pcyox1
both	Tia1
both	C87436
both	Pcbp1
both	Mxd1
both	Snrnp27
both	Gmcl1
both	Anxa4
both	2610306M01Rik
both	Nfu1
both	Gfpt1
both	Aplf
both	Rab43
both	Isy1
both	Cnbp
both	Copg1
both	Hmces
both	H1f10
both	Rab7
both	Rpn1
both	Eefsec
both	Ruvbl1
both	Sec61a1
both	Abtb1
both	Mcm2
both	Tpra1
both	Chchd6
both	Txnrd3
both	Zxdc
both	Slc41a3
both	Iqsec1
both	Nup210
both	Hdac11
both	4930471M09Rik
both	Chchd4
both	Xpc
both	Slc6a6
both	Ccdc174
both	Nr2c2
both	Mrps25
both	Rbsn
both	Magi1
both	Lrig1
both	Kbtbd8os
both	Suclg2
both	Eogt
both	Tmf1
both	Uba3
both	Arl6ip5
both	Mitf
both	Foxp1
both	Rybp
both	Gxylt2
both	Ppp4r2
both	Trnt1
both	Crbn
both	Setmar
both	Sumf1
both	Itpr1
both	Bhlhe40
both	Arl8b
both	Edem1
both	Oxtr
both	Rad18
both	Gm43868
both	Gt(ROSA)26Sor
both	Mtmr14
both	Brpf1
both	Ogg1
both	Tada3
both	Rpusd3
both	Creld1
both	Vhl
both	Irak2
both	Tatdn2
both	Sec13
both	Hrh1
both	Vgll4
both	Tamm41
both	Pparg
both	Tsen2
both	Mkrn2
both	Raf1
both	Efcab12
both	Mbd4
both	Plxnd1
both	Tmcc1
both	9530062K07Rik
both	Zfand4
both	Marchf8
both	Zfp637
both	Hnrnpf
both	Csgalnact2
both	Bms1
both	Zfp248
both	Zfp9
both	Ankrd26
both	Cacna1c
both	Dcp1b
both	Fbxl14
both	Erc1
both	Rad52
both	Wnk1
both	Ccdc77
both	Kdm5a
both	Hdhd5
both	Atp6v1e1
both	Bcl2l13
both	Bid
both	Pex26
both	Usp18
both	M6pr
both	Apobec1
both	Necap1
both	Pex5
both	C1rl
both	Lpcat3
both	Emg1
both	Grcc10
both	Tpi1
both	Usp5
both	P3h3
both	A230083G16Rik
both	Ptms
both	Mlf2
both	Cops7a
both	Zfp384
both	Ing4
both	Chd4
both	Nop2
both	Iffo1
both	Gapdh
both	Ncapd2
both	Vamp1
both	Scnn1a
both	Gm10415
both	Rad51ap1
both	Tigar
both	Parp11
both	Cracr2a
both	Tspan9
both	Tead4
both	Tulp3
both	Rhno1
both	Itfg2
both	Fkbp4
both	Clec2h
both	Clec2g
both	Clec2d
both	2310001H17Rik
both	Ybx3
both	Smim10l1
both	Etv6
both	Borcs5
both	1700055D16Rik
both	Crebl2
both	Gpr19
both	Cdkn1b
both	Lockd
both	Apold1
both	Ddx47
both	Gprc5a
both	Hebp1
both	Gsg1
both	Emp1
both	Atf7ip
both	H4f16
both	H2aj
both	Wbp11
both	Arhgdib
both	Eps8
both	Strap
both	Dera
both	Plekha5
both	Aebp2
both	Pyroxd1
both	Recql
both	Cmas
both	C2cd5
both	Gm31108
both	Etnk1
both	4930579D09Rik
both	Sox5
both	Sox5os3
both	Bcat1
both	Casc1
both	Kras
both	Rassf8
both	Bhlhe41
both	Ints13
both	Tm7sf3
both	Med21
both	Stk38l
both	Ppfibp1
both	Mrps35
both	Klhl42
both	Ccdc91
both	4732416N19Rik
both	Ipo8
both	Caprin2
both	Sinhcaf
both	Dennd5b
both	Etfbkmt
both	Amn1
both	Resf1
both	Bicd1
both	Myadm
both	Oscar
both	Tfpt
both	Cnot3
both	Leng1
both	Rps9
both	D030047H15Rik
both	Rdh13
both	Ppp1r12c
both	Dnaaf3
both	Ppp6r1
both	Hspbp1
both	Brsk1
both	Kmt5c
both	Il11
both	Rpl28
both	Ube2s
both	Isoc2a
both	Zfp628
both	Fiz1
both	Zfp865
both	Zfp784
both	Zfp580
both	U2af2
both	Epn1
both	Zfp787
both	Zfp444
both	Zfp667
both	Zfp78
both	Zfp28
both	Zfp954
both	Zfp418
both	Zfp772
both	Vmn2r29
both	Clcn4
both	Zik1
both	Zfp551
both	Zfp606
both	Zfp329
both	Zfp110
both	Zfp128
both	Zscan22
both	Rps5
both	Zfp324
both	Zfp446
both	Zbtb45
both	Trim28
both	Chmp2a
both	Ube2m
both	Mzf1
both	Lig1
both	Selenow
both	Napa
both	Kptn
both	Slc8a2
both	Dhx34
both	Inafm1
both	Ccdc9
both	Sae1
both	Zc3h4
both	Tmem160
both	Gm29443
both	Ap2s1
both	Slc1a5
both	9330104G04Rik
both	Gng8
both	Calm3
both	Hif3a
both	Mill2
both	Ccdc61
both	Nova2
both	Mypop
both	Irf2bp1
both	Foxa3
both	Dmwd
both	Dmpk
both	Six5
both	Gm4969
both	Qpctl
both	Eml2
both	Opa3
both	Vasp
both	Rtn2
both	Fosb
both	Ercc1
both	Cd3eap
both	Ercc2
both	Mark4
both	Bloc1s3
both	Gemin7
both	Clasrp
both	Relb
both	Clptm1
both	Tomm40
both	Nectin2
both	Bcl3
both	Pvr
both	Igsf23
both	Zfp180
both	Zfp112
both	Zfp111
both	Zfp61
both	Zfp94
both	Kcnn4
both	Smg9
both	Plaur
both	Zfp428
both	Irgq
both	Pinlyp
both	Ethe1
both	Rps19
both	Arhgef1
both	Mir7046
both	Rabac1
both	Zfp574
both	Dedd2
both	Gsk3a
both	Erf
both	Cic
both	Pafah1b3
both	Megf8
both	4732471J01Rik
both	Cxcl17
both	Bckdha
both	B9d2
both	Tgfb1
both	Ccdc97
both	Hnrnpul1
both	Axl
both	Egln2
both	Rab4b
both	Snrpa
both	Coq8b
both	Numbl
both	Ltbp4
both	Shkbp1
both	Sptbn4
both	Sertad3
both	Sertad1
both	Pld3
both	Akt2
both	Map3k10
both	Zfp607b
both	Zfp60
both	Zfp59
both	Zfp607a
both	Psmc4
both	Fbl
both	Dyrk1b
both	Timm50
both	Supt5
both	Rps16
both	Plekhg2
both	Med29
both	Samd4b
both	Pak4
both	Fbxo27
both	Fbxo17
both	Mrps12
both	Nfkbib
both	Hnrnpl
both	Lgals7
both	Actn4
both	Eif3k
both	Fam98c
both	Spred3
both	Psmd8
both	Catsperg1
both	Yif1b
both	2200002D01Rik
both	Dpf1
both	Zfp84
both	Zfp30
both	Zfp790
both	Zfp940
both	Zfp420
both	Zfp27
both	Zfp74
both	Zfp568
both	Zfp14
both	Zfp82
both	Zfp566
both	Zfp260
both	Zfp382
both	Zfp146
both	Capns1
both	Tbcb
both	Thap8
both	Alkbh6
both	Sdhaf1
both	Arhgap33
both	Proser3
both	Lin37
both	Psenen
both	Kmt2b
both	Rbm42
both	Haus5
both	Tmem147
both	Usf2
both	Mir7050
both	Gramd1a
both	Wtip
both	Uba2
both	Lsm14a
both	Pepd
both	Cebpg
both	Cebpa
both	Rhpn2
both	Faap24
both	Nudt19
both	Rgs9bp
both	Pdcd5
both	Dpy19l3
both	E130304I02Rik
both	Tshz3
both	Uri1
both	Ccne1
both	1600014C10Rik
both	Plekhf1
both	Zfp939
both	Zfp619
both	AI987944
both	AW146154
both	Zfp788
both	Zfp141
both	Zfp976
both	Zfp975
both	Zfp715
both	Etfb
both	Zfp658
both	Zfp719
both	Ctu1
both	2410002F23Rik
both	Gm15517
both	1700008O03Rik
both	Josd2
both	5430431A17Rik
both	Emc10
both	Pold1
both	Nr1h2
both	Zfp473
both	Atf5
both	Tbc1d17
both	Ptov1
both	Fuz
both	Ap2a1
both	Prmt1
both	Bcl2l12
both	Scaf1
both	Prr12
both	Prrg2
both	Rcn3
both	Fcgrt
both	Snord35b
both	Snord32a
both	Pih1d1
both	Pth2
both	Ccdc155
both	Tead2
both	Trpm4
both	Mtag2
both	Snrnp70
both	Ruvbl2
both	Ftl1
both	Bax
both	Ppp1r15a
both	Bcat2
both	Rasip1
both	Ntn5
both	Dbp
both	Sphk2
both	Cyth2
both	Grwd1
both	Grin2d
both	Kdelr1
both	Syngr4
both	Nomo1
both	Sergef
both	Saal1
both	Hps5
both	Tsg101
both	Uevld
both	Spty2d1
both	Tmem86a
both	Zdhhc13
both	E2f8
both	Nav2
both	Prmt3
both	Gas2
both	Svip
both	Tubgcp5
both	Cyfip1
both	Nipa2
both	Nipa1
both	Herc2
both	Atp10a
both	Ube3a
both	Klf13
both	Mir6416
both	Mtmr10
both	Fan1
both	Mphosph10
both	Nsmce3
both	Tjp1
both	Tarsl2
both	Tm2d3
both	1810008I18Rik
both	Snrpa1
both	Selenos
both	Lrrk1
both	Aldh1a3
both	Asb7
both	Adamts17
both	1700112J16Rik
both	Lrrc28
both	Synm
both	Igf1r
both	Arrdc4
both	Nr2f2
both	1810026B05Rik
both	Slco3a1
both	Akap13
both	AU020206
both	Klhl25
both	Mrpl46
both	Det1
both	Aen
both	Mfge8
both	Abhd2
both	Fanci
both	Polg
both	Ticrr
both	Kif7
both	Ap3s2
both	Arpin
both	Idh2
both	Sema4b
both	Cib1
both	Ttll13
both	Ngrn
both	Vps33b
both	Prc1
both	Rccd1
both	Unc45a
both	Blm
both	Crtc3
both	Zscan2
both	Wdr73
both	Sec11a
both	Zfp592
both	Pde8a
both	Rps17
both	2900076A07Rik
both	Whamm
both	3110040N11Rik
both	Btbd1
both	Hdgfl3
both	Saxo2
both	Mex3b
both	Stard5
both	Il16
both	Mesd
both	Abhd17c
both	Gm2115
both	Fah
both	Zfand6
both	2610206C17Rik
both	Nox4
both	Ctsc
both	Tmem135
both	Prss23
both	Hikeshi
both	Eed
both	2310010J17Rik
both	Sytl2
both	Ccdc89
both	Crebzf
both	Tmem126a
both	Tmem126b
both	Ccdc90b
both	Ankrd42
both	Pcf11
both	4632427E13Rik
both	Fam181b
both	Tenm4
both	Nars2
both	Gab2
both	Usp35
both	Alg8
both	Ndufc2
both	Ints4
both	Aamdc
both	Rsf1os1
both	Rsf1os2
both	Aqp11
both	Pak1
both	Myo7a
both	Gm16938
both	Acer3
both	Tsku
both	Emsy
both	Gm15506
both	Uvrag
both	Dgat2
both	Map6
both	Serpinh1
both	Gdpd5
both	Snord15a
both	Arrb1
both	Neu3
both	Spcs2
both	Pold3
both	Lipt2
both	Pgm2l1
both	Ppme1
both	Coa4
both	Mrpl48
both	Rab6a
both	Plekhb1
both	Fam168a
both	Relt
both	Arhgef17
both	Fchsd2
both	Atg16l2
both	Arap1
both	Clpb
both	Inppl1
both	Anapc15
both	Lamtor1
both	Lrrc51
both	Numa1
both	Rnf121
both	Nup98
both	Pgap2
both	Rhog
both	Stim1
both	Rrm1
both	Trim68
both	Trim6
both	Trim34a
both	Olfr654
both	Fam160a2
both	Cavin3
both	Smpd1
both	Apbb1
both	Trim3
both	Arfip2
both	Dnhd1
both	Rrp8
both	Taf10
both	Tpp1
both	Mrpl17
both	Ppfibp2
both	Eif3f
both	1700095J03Rik
both	Rpl27a
both	Akip1
both	Tmem41b
both	Zfp143
both	Wee1
both	Swap70
both	Sbf2
both	Rnf141
both	Ctr9
both	Eif4g2
both	Galnt18
both	Usp47
both	Mical2
both	Tead1
both	Arntl
both	Btbd10
both	Far1
both	Rras2
both	Copb1
both	Psma1
both	Sox6
both	1700003G18Rik
both	Rps13
both	Pik3c2a
both	Nucb2
both	Xylt1
both	Arl6ip1
both	Smg1
both	Syt17
both	Itpripl2
both	Coq7
both	Gde1
both	Ccp110
both	Gprc5b
both	Eri2
both	Dcun1d3
both	Uqcrc2
both	Pdzd9
both	Mosmo
both	Eef2k
both	Polr3e
both	Cdr2
both	Mettl9
both	Usp31
both	Scnn1g
both	Cog7
both	Ears2
both	Ndufab1
both	Palb2
both	Plk1
both	4930413G21Rik
both	Tnrc6a
both	Arhgap17
both	Lcmt1
both	Kdm8
both	Nsmce1
both	Il4ra
both	Gtf3c1
both	Xpo6
both	Spns1
both	Nfatc2ip
both	Rabep2
both	Sh2b1
both	Tufm
both	Atxn2l
both	Eif3c
both	Nupr1
both	Sgf29
both	Slx1b
both	Mapk3
both	Ypel3
both	Ppp4c
both	Aldoa
both	Ino80e
both	Taok2
both	Tmem219
both	Kctd13
both	Cdiptos
both	Pagr1a
both	Maz
both	Cd2bp2
both	Tbc1d10b
both	Zfp771
both	Dctpp1
both	Zfp768
both	Zfp747
both	E430018J23Rik
both	Zfp764
both	Zfp688
both	Zfp689
both	Prr14
both	Fbrs
both	Srcap
both	Phkg2
both	Ccdc189
both	Mir762
both	Ctf1
both	Fbxl19
both	Orai3
both	Setd1a
both	Hsd3b7
both	Stx4a
both	Zfp668
both	Vkorc1
both	Bckdk
both	Kat8
both	Prss8
both	Fus
both	Armc5
both	Tgfb1i1
both	Rgs10
both	Tial1
both	Bag3
both	Inpp5f
both	Mcmbp
both	Sec23ip
both	Wdr11
both	Ate1
both	Nsmce4a
both	Plekha1
both	2310057M21Rik
both	Pstk
both	Ikzf5
both	Bub3
both	Oat
both	Eef1akmt2
both	Abraxas2
both	Zranb1
both	Ctbp2
both	Edrf1
both	Uros
both	Dhx32
both	Adam12
both	Dock1
both	Ptpre
both	Mki67
both	Ebf3
both	9430038I01Rik
both	Glrx3
both	Bnip3
both	Lrrc27
both	Pwwp2b
both	Inpp5a
both	Cfap46
both	Adgra1
both	Tubgcp2
both	Caly
both	Echs1
both	Paox
both	Mtg1
both	Zfp941
both	Bet1l
both	Sirt3
both	Pgghg
both	Ifitm2
both	Ifitm3
both	Ptdss2
both	Rnh1
both	Hras
both	Lmntd2
both	Mir210
both	Phrf1
both	Deaf1
both	Taldo1
both	Gatd1
both	Cend1
both	Rplp2
both	Cd151
both	Polr2l
both	Chid1
both	Ap2a2
both	Tollip
both	Mob2
both	Dusp8
both	Ctsd
both	Syt8
both	Lsp1
both	Cd81
both	Tssc4
both	Kcnq1ot1
both	Nap1l4
both	Cars
both	Tnfrsf22
both	Tnfrsf23
both	Osbpl5
both	Mrgpre
both	Nadsyn1
both	Cttn
both	Ppfia1
both	Fadd
both	LTO1
both	Ccnd1
both	Tpcn2
both	Insr
both	Arhgef18
both	Pex11g
both	Zfp358
both	Mcoln1
both	Pnpla6
both	Xab2
both	Fcor
both	Trappc5
both	Evi5l
both	Lrrc8e
both	Map2k7
both	Snapc2
both	Ctxn1
both	Timm44
both	Elavl1
both	Cers4
both	Zfp958
both	Shcbp1
both	Efnb2
both	Mir7654
both	Lig4
both	9530052E02Rik
both	E230013L22Rik
both	Naxd
both	Cars2
both	Ing1
both	Ankrd10
both	Arhgef7
both	Tubgcp3
both	Mcf2l
both	Lamp1
both	Tmco3
both	Tfdp1
both	Rasa3
both	Cdc16
both	Upf3a
both	Champ1
both	Coprs
both	Fbxo25
both	Tdrp
both	Erich1
both	Cln8
both	Arhgef10
both	Mcph1
both	Agpat5
both	Xkr5
both	6820431F20Rik
both	Atp7b
both	Nek3
both	Ckap2
both	Vps36
both	Slc25a15
both	Mrps31
both	Slc20a2
both	Vdac3
both	Polb
both	Ikbkb
both	Plat
both	Ap3m2
both	Kat6a
both	Gm15816
both	Gpat4
both	Gins4
both	Golga7
both	Adam9
both	Tacc1
both	5430421F17Rik
both	Fgfr1
both	Letm2
both	Plpp5
both	Ddhd2
both	Bag4
both	Ash2l
both	Hgsnat
both	Pomk
both	Fnta
both	Hook3
both	Thap1
both	Zfp703
both	Erlin2
both	Plpbp
both	Brf2
both	Eif4ebp1
both	Rnf122
both	Snord13
both	Mak16
both	Fut10
both	Nrg1
both	Wrn
both	Ppp2cb
both	Ubxn8
both	Gsr
both	Gtf2e2
both	Rbpms
both	Dctn6
both	Leprotl1
both	Saraf
both	Dusp4
both	Tnks
both	Eri1
both	5430403N17Rik
both	Gm38414
both	Lonrf1
both	Dlc1
both	AI429214
both	Tusc3
both	Zdhhc2
both	Cnot7
both	Slc7a2
both	Pcm1
both	Asah1
both	Frg1
both	Cyp4v3
both	Tlr3
both	1700029J07Rik
both	Ankrd37
both	Snx25
both	Cfap97
both	Slc25a4
both	Helt
both	Acsl1
both	Cenpu
both	Primpol
both	Gm16675
both	Trappc11
both	Ing2
both	Cdkn2aip
both	Wwc2
both	Dctd
both	1190028D05Rik
both	Aga
both	Neil3
both	Spcs3
both	Wdr17
both	Hpgd
both	Cep44
both	Sap30
both	Hmgb2
both	AW046200
both	Aadat
both	Mfap3l
both	Hpf1
both	Clcn3
both	Nek1
both	Sh3rf1
both	Cbr4
both	Palld
both	Tll1
both	Cpe
both	Msmo1
both	Klhl2
both	Tmem192
both	Tma16
both	Naf1
both	Ints10
both	Atp6v1b2
both	Lzts1
both	Zfp930
both	D130040H23Rik
both	Gm10033
both	Zfp868
both	Zfp964
both	Zfp869
both	Zfp963
both	Zfp866
both	Atp13a1
both	Lpar2
both	Pbx4
both	Tssk6
both	Gatad2a
both	Mau2
both	Tm6sf2
both	Nr2c2ap
both	Rfxank
both	Mef2b
both	Tmem161a
both	Slc25a42
both	Sugp2
both	Homer3
both	Ddx49
both	Upf1
both	Comp
both	Crtc1
both	Klhl26
both	Rex1bd
both	Kxd1
both	Isyna1
both	Pgpep1
both	Lsm4
both	Jund
both	Rab3a
both	Mpv17l2
both	Pik3r2
both	Mast3
both	Mir7240
both	Arrdc2
both	Kcnn1
both	Ccdc124
both	Snora68
both	Haus8
both	Use1
both	Ocel1
both	Nr2f6
both	Ushbp1
both	Ankle1
both	Abhd8
both	Dda1
both	Gtpbp3
both	Bst2
both	Mvb12a
both	Tmem221
both	Slc27a1
both	Pgls
both	Colgalt1
both	Mir6769b
both	Unc13a
both	B3gnt3
both	Zfp882
both	Zfp617
both	Zfp961
both	Tpm4
both	Rab8a
both	Fam32a
both	Ap1m1
both	Klf2
both	Eps15l1
both	Calr3
both	Cherp
both	Slc35e1
both	Med26
both	Smim7
both	Sin3b
both	Large1
both	Hmgxb4
both	Tom1
both	Hmox1
both	Mcm5
both	Gm10649
both	0610038B21Rik
both	Prmt9
both	Tmem184c
both	Rbmxl1
both	Lsm6
both	Zfp827
both	Mmaa
both	Smad1
both	Otud4
both	Abce1
both	Smarca5
both	Gab1
both	Usp38
both	Zfp330
both	Rnf150
both	Tbc1d9
both	Elmod2
both	Scoc
both	Ndufb7
both	Tecr
both	Dnajb1
both	Gipc1
both	Ptger1
both	Pkn1
both	Ddx39
both	Adgrl1
both	Asf1b
both	Prkaca
both	Samd1
both	Rfx1
both	Dcaf15
both	Podnl1
both	Cc2d1a
both	Zswim4
both	Ccdc130
both	Ier2
both	Rad23a
both	Calr
both	Farsa
both	Gcdh
both	Klf1
both	Dnase2a
both	Rnaseh2a
both	Prdx2
both	Junb
both	Hook2
both	Asna1
both	Tnpo2
both	Fbxw9
both	Wdr83
both	Man2b1
both	Vps35
both	4921524J17Rik
both	Gpt2
both	Dnaja2
both	Itfg1
both	Lonp2
both	Gm10638
both	Cbln1
both	Gm2716
both	Heatr3
both	Tent4b
both	Adcy7
both	Brd7
both	Cyld
both	Sall1
both	Rbl2
both	Aktip
both	Rpgrip1l
both	Irx3
both	Crnde
both	Gnao1
both	Nudt21
both	Bbs2
both	Mt2
both	Mt1
both	Nup93
both	Herpud1
both	Cpne2
both	Fam192a
both	Arl2bp
both	Cx3cl1
both	Ciapin1
both	Polr2c
both	Ccdc102a
both	Adgrg1
both	Katnb1
both	Zfp319
both	Cfap20
both	Csnk2a2
both	Gins3
both	Ndrg4
both	4930513N10Rik
both	Slc38a7
both	Got2
both	Tk2
both	Cklf
both	Cmtm4
both	Dync1li2
both	Nae1
both	Pdp2
both	Rrad
both	Ciao2b
both	Cbfb
both	D230025D16Rik
both	B3gnt9
both	Nol3
both	4931428F04Rik
both	Lrrc29
both	Fhod1
both	Plekhg4
both	Tppp3
both	Zdhhc1
both	Atp6v0d1
both	Ripor1
both	Ctcf
both	Pard6a
both	Enkd1
both	Gfod2
both	Ranbp10
both	Thap11
both	Nutf2
both	Pskh1
both	Psmb10
both	Dpep2
both	Dus2
both	Nfatc3
both	Pla2g15
both	Slc7a6
both	Slc7a6os
both	Smpd3
both	Zfp90
both	Cdh3
both	Tango6
both	Chtf8
both	Sntb2
both	Vps4a
both	Pdf
both	Cog8
both	Mir7075
both	Cyb5b
both	Mir5098
both	Nfat5
both	Nqo1
both	Nob1
both	Wwp2
both	Psmd7
both	Dhx38
both	Dhodh
both	Zfp821
both	Atxn1l
both	Ap1g1
both	Phlpp2
both	Cmtr2
both	Vac14
both	St3gal2
both	Ddx19a
both	Ddx19b
both	Aars
both	Exosc6
both	9430091E24Rik
both	Rfwd3
both	Mlkl
both	Fa2h
both	Wdr59
both	Znrf1
both	Zfp1
both	Bcar1
both	Cfdp1
both	Tmem170
both	Tmem231
both	Gabarapl2
both	Adat1
both	Kars
both	Mon1b
both	Gm30052
both	Nudt7
both	Wwox
both	Cdyl2
both	Cmc2
both	1700030J22Rik
both	Gcsh
both	Gan
both	Cmip
both	Mir7077
both	Mphosph6
both	Hsbp1
both	Mlycd
both	Mbtps1
both	Hsdl1
both	Taf1c
both	Meak7
both	Cotl1
both	Klhl36
both	Usp10
both	6430548M08Rik
both	Fam92b
both	A330074K22Rik
both	Gse1
both	Gins2
both	Emc8
both	Mthfsd
both	Foxc2
both	Fbxo31
both	Map1lc3b
both	Zcchc14
both	Klhdc4
both	Slc7a5
both	Banp
both	Zfpm1
both	Zc3h18
both	Mvd
both	Snai3
both	Rnf166
both	Cdt1
both	Aprt
both	Galns
both	Ankrd11
both	Spg7
both	Chmp1a
both	4933417D19Rik
both	Zfp276
both	Fanca
both	Spire2
both	Tubb3
both	Def8
both	Afg3l1
both	Gas8
both	Rhou
both	Rab4a
both	Ccsap
both	Nup133
both	Abcb10
both	Taf5l
both	Pgbd5
both	Cog2
both	2310022B05Rik
both	Ttc13
both	2810004N23Rik
both	Exoc8
both	Egln1
both	Tsnax
both	Sipa1l2
