gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Fmn2,5.63568231946383e-13,1.4496687382142,0.541,0.175,1.22902960022867e-08
Zfp521,5.69755055906674e-13,1.52749100691338,0.497,0.149,1.24252182592127e-08
Plcb4,6.34586703874124e-12,1.37254703607187,0.566,0.242,1.38390668380869e-07
Zfp536,1.10097842491338e-11,-2.41860443946091,0.094,0.264,2.40101374905111e-07
Pex5l,3.18543583988674e-10,-2.05340142246133,0.101,0.27,6.94679847962499e-06
App,8.2616059330862e-10,-2.09680622937688,0.069,0.244,1.80169102188744e-05
Tmeff2,2.03313726966463e-09,-1.85437251697037,0.119,0.291,4.43386575768461e-05
Ank3,3.0162417160396e-09,-1.47112768803269,0.277,0.419,6.57781993433917e-05
Pbx1,1.2929348459215e-08,1.37061542429142,0.497,0.161,0.00028196323119856
Pitpnc1,1.35833854904609e-08,1.9197496205537,0.296,0.062,0.000296226470775972
Tnik,1.81170423651037e-08,1.43510620157161,0.428,0.147,0.000395096459898182
Dock10,1.92341408526912e-08,-1.95341904913267,0.069,0.23,0.000419458143715491
Utrn,8.54077623741851e-08,0.80113816425047,0.642,0.338,0.00186257248185623
Gli2,1.26693827262491e-07,1.55947070694658,0.296,0.099,0.00276293898494041
Lrrc8d,1.95282295679129e-07,-2.49036017990139,0.031,0.125,0.00425871630417045
Plcl1,2.09344368050347e-07,-1.65398369550879,0.088,0.236,0.00456538197844197
Nebl,2.86601293046426e-07,1.11997165879193,0.472,0.19,0.00625020099875645
Prkce,3.05119059725195e-07,0.917228471592886,0.535,0.248,0.00665403645448704
Hoxc9,3.60333999370982e-07,5.63545989894621,0.031,0,0.00785816385828238
Fat3,3.77128171862479e-07,0.797585341541692,0.635,0.325,0.00822441117197694
Sybu,4.64668522522184e-07,1.32956333984797,0.346,0.125,0.0101334911391638
Nhsl1,4.8592303939823e-07,1.79685507444338,0.252,0.06,0.0105970096431966
Akap6,5.01857839439452e-07,1.08621591589237,0.459,0.217,0.0109445157624956
Nwd1,5.77226198264619e-07,1.78505691250638,0.22,0.055,0.0125881489317548
Pparg,6.66376571060176e-07,1.67962457926366,0.252,0.062,0.0145323402616803
Dock4,1.6192380097748e-06,0.962128255977771,0.541,0.261,0.0353123425171688
Slc12a2,2.39229665178733e-06,-2.27051548475126,0.025,0.114,0.052171205382178
Trps1,2.42530687591663e-06,1.3062553044503,0.365,0.103,0.0528910923499899
Pex14,3.92657055385323e-06,1.65251773745085,0.226,0.078,0.0856306506384313
Slc24a2,4.04480366502913e-06,-1.53144885969746,0.113,0.247,0.0882090783269553
Notch2,4.15233090807528e-06,1.56813724381116,0.214,0.068,0.0905540324433058
Gpam,4.2565750645548e-06,2.86661969543025,0.107,0.014,0.0928273890078111
Tiam2,4.32983697416529e-06,1.36879932523763,0.302,0.109,0.0944250847325967
Tns3,4.72405366248491e-06,-1.50840039018047,0.157,0.222,0.103022162271471
Nos1ap,5.08053115468121e-06,0.97634039290194,0.44,0.205,0.110796223421288
Pygb,5.79055840526589e-06,2.0366620606025,0.176,0.038,0.126280497702038
Luzp2,6.04033243478704e-06,0.981203439293905,0.478,0.201,0.131727569737836
Hivep2,6.13439952685564e-06,0.955990901306766,0.447,0.221,0.133778984881668
Lhfp,6.97038891132612e-06,1.51374918756316,0.264,0.085,0.1520102413782
Hsp90aa1,8.93332641213206e-06,-1.61579302087833,0,0.029,0.194817982395776
Tle4,9.54335145913196e-06,1.27674349956874,0.308,0.11,0.20812140862075
Slain1,1.05357228796953e-05,-2.72152619343305,0.013,0.096,0.229763044560395
Dnm3,1.05425947856543e-05,-1.20523456953558,0.22,0.315,0.229912907085548
Dtna,1.1761693517575e-05,1.13863269168794,0.346,0.126,0.256499012231275
Ilvbl,1.23870261153415e-05,-2.0864879705994,0,0.037,0.270136265523368
Dpf3,1.30765219100427e-05,1.19462138562575,0.352,0.141,0.285172789814212
Camk2d,1.33993010071855e-05,0.94762401299778,0.421,0.179,0.292211956364701
Abca1,1.55718513727229e-05,1.68497609251043,0.226,0.054,0.33959093473634
Syn2,1.55999515013906e-05,1.41631041330852,0.245,0.078,0.340203742342327
Camk1d,1.57514184829913e-05,0.838391121878922,0.509,0.244,0.343506934277075
Cecr2,1.65949096556272e-05,1.70505164465752,0.189,0.05,0.361901789769919
Epb4.1l5,1.74454604011795e-05,1.5231422632845,0.226,0.071,0.380450600428922
Brinp3,2.21040125614687e-05,0.763241667678118,0.472,0.27,0.482044305940509
Sema4d,2.26037775946396e-05,-2.15391972425976,0.013,0.065,0.492943181783901
Apbb1,2.26820190752866e-05,-2.18420912130774,0,0.04,0.49464947199385
Slc44a1,2.34449932073512e-05,-2.02369492577583,0.075,0.148,0.511288411865916
Bin1,2.65545006558915e-05,-1.96303786764523,0.038,0.123,0.579100550303681
Tmem241,2.66733958025224e-05,1.11003770840113,0.321,0.115,0.581693415661409
Nfia,2.90906642829287e-05,1.362194238868,0.34,0.1,0.634409206682109
Arhgef10,2.93050498665372e-05,-1.97309522098045,0.044,0.117,0.639084527489443
Stt3b,3.60581653474448e-05,1.41943234460642,0.208,0.067,0.786356469897075
Trak1,3.62631356068625e-05,1.50378488537381,0.22,0.063,0.790826461314456
Slc4a4,3.68556314536708e-05,1.19615699801459,0.327,0.112,0.803747610741652
Pdlim5,3.75045155753433e-05,0.917546979614327,0.415,0.18,0.817898475667087
Sh3rf1,3.79850471245589e-05,1.0286787866254,0.384,0.151,0.828377907692381
Trim9,4.19309515122452e-05,1.68129784367188,0.189,0.051,0.914430190579043
Ankrd44,4.57234455019403e-05,-1.03907826602183,0.233,0.313,0.997136899506315
Aff1,4.78346908710149e-05,1.46856091365091,0.239,0.084,1
Zbtb40,4.80304828619498e-05,1.40757778607864,0.214,0.062,1
Helz,4.80388207602338e-05,1.51064492894477,0.22,0.07,1
St18,5.01224257026889e-05,-1.2112504340691,0.189,0.305,1
Ephb1,5.18081884672829e-05,-1.26738190911519,0.189,0.266,1
Erbb2ip,5.34549771840375e-05,-2.18209033716709,0.006,0.055,1
Kif13b,5.46521243695501e-05,-1.95138452313637,0.025,0.088,1
D630011A20Rik,5.64480900931329e-05,2.46810333645298,0.094,0.019,1
Slc22a23,5.64838726135756e-05,-1.70857270931865,0.063,0.131,1
Hivep1,5.65683202791808e-05,1.34351732434586,0.245,0.082,1
Hoxc5,5.85405678619288e-05,2.90806603660334,0.063,0.009,1
Arhgef4,6.66846612138174e-05,1.4855803256107,0.245,0.071,1
Pid1,7.85113906385471e-05,0.806572935313389,0.371,0.201,1
1700066M21Rik,7.9105721983164e-05,-1.94765061151113,0,0.033,1
Ikzf3,8.00199856609851e-05,1.71317844859068,0.151,0.043,1
Grb14,8.29952966417772e-05,-1.4840726483084,0.082,0.159,1
Ubr5,8.49835561060893e-05,1.74823413935141,0.164,0.046,1
Wdr17,8.59536199017507e-05,0.77674030536281,0.478,0.212,1
Hibadh,8.61072148289168e-05,1.68600904766698,0.189,0.049,1
Gabrb2,9.07859362009775e-05,-1.06422541576122,0.252,0.28,1
Snx30,9.36265145132592e-05,-1.73639648464325,0.038,0.118,1
Prkar2a,0.000101483962300586,2.01887198749909,0.126,0.027,1
Fut9,0.000104113290277373,0.988072191960113,0.346,0.128,1
Ralgps2,0.000105276181985627,1.11552265172461,0.296,0.1,1
Epas1,0.000108840198685145,1.55587117664738,0.182,0.052,1
Gpm6a,0.000115039113053887,1.19031754689218,0.27,0.074,1
Mapk10,0.000115576966206,0.945293478989017,0.384,0.168,1
Frmpd1,0.000116405525655411,1.49600262643598,0.195,0.057,1
Mapk4,0.000117220383417247,1.56228534945466,0.195,0.058,1
Ppp4r1,0.000118482862555384,-1.74313018018499,0,0.029,1
Osbpl1a,0.000122597492776318,-1.22408346794369,0.164,0.184,1
Atp8a1,0.000126639934942385,-1.066859268041,0.17,0.217,1
Atl2,0.000127706172714198,1.95154109738964,0.113,0.027,1
Sfxn5,0.000130256450353897,1.36874937193904,0.233,0.069,1
Synj2,0.000139467963363443,-1.87318551417701,0.019,0.07,1
Evi5l,0.000140734486394565,-1.58279610142084,0.069,0.13,1
Unc5b,0.000143280377719963,-1.82923383267068,0.031,0.081,1
Zfpm2,0.00014971915007745,0.577249355399095,0.66,0.402,1
Serinc5,0.000152978588165658,-1.82650686111397,0.038,0.113,1
Cdh2,0.00015437248547316,0.820201259572806,0.396,0.176,1
Fancd2,0.000164546813165917,1.12638151933703,0.214,0.09,1
Frmd5,0.000164913154973036,-1.67559372810473,0.094,0.167,1
Rgl1,0.000167616060706954,1.01377011803202,0.327,0.133,1
Agl,0.000177245025865047,1.40517826200943,0.214,0.06,1
Slc6a11,0.000178928099839131,1.59424883046294,0.17,0.044,1
Vps54,0.000182567056881214,1.66390428790518,0.17,0.053,1
Ppfibp2,0.000184843792041634,-1.18353460589657,0.132,0.195,1
Gria1,0.000188718538717161,0.81601357047552,0.365,0.161,1
Mid1,0.000188958871837616,0.975828725624554,0.321,0.134,1
Rmdn1,0.000192561761986157,1.41362429544502,0.164,0.059,1
Sash1,0.000193004692864651,1.47142579935429,0.189,0.05,1
C2cd4b,0.000194985045271674,-0.694890335437866,0,0.016,1
Kcna5,0.000203658798996824,-1.28477191671939,0.119,0.194,1
Ccdc152,0.000209856026819014,2.0701221025232,0.107,0.018,1
M5C1000I18Rik,0.000210216291378614,-0.62938965009903,0,0.016,1
Nrcam,0.000212810186605783,1.08797913296742,0.314,0.123,1
Dhx57,0.000213033950006961,1.10750327003951,0.258,0.079,1
Fars2,0.000219100886675071,0.600813606179662,0.553,0.327,1
Tspan7,0.000222645216587138,2.1847862040014,0.107,0.028,1
Gm884,0.000225512417929313,1.73822494608885,0.138,0.034,1
Trhde,0.000225928199670401,0.447983670962807,0.667,0.425,1
Mob1b,0.0002327628501983,1.721568887715,0.126,0.034,1
Phldb1,0.00023640177767251,-2.27561264635477,0.006,0.046,1
Ppp2r2b,0.000249826187819178,0.673326534799121,0.484,0.266,1
Elovl7,0.000250919763060969,-1.66404417230919,0.063,0.111,1
Usp53,0.000255346985744207,1.70525140684179,0.17,0.043,1
Phkb,0.000260424450688514,0.995272436012116,0.308,0.127,1
Chtf18,0.000267863022871062,-1.9078473105849,0.006,0.045,1
Ank,0.000275389867565667,-1.57699609609444,0.044,0.085,1
Cyld,0.000276672936024012,-1.76840630546196,0.025,0.066,1
Gas7,0.000276784593807565,-1.35964133237691,0.069,0.13,1
Frk,0.000288868244358947,-1.45618146999709,0.075,0.141,1
Pde7b,0.000289509045383977,0.914257703781332,0.377,0.159,1
RP24-426M1.3,0.000292288634987478,1.22339905761467,0.208,0.068,1
Kctd1,0.000293215228130631,0.671419849181403,0.44,0.203,1
Rap1gap,0.000301903464723137,-1.88144037372348,0.019,0.057,1
Tnnt1,0.000303639880376304,-1.35845287452465,0,0.024,1
Mdc1,0.000304602148532597,-1.98082919851443,0,0.032,1
Tom1l1,0.000307959410182887,1.80688741556815,0.119,0.034,1
Ift81,0.000310656509278944,1.54916289609032,0.164,0.047,1
Iqch,0.000313759375409955,1.07559982645223,0.27,0.111,1
Bnip3l,0.000315980606196047,-1.42469326842616,0,0.024,1
Hdac8,0.000317408011848102,1.45807664964761,0.182,0.047,1
Klf12,0.000334723422316251,0.706975758097912,0.453,0.228,1
Prickle2,0.000363075331058953,-0.996931666693203,0.132,0.186,1
Ippk,0.000376256000684759,-1.58648960130192,0.038,0.087,1
Abl2,0.000376982711769696,1.61639501969725,0.157,0.04,1
Vwa8,0.000382009708241288,0.67852085086484,0.465,0.25,1
Lypla1,0.000383119428129888,1.67866564568645,0.138,0.037,1
Lrrc8c,0.000388520368971537,-1.31115775878424,0.057,0.125,1
Inpp5d,0.000390214457862743,1.41769868412212,0.189,0.057,1
Cdca3,0.000390693204117578,-2.00687245320119,0.019,0.064,1
Aqp4,0.000392441958371659,2.3752650950499,0.082,0.014,1
Ttll7,0.0003933594354346,-1.10255177255102,0.113,0.175,1
Necab1,0.000400695499020813,-0.985085226219811,0.164,0.223,1
Sncaip,0.000402876545111202,-1.2958088875805,0.088,0.136,1
Acbd6,0.000406543778025067,1.10282918512193,0.245,0.1,1
Dip2a,0.000407236420372839,-1.36051916379974,0.038,0.103,1
Cnnm2,0.000410595524448396,1.26742870037341,0.233,0.074,1
Asap1,0.000423508612309244,0.815192305378516,0.428,0.188,1
Hist1h1c,0.000428820743751901,-0.840303316210807,0,0.017,1
Fam212b,0.000432824879460907,-1.51818476541548,0.006,0.032,1
Zfp523,0.000441278062705552,-1.59675937737229,0.019,0.053,1
Skap1,0.000447886244365117,0.796832112507472,0.34,0.148,1
Bcr,0.000451226329042014,1.05646721712118,0.258,0.106,1
Csgalnact1,0.000456655638026181,0.800808338738467,0.415,0.209,1
Trim37,0.000461437318838038,1.22492574138194,0.226,0.078,1
Spon1,0.000464128470646779,0.925716340439037,0.296,0.128,1
Ubl3,0.000465110558975148,-1.83457411901562,0.006,0.045,1
Xpr1,0.000473532256719684,1.10183733638164,0.239,0.084,1
Etv1,0.000475147738055131,0.900441884914084,0.321,0.142,1
Inf2,0.000475243987124265,-1.40869537504742,0.019,0.051,1
Klhdc1,0.000475486813015975,1.42041679027844,0.157,0.045,1
Eps8,0.000476900887672083,1.14916773826572,0.289,0.106,1
4930544G11Rik,0.000478351439519957,2.6847164427668,0.075,0.011,1
Bcl7a,0.000491703152403445,-1.29555401655729,0,0.023,1
Tfcp2l1,0.000500051378615183,1.67800336873392,0.126,0.034,1
Sec14l5,0.000513897143105898,-1.78928323597295,0.006,0.049,1
Klhl2,0.000514842678397158,-1.48836355991046,0.063,0.119,1
Spred2,0.000529270411676459,1.55816758446568,0.176,0.049,1
Per3,0.000532002666156578,1.62662794775815,0.132,0.038,1
Fstl4,0.000536932936592803,0.606152966395922,0.465,0.242,1
Raver2,0.00053827847724638,1.2940537301456,0.214,0.065,1
Npy2r,0.000544722112433087,-1.98795349317394,0,0.031,1
Atp13a4,0.000549015774992639,1.59579389451878,0.17,0.045,1
Vps13d,0.000550057125003557,0.926111456647593,0.34,0.14,1
Map2,0.000560395989126396,0.890938028793774,0.365,0.177,1
Bcl2,0.000561097650349781,1.16989907437859,0.258,0.108,1
Ophn1,0.000580766203434611,-1.62730011068156,0.05,0.12,1
Tnr,0.000586320286087657,-0.857924971163076,0.264,0.291,1
Map7,0.000590850197562781,-1.28180500195004,0.088,0.142,1
Pkp4,0.000604563527256134,-0.881858005512621,0.132,0.231,1
Set,0.000605537381758982,-1.99627102659196,0,0.031,1
Spock1,0.000621998721307502,0.688128291002806,0.428,0.244,1
Nr3c2,0.000626193241159974,0.659277649288041,0.491,0.266,1
Cggbp1,0.000637681922664362,-1.77820774052901,0.006,0.04,1
Rcan2,0.00064109326389416,-1.07636399489146,0.17,0.243,1
Ttll5,0.000655015571697009,-0.91229598902118,0.094,0.161,1
1700088E04Rik,0.000656136838941423,-1.31650445638603,0.013,0.038,1
Cers6,0.000658748015493983,-0.920612403840934,0.27,0.318,1
Enpp2,0.000669664093307778,-1.57911772338525,0.038,0.099,1
Myrf,0.000670724206468963,-1.59544791938442,0.013,0.049,1
Slc39a11,0.000681168777302376,-1.03545434117148,0.189,0.225,1
Brinp2,0.000691175617351475,0.902689225592372,0.252,0.109,1
Ssbp2,0.000694603814488275,0.73916231976486,0.447,0.225,1
Dclk1,0.000697704819294907,0.7013161470128,0.415,0.232,1
Uqcc1,0.000702611664302045,1.28551329378716,0.17,0.051,1
Oat,0.000708058325582272,1.96843034702311,0.119,0.028,1
Pcmtd2,0.000725072050142722,-1.39170232494763,0.006,0.031,1
Zfp365,0.000726067163051847,-1.68704425686888,0.013,0.05,1
Adk,0.00072679990830386,0.810312933402843,0.365,0.161,1
Ptprz1,0.000734856113344338,1.28418431561909,0.195,0.063,1
Rgs14,0.000747506255624352,-1.11959960934631,0,0.019,1
Prox1,0.000756147792595452,-1.55337612833642,0.006,0.031,1
Fbxo10,0.000770818421617158,1.4418204719027,0.17,0.056,1
Alcam,0.000774567605068446,0.691421459084264,0.447,0.229,1
Mtfmt,0.000775167517851895,-1.30686522029344,0,0.023,1
Rpusd1,0.000776602202338644,-1.81692487234281,0.006,0.041,1
Pcmt1,0.000776930119720809,-1.63546770098816,0.019,0.051,1
Lrrc8b,0.000785389454110022,-1.90302905945746,0.013,0.07,1
Cep83,0.000785606660370276,1.0426897085001,0.252,0.082,1
Strap,0.000790137727262024,1.62152489128645,0.119,0.037,1
Stk10,0.00079165528887891,1.16162385320091,0.214,0.078,1
Fut8,0.000859230700813192,1.23537380024153,0.239,0.089,1
Pak1,0.000866433689500766,-2.15139710661377,0.006,0.04,1
Mael,0.000881516499363197,2.05311781031195,0.082,0.021,1
Olfr352,0.000898699999083984,4.21606493159808,0.019,0.001,1
Emilin1,0.000916700707518118,-1.58546378734072,0,0.027,1
BC005537,0.000918256099434021,-1.23952101394952,0.006,0.027,1
Fndc3b,0.000939874950211899,0.782570215262574,0.403,0.201,1
Gm10961,0.000945780169245502,3.17298170315797,0.038,0.005,1
Abcd2,0.000950293192524474,1.69697325829963,0.107,0.029,1
Mpp6,0.000960108145719324,1.38956358345055,0.189,0.053,1
Kifc3,0.000971762564744608,1.62407400483731,0.138,0.043,1
Ogfod2,0.000980222224081795,-1.35179348756643,0,0.023,1
Foxa3,0.000990027428595211,-0.706270772769082,0,0.018,1
Tm2d1,0.000992853735705604,1.94690045064761,0.101,0.025,1
Trim59,0.00100709977544423,-1.53944208123889,0,0.022,1
Acsbg1,0.00100897473989817,1.85748736334886,0.113,0.032,1
Crlf2,0.00102576976504162,-1.81302347456424,0,0.027,1
Shc3,0.001030911884475,1.39176708741807,0.176,0.053,1
Pik3c2b,0.00103344039287767,-1.66575869315912,0.019,0.061,1
Cr1l,0.00104433831358547,1.30725711494975,0.151,0.056,1
Rfx3,0.00104843598127292,0.940777272444925,0.321,0.147,1
Adra1b,0.00104870838538456,1.00059063091154,0.258,0.107,1
Elovl5,0.0010503866307797,1.87099739418159,0.107,0.036,1
Srgap1,0.00107914168971523,0.872340063827437,0.333,0.167,1
Hrh4,0.00109962202909504,2.22363771265744,0.075,0.018,1
Gm595,0.00111850034030401,2.19094193202645,0.063,0.01,1
Agbl5,0.00112355601076439,-1.54448688014219,0,0.023,1
Mras,0.00112722446524249,1.71782877964361,0.126,0.032,1
Gins4,0.001140157235951,-2.01029510265469,0.013,0.05,1
Cdip1,0.00115109439910009,-0.965892327576519,0,0.018,1
Ptpn4,0.00116178957835098,1.18891288462312,0.226,0.076,1
Ccdc57,0.0011804517704462,0.993927855632341,0.252,0.107,1
Zfp541,0.00118701950443445,1.9699753723501,0.082,0.02,1
Pnpla8,0.00126257565351079,1.21030690340402,0.195,0.079,1
Alms1,0.00126648592386789,1.42731912608652,0.132,0.046,1
Scmh1,0.0012714622459577,1.28676578530178,0.182,0.065,1
Gap43,0.00127455474444355,1.25033746073406,0.176,0.057,1
Kbtbd7,0.00128190345283379,2.500991858064,0.063,0.009,1
Aak1,0.00129976152779024,1.38337934854869,0.164,0.063,1
Acy1,0.0013144863648635,-1.95567202978076,0,0.028,1
Snx25,0.00131768725859499,1.07888482579346,0.226,0.095,1
Ppfia2,0.00131840866086932,0.380403412116332,0.673,0.485,1
Ap1g2,0.00132837472090883,-0.858123340939657,0,0.017,1
Folh1,0.00133599096142255,1.07445870503642,0.214,0.082,1
St6gal1,0.00135148203371893,-1.27210719156049,0.044,0.098,1
Shroom4,0.00138255719900031,1.24757900798633,0.252,0.089,1
Strip1,0.00139816317135545,2.35959027527375,0.069,0.013,1
Lamtor2,0.00140592914356798,-1.70498083066333,0,0.028,1
Adcy6,0.00140666880279044,-0.589053979939799,0,0.015,1
Mme,0.00141069121890809,-1.10027320943748,0.119,0.194,1
Usp31,0.00142643856316648,-1.47655292722321,0.044,0.101,1
Aff3,0.00143986711539518,0.60203603536628,0.472,0.261,1
Cdk5rap1,0.00143990561582268,1.65106153828382,0.113,0.027,1
Tsfm,0.00144135915345728,2.33561950985264,0.069,0.013,1
Tmtc1,0.00145259591799235,0.550449000414424,0.509,0.296,1
Kcnk2,0.00146790224622219,0.741223281212183,0.327,0.143,1
Glb1l,0.00147565079835502,2.86204939677494,0.05,0.008,1
Tatdn3,0.00147596271921726,1.61619887008101,0.113,0.039,1
Asap2,0.00149106886601926,1.03498119721879,0.245,0.109,1
Cops8,0.00150008883272394,-1.18504588752416,0.006,0.029,1
Keap1,0.00154722229016395,-0.780283482866069,0,0.017,1
Gm9992,0.00156015131695118,4.01656682915178,0.025,0.001,1
Kif13a,0.00156868808463756,-1.19599978241946,0.069,0.114,1
Coro1c,0.00157851125165263,-1.66390837355698,0.025,0.059,1
Depdc1a,0.0015813737416328,-1.52373930109917,0.063,0.103,1
Nol4,0.00161434305542536,0.586525119770068,0.478,0.261,1
Bmpr1b,0.00161592644655997,0.510598562629793,0.528,0.269,1
Grn,0.00161786116956374,-1.20711788224298,0,0.021,1
Acot7,0.00162303297465017,-1.41507538303119,0.025,0.067,1
Mapt,0.00163395082816058,-1.3423131453728,0.038,0.074,1
Slc12a8,0.00163672338087475,1.07697586676562,0.201,0.088,1
Gabre,0.00165151358166716,-1.38962136291335,0,0.023,1
Rfx4,0.00165552056825998,1.378383903122,0.138,0.049,1
Brip1,0.00165720152884513,1.04794378847665,0.226,0.101,1
Wnk1,0.0016795495516118,-1.34107628272297,0.013,0.048,1
Txndc16,0.00168309058430423,-1.17926416550142,0.063,0.125,1
Sipa1l1,0.00171516755540933,0.792363982597104,0.314,0.13,1
Zfp423,0.00173952496598136,0.90503086596006,0.327,0.158,1
Pink1,0.00174155241117736,-1.39392075333535,0.006,0.033,1
Kank1,0.0017427124625331,1.34302081265401,0.201,0.056,1
Pigyl,0.00174617039200166,-1.79886732387547,0.006,0.041,1
Phka1,0.00175071131769764,1.39972487493676,0.126,0.037,1
Fam132b,0.00175334057951538,-0.64209750921686,0,0.013,1
Prkd1,0.00180771133410053,0.694934850337138,0.453,0.25,1
Ecsit,0.00181660836361757,-1.59462866067765,0.006,0.032,1
Rab11a,0.00182513465252055,-0.818097967089158,0,0.017,1
Kcnh2,0.00184927214558156,-1.56458467301453,0.013,0.041,1
Stk4,0.00185680443100228,1.08527188437281,0.189,0.08,1
Camkk2,0.00185846055637431,-1.40710302129546,0.025,0.06,1
Cish,0.00186787051002173,-1.14852267863925,0.006,0.03,1
Racgap1,0.0018684981370632,-1.19432404057869,0.013,0.037,1
Spag17,0.00190756474765019,-0.926880110124877,0.245,0.286,1
Zmynd8,0.0019084957132804,-1.22648303976188,0.05,0.086,1
Trdn,0.00191043742880777,-0.79092610910732,0.245,0.318,1
Acyp2,0.00191121473569451,1.0977153859518,0.22,0.09,1
Herc4,0.00192894015752536,-1.30122142702492,0.038,0.074,1
Rab43,0.00192908006882116,1.66213080513901,0.119,0.027,1
Htr5a,0.00193181455798179,-1.80637208181405,0,0.028,1
Usp13,0.00194729864922823,-1.12121659210392,0.151,0.212,1
Clec2d,0.00196597020260806,-1.604780755834,0,0.023,1
Gsn,0.00197506294510413,-1.6846312632523,0.013,0.041,1
Rrn3,0.00198228026857435,-1.63100230804329,0.006,0.034,1
Kera,0.00198524959897781,-0.93066969404663,0,0.018,1
Fgd6,0.00199830375499072,1.01582602771957,0.189,0.079,1
Tmem69,0.0020087493164614,-0.715242770095742,0,0.016,1
Dao,0.00201430374279186,-1.20168636451137,0,0.021,1
Esco1,0.00204467925430817,1.47266004489613,0.119,0.037,1
Nprl3,0.00205958889499726,1.14431743032912,0.17,0.063,1
Sidt1,0.0020658939673818,1.05688660570911,0.208,0.076,1
Slc26a10,0.00207528714605775,-0.130851018198266,0,0.012,1
Nrd1,0.00210768381690755,-1.71267704272559,0.013,0.05,1
Nup210l,0.0021157125714372,1.1016865487464,0.157,0.053,1
Msh2,0.00213166744558891,1.1414890292286,0.182,0.067,1
Bcar3,0.00214389981543453,1.35591057245551,0.176,0.065,1
Tsku,0.00215211805480909,-1.38588814622361,0,0.022,1
Desi2,0.0022249459184269,1.26895910824004,0.17,0.054,1
Zak,0.00224255067947188,0.736909872543528,0.302,0.141,1
Fahd2a,0.00224516372287723,2.2647130192105,0.063,0.011,1
Rbms2,0.00225877061743532,1.63365990392554,0.113,0.031,1
Col12a1,0.00226099378051265,-1.28489083465219,0.126,0.168,1
Fads1,0.00226747983034124,-1.17737358199765,0,0.019,1
Hecw2,0.00226792963528568,-0.7223086455216,0.358,0.408,1
Scgb1b20,0.00227478472795115,4.29463339830715,0.013,0,1
Eps8l3,0.00229067579834393,-0.960124726131938,0,0.018,1
Sval3,0.00229713603605461,3.13236292756664,0.031,0.004,1
Kndc1,0.0023149010062795,-1.63028257226465,0.013,0.046,1
Gpc2,0.00232262351778688,-1.55720463907573,0.006,0.033,1
Ankrd39,0.00232889830756148,-1.50807180369178,0,0.023,1
Ube2ql1,0.00234040298869969,-1.60592277618905,0.031,0.074,1
Gpd2,0.00234551491238522,1.04047434881384,0.264,0.101,1
Bmp7,0.00236880784430341,-1.67736705966572,0.025,0.057,1
AI118078,0.00236976071724557,-1.05161641462397,0.107,0.147,1
Lpcat1,0.00244101492056645,-1.15849504170904,0.044,0.098,1
Txk,0.0024555262386617,-1.38636779554599,0.031,0.076,1
Agrn,0.00245607748891625,1.32423395368165,0.113,0.043,1
Syt11,0.00247424665187102,-0.637349425092626,0,0.015,1
Msc,0.00249007187369676,-1.38328228366195,0,0.023,1
Farp1,0.00249969841087453,0.984840598035873,0.233,0.092,1
Gab1,0.0025099718036356,-1.56309093476715,0.031,0.075,1
Rab30,0.0025223870016443,1.17449796574632,0.189,0.077,1
Ccdc9,0.00254199684911629,-0.946996683544013,0.044,0.082,1
B3galt5,0.00254864405239082,-1.26078262998131,0.031,0.067,1
Med15,0.00256248068328879,-1.44124281459687,0.025,0.057,1
Tll1,0.00257986537503585,0.645061742385054,0.39,0.211,1
Dcp1b,0.00258203607297506,-1.31212874879353,0.031,0.057,1
Rbfox2,0.00260400074160459,1.02881182427577,0.283,0.124,1
Sim1,0.00260468756309609,-1.30711705654561,0.082,0.113,1
Gramd1b,0.00261785676619345,0.792781407098741,0.346,0.167,1
Sez6l2,0.00262637639583119,-1.43046324852992,0,0.022,1
Caskin2,0.00263361606430413,-2.127714777138,0,0.032,1
Lpar1,0.00264589703729478,-1.06101534938795,0.088,0.102,1
Zeb1,0.00264967474662863,1.3110076877519,0.145,0.05,1
Ypel3,0.00265583942716891,-0.656538524257044,0,0.014,1
Tmcc1,0.00267052248796271,-1.63403262894916,0.031,0.064,1
Spata7,0.00267140187673087,1.19036518452873,0.138,0.049,1
Cask,0.00270279936409543,0.94925971954008,0.27,0.123,1
Tmem208,0.00271857729916102,-0.772214313689412,0,0.016,1
Cyct,0.00272736331812609,-1.29344831043621,0,0.023,1
Mief1,0.00273774560705104,-1.35973634650404,0,0.024,1
Myh8,0.00276544197876855,1.95780821914736,0.082,0.02,1
Fyb,0.00278356560229044,0.730436178656481,0.258,0.115,1
Hus1b,0.00278887460003712,4.2447023714073,0.019,0.002,1
Peli2,0.00279763293004553,1.3089705489983,0.17,0.059,1
Lysmd4,0.00280408311705379,-1.28992138918774,0,0.021,1
Cep19,0.00280416698730007,-1.04015231473601,0,0.016,1
Slc25a26,0.00281094560804854,0.984333084129544,0.258,0.097,1
Spg20,0.00281915937288046,-1.95437558485952,0.013,0.046,1
Nubpl,0.00283183675156234,0.755302469467247,0.314,0.131,1
Arhgef33,0.00284676780147931,1.00557294202267,0.176,0.074,1
Zfp810,0.00288837324057898,-1.36384374357834,0,0.022,1
Zfp618,0.002889538306873,0.93731112386524,0.296,0.134,1
Dlg1,0.00291521710256429,-1.2235598449978,0.05,0.094,1
Sepn1,0.00294905215248173,-1.65961437921358,0,0.024,1
