gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Rorb,0,3.93586504473033,0.932,0.14,0
Slc39a12,0,4.20077649734638,0.921,0.144,0
Fgfr3,0,3.95528170088931,0.941,0.169,0
Acsl6,0,4.05645303839043,0.944,0.173,0
Btbd17,0,3.87320269786005,0.951,0.186,0
Phkg1,0,3.91888477445694,0.901,0.139,0
Ntm,0,3.9098620889467,0.978,0.217,0
Aqp4,0,4.14011133921174,0.987,0.226,0
Gabrb1,0,3.93606913821364,0.878,0.119,0
S1pr1,0,3.78501027365014,0.972,0.22,0
Cldn10,0,4.16094694341166,0.986,0.235,0
Gjb6,0,3.53036745086836,0.93,0.195,0
Cxcl14,0,4.01655547722705,0.889,0.155,0
Slc7a10,0,4.06289289958164,0.986,0.263,0
Ntsr2,0,4.11813654902981,0.99,0.278,0
Slc6a11,0,4.21373454836516,0.97,0.261,0
Sox9,0,3.31885663666844,0.886,0.178,0
Ramp1,0,3.57581929851169,0.908,0.203,0
Acsbg1,0,3.02049616232714,0.911,0.221,0
Timp4,0,2.57757970230443,0.924,0.237,0
Id2,0,3.60950513658035,0.964,0.278,0
Lfng,0,3.82437229557587,0.818,0.134,0
Gpm6a,0,3.31396134161911,0.935,0.252,0
Chchd10,0,3.47257059935294,0.913,0.232,0
Eva1a,0,3.83039129876438,0.785,0.111,0
Mlc1,0,3.89596412416034,0.802,0.128,0
Pla2g7,0,3.73540600614755,0.973,0.301,0
Grk3,0,3.17712327803699,0.849,0.178,0
Slc25a18,0,3.99514963810511,0.8,0.133,0
App,0,-4.30760458052462,0.266,0.933,0
Nrxn1,0,3.41698235708677,0.979,0.312,0
Arpc1b,0,-4.08814954661607,0.097,0.763,0
Nrcam,0,3.02690203935923,0.893,0.228,0
Gm3764,0,3.92598028980142,0.986,0.322,0
Pou3f2,0,3.66936948355773,0.766,0.106,0
Nkain4,0,3.30763011951236,0.902,0.245,0
Kcnk1,0,3.56431104869477,0.875,0.218,0
Mt2,0,3.73942552678798,0.976,0.323,0
Trim9,0,3.35124609051337,0.831,0.18,0
Tlcd1,0,3.07375145368745,0.905,0.256,0
Gpc5,0,4.11649762292636,0.737,0.089,0
Slc38a2,0,-3.79672332660812,0.134,0.78,0
Arhgef26,0,3.69237290425238,0.775,0.132,0
Ednrb,0,2.89521660099437,0.92,0.277,0
Tmsb10,0,-5.14875303227673,0.049,0.687,0
Sox10,0,-5.21798543561701,0.039,0.677,0
Dbx2,0,3.84649588681733,0.737,0.099,0
Tril,0,3.21223836608605,0.96,0.329,0
Sdc4,0,2.7334177949009,0.953,0.323,0
Entpd2,0,3.74800235292119,0.754,0.125,0
Anks1b,0,-5.47460730373409,0.048,0.674,0
Chst1,0,3.94454575503582,0.716,0.091,0
Lpar1,0,-5.26563453922868,0.044,0.668,0
Slc12a2,0,-4.35174893062022,0.122,0.745,0
Cald1,0,-6.20131112924185,0.039,0.661,0
F3,0,3.17730939173215,0.979,0.362,0
Kcnn2,0,3.5714495821136,0.742,0.128,0
Dclk1,0,3.54422377374996,0.915,0.303,0
Lgi1,0,3.72384344405288,0.753,0.142,0
Map1b,0,-5.19077196886377,0.042,0.648,0
Marcksl1,0,-3.5061607309616,0.119,0.724,0
Vcam1,0,2.2442096791709,0.783,0.18,0
Edil3,0,-5.54764549752034,0.031,0.634,0
Paqr7,0,3.29314904099815,0.851,0.251,0
Fjx1,0,3.32944377122672,0.851,0.257,0
Gal3st1,0,-5.0932816875307,0.034,0.628,0
Slc44a1,0,-3.9227178096541,0.146,0.739,0
Ncald,0,-3.84293406951579,0.054,0.647,0
Apod,0,-5.82771313475157,0.187,0.779,0
Bcan,0,3.22590113874598,0.994,0.403,0
Enpp2,0,-4.18789099008557,0.162,0.751,0
Nudt4,0,-3.59082720358245,0.118,0.706,0
Gja1,0,2.83762737122194,0.991,0.405,0
Mt3,0,3.8364170304287,0.991,0.405,0
Camk2g,0,3.16819536647042,0.891,0.306,0
Sh3bgrl3,0,-2.96424844747214,0.145,0.728,0
Gsn,0,-5.25439588621962,0.196,0.777,0
Slc4a4,0,2.56661190597331,0.991,0.41,0
Slco1c1,0,2.22245820235615,0.729,0.149,0
Atp13a4,0,4.14333722566542,0.646,0.072,0
Atp9a,0,-3.96957354305984,0.049,0.621,0
Lcat,0,3.3571461737263,0.751,0.18,0
Clu,0,4.01705491071425,0.995,0.425,0
Mapk3,0,-2.68572872185433,0.163,0.731,0
Hs3st1,0,-4.78820054597467,0.024,0.591,0
Ppp1r14a,0,-5.43306601374675,0.092,0.658,0
Fscn1,0,-4.60950458673074,0.037,0.601,0
Atp1a1,0,-3.03304671424432,0.114,0.677,0
Gnb4,0,-2.92826567999427,0.112,0.673,0
Tmem47,0,2.66247184980102,0.883,0.322,0
Ptprz1,0,2.00154661947379,0.986,0.425,0
Mcam,0,-5.48019380234244,0.02,0.58,0
Arpc5,0,-2.14515882514665,0.224,0.783,0
Grb14,0,-5.25804626637189,0.099,0.655,0
Nwd1,0,3.49814861628856,0.668,0.114,0
Adgrb3,0,3.46446664041055,0.691,0.137,0
Rfx4,0,3.93912332580679,0.63,0.078,0
Elovl7,0,-5.16856096789177,0.033,0.585,0
Slc6a6,0,-4.6911647701151,0.032,0.583,0
Gas7,0,-3.8202141882246,0.059,0.609,0
Slc38a3,0,3.16534667948522,0.696,0.146,0
Agpat4,0,-4.50646967838533,0.078,0.627,0
Acsl1,0,-4.86788933554791,0.022,0.568,0
Srcin1,0,-5.10044850005934,0.029,0.575,0
Gjc3,0,-4.26655862145377,0.095,0.64,0
Sfxn5,0,2.58582851468945,0.87,0.325,0
Pllp,0,-5.58107807725326,0.066,0.611,0
Gltp,0,-3.87513200965221,0.117,0.661,0
Baalc,0,3.72144509372711,0.657,0.113,0
Gpld1,0,3.30921352747236,0.722,0.18,0
Serinc5,0,-3.44301054103152,0.058,0.599,0
Fut9,0,2.65581344667418,0.774,0.234,0
Id4,0,3.22239639438578,0.659,0.119,0
Dock10,0,-3.40191838610944,0.117,0.653,0
Itga6,0,2.51291231171353,0.733,0.197,0
Agt,0,3.36396437123289,0.857,0.322,0
Tmeff2,0,-5.0422800052265,0.074,0.607,0
Phldb1,0,-3.74423731695765,0.086,0.618,0
Gnai1,0,-4.79082481104691,0.034,0.566,0
Cbs,0,3.76762662730295,0.619,0.089,0
Ank3,0,-5.7172473788261,0.038,0.568,0
Plcl1,0,-3.06202063587681,0.091,0.62,0
Eid1,0,-2.33411020895799,0.279,0.808,0
Slc1a2,0,3.81332666277027,0.998,0.471,0
Fam181b,0,2.13091402952525,0.803,0.276,0
Litaf,0,-3.54692465382328,0.075,0.601,0
Pdgfa,0,-3.8198857962273,0.052,0.578,0
Hsd11b1,0,3.8739176014458,0.624,0.1,0
Akr1a1,0,-1.82799978134088,0.319,0.843,0
Gabrg1,0,4.01155860655877,0.604,0.08,0
Slco3a1,0,-4.87530988669459,0.03,0.553,0
Gamt,0,-3.913861402102,0.149,0.672,0
Prr5l,0,-5.64912307139503,0.015,0.537,0
Vegfa,0,2.91820513215131,0.842,0.32,0
Gatm,0,-3.54987392042514,0.326,0.846,0
AI464131,0,3.71505492095631,0.651,0.131,0
Slc27a1,0,2.14081896581264,0.906,0.386,0
Grin2c,0,4.07925331842615,0.593,0.073,0
Dlgap1,0,2.1928474406115,0.803,0.283,0
Frmd8,0,-3.85471739694988,0.053,0.573,0
Nim1k,0,3.45912516786307,0.645,0.126,0
Sv2a,0,-4.63035972515979,0.045,0.564,0
Tmeff1,0,-4.62267856225275,0.044,0.562,0
Cd82,0,-4.30073708587659,0.027,0.543,0
Sh3gl3,0,-5.04853000204391,0.031,0.547,0
Dpy19l1,0,-3.25492782207584,0.089,0.605,0
Zfp536,0,-5.08696398941294,0.02,0.535,0
Chn2,0,-5.39174060710599,0.024,0.538,0
Ado,0,-3.15835396813257,0.103,0.617,0
Sh3bp5,0,-4.14242360368079,0.022,0.536,0
Tspan17,0,-4.16273745768876,0.028,0.542,0
Prodh,0,3.61168796196343,0.608,0.095,0
Prex2,0,2.4198109230041,0.776,0.265,0
Phlda1,0,-3.79504142668718,0.078,0.589,0
Erbb3,0,-5.39154148755986,0.012,0.523,0
Pdlim2,0,-4.76165347244196,0.089,0.6,0
Tpst1,0,-3.38027091820057,0.044,0.554,0
Fa2h,0,-5.4947897906964,0.052,0.562,0
Sema6a,0,-2.62309127184492,0.172,0.681,0
Ppp1r16b,0,-4.89278070351941,0.034,0.543,0
Unc5b,0,-5.18643117199389,0.017,0.526,0
Lims2,0,-5.37921015640399,0.018,0.527,0
Tpd52,0,-3.22757612307065,0.068,0.577,0
Cdc42ep2,0,-4.35680582919819,0.047,0.553,0
Myrf,0,-5.71034694572201,0.013,0.519,0
Bcas1,0,-4.9352799874137,0.057,0.562,0
Il1rap,0,-4.01383462385128,0.044,0.549,0
Dennd5a,0,-2.22328091043495,0.234,0.738,0
Plekhg3,0,-3.99652912163855,0.032,0.536,0
Slitrk2,0,3.12456035296747,0.658,0.155,0
Frmd4b,0,-3.08303376136472,0.057,0.56,0
Aifm3,0,3.54120191031931,0.585,0.082,0
Dnm3,0,-3.63552381175309,0.069,0.572,0
Pitpnc1,0,1.64855184622884,0.864,0.362,0
Tubb4a,0,-5.43260270522927,0.136,0.637,0
Efnb3,0,-4.54271372577957,0.063,0.564,0
Kcna1,0,-6.24759558196503,0.017,0.517,0
Smad7,0,-3.07863465131176,0.158,0.657,0
Hist3h2ba,0,-4.09332204311278,0.025,0.523,0
Nebl,0,2.60211643717105,0.687,0.191,0
Cpm,0,-5.81034330453254,0.007,0.502,0
Atp1b3,0,-2.74248398076035,0.217,0.712,0
Gria2,0,2.3245734685413,0.946,0.451,0
Sox1,0,3.70214841164348,0.564,0.069,0
Tmem151a,0,-5.51176351363668,0.038,0.532,0
Dixdc1,0,-4.74915440780742,0.021,0.515,0
Klhl2,0,-3.77413978428308,0.078,0.572,0
Slc9a3r2,0,-4.18594848472433,0.052,0.545,0
Plcd4,0,3.19404071715786,0.619,0.126,0
Pacs2,0,-3.21759348576486,0.098,0.59,0
Josd2,0,-3.32774965870359,0.224,0.715,0
Cspg5,0,2.83325241387434,0.921,0.431,0
Npas3,0,3.11308643199502,0.728,0.238,0
Ntrk2,0,3.00208736316004,0.989,0.5,0
Ndrg1,0,-5.24881044475017,0.045,0.533,0
Ptp4a1,0,-2.98942280897399,0.157,0.645,0
Acot7,0,-3.63534109412107,0.063,0.55,0
Tmem163,0,-5.1531485000758,0.017,0.504,0
Lrrc8b,0,-3.7308613214372,0.027,0.514,0
Mir124-2hg,0,3.67890431477231,0.56,0.074,0
Tmem88b,0,-4.29120034815981,0.075,0.561,0
Slain1,0,-4.40381183913074,0.068,0.553,0
Tspan2,0,-5.45263766877111,0.149,0.634,0
Tppp,0,-4.82680176564074,0.037,0.52,0
Ugt8a,0,-5.28808851354389,0.114,0.597,0
Htra1,0,3.55944435816271,0.991,0.508,0
Ctnnd2,0,3.25437645991802,0.63,0.147,0
Tmem63a,0,-3.91664954801278,0.054,0.536,0
Map6d1,0,-4.42698065215811,0.023,0.505,0
Evi2a,0,-4.62295644492716,0.049,0.53,0
Epb41l3,0,-4.58354572061148,0.061,0.541,0
Dusp26,0,-4.92857144152287,0.022,0.501,0
Gm9925,0,3.39444281194852,0.579,0.1,0
Ttll7,0,-4.67919291901328,0.097,0.575,0
Klf13,0,-2.4755308717935,0.264,0.742,0
Lsamp,0,2.48743229404203,0.977,0.499,0
Bin1,0,-4.01986720041236,0.174,0.65,0
Aldh1l1,0,3.79583718702698,0.551,0.076,0
Soat1,0,2.84203924685535,0.723,0.248,0
Trpm3,0,3.51426610575232,0.581,0.106,0
Cit,0,3.38409686831673,0.582,0.108,0
Lgi3,0,-4.04520451462179,0.07,0.543,0
Gabbr2,0,3.92122673209103,0.544,0.072,0
Lxn,0,3.05581740693685,0.589,0.117,0
Slc6a1,0,3.28409940056138,0.971,0.499,0
Insc,0,-5.25301990338526,0.013,0.485,0
Fkbp1a,0,-2.79786126440229,0.403,0.874,0
Gm266,0,3.93193309507176,0.534,0.065,0
Gjb1,0,-5.78000867313349,0.016,0.485,0
Stmn1,0,-4.20942294423232,0.278,0.747,0
Ypel2,0,-4.41217642546688,0.033,0.501,0
Pfkm,0,2.97942871749566,0.623,0.155,0
Stmn4,0,-5.14515605337207,0.088,0.553,0
Gpr37l1,0,3.07850131601442,0.997,0.532,0
Serpine2,0,2.1496966626984,0.963,0.5,0
Rmst,0,4.06754259938771,0.513,0.051,0
Golga7,0,-2.27475000207964,0.299,0.761,0
Atl2,0,3.0955097586448,0.645,0.183,0
Igsf1,0,4.52880974639081,0.53,0.069,0
Arxes2,0,2.9536879242916,0.805,0.345,0
Adamts4,0,-5.08709558092075,0.018,0.478,0
Elavl3,0,-4.22411520293684,0.117,0.576,0
Tmem159,0,-5.18341854419847,0.01,0.468,0
Jam3,0,-2.3401631925495,0.327,0.783,0
Rap1a,0,-2.6178446545711,0.385,0.84,0
Gstm1,0,2.32310734901733,0.78,0.328,0
Enho,0,2.60424592224414,0.944,0.492,0
Camk2n1,0,2.62122576257964,0.848,0.396,0
Tst,0,2.77039126238319,0.862,0.414,0
Trf,0,-5.35326515201875,0.28,0.723,0
Tnik,0,2.58769995681147,0.866,0.425,0
Bnip3l,0,-2.03671831810737,0.387,0.827,0
Mag,0,-5.42804190639817,0.209,0.647,0
Mmd2,0,1.68216566507585,0.953,0.519,0
Pbxip1,0,2.21027781005516,0.77,0.337,0
Rnf7,0,-2.31919868640399,0.407,0.835,0
Tubb2a,0,1.99942920380447,0.884,0.456,0
Dstn,0,-1.74612561023626,0.43,0.852,0
Mfge8,0,1.62623179179211,0.894,0.473,0
Scg3,0,2.80484643589074,0.927,0.506,0
Calm2,0,-1.57566009922364,0.478,0.899,0
Slc1a3,0,2.61500906669391,0.98,0.561,0
Dtna,0,2.66999315707548,0.93,0.514,0
Rps6,0,-1.64045519478011,0.461,0.876,0
Arpc1a,0,-2.50415991652573,0.405,0.815,0
Cldn11,0,-5.46158400640812,0.3,0.707,0
Aldoc,0,3.0828065088079,0.997,0.595,0
Taldo1,0,-2.77368619660015,0.451,0.851,0
Rpl10,0,-1.69956108526559,0.506,0.904,0
Atp1b2,0,2.82089927222002,0.993,0.598,0
Nat8f1,0,2.76873352707544,0.732,0.354,0
Ndrg2,0,2.83629662946358,0.995,0.622,0
Cpe,0,2.47991477081432,0.985,0.613,0
Ywhaq,0,-2.86485658610647,0.524,0.895,0
Abhd3,0,2.52870548109727,0.858,0.493,0
Rps3a1,0,-1.82971674303293,0.565,0.928,0
Myl6,0,-2.05511493191414,0.591,0.95,0
Adgrg1,0,2.22176459174784,0.808,0.45,0
Rplp0,0,-1.96033047668634,0.587,0.945,0
Zeb2,0,-2.1489471509483,0.483,0.833,0
Mrfap1,0,-1.63589549811502,0.54,0.89,0
Ptch1,0,2.78685948449461,0.821,0.472,0
Sept4,0,-3.28261075019159,0.491,0.833,0
Eno1,0,2.33415131411525,0.918,0.582,0
Rps5,0,-1.74469828742834,0.589,0.924,0
Ldhb,0,2.17924312004877,0.96,0.625,0
Appl2,0,2.40904674989658,0.759,0.433,0
Sox2,0,1.86231796477383,0.869,0.549,0
Rps3,0,-1.89324967333064,0.611,0.93,0
Rps4x,0,-1.62027019285614,0.625,0.937,0
Rps12,0,-1.61960532836057,0.603,0.913,0
Hsp90aa1,0,-2.40573337208912,0.601,0.897,0
Hepacam,0,1.76491119156579,0.893,0.598,0
Sat1,0,1.75321831474349,0.905,0.611,0
Pcdh10,0,2.18492609739306,0.78,0.486,0
Rpl14,0,-1.46597827944168,0.626,0.919,0
Agpat5,0,2.48736522580791,0.908,0.619,0
Rpl7,0,-1.52984274834118,0.639,0.927,0
Rpl39,0,-1.57802885850789,0.652,0.94,0
Rps15,0,-1.44094471409317,0.643,0.929,0
Rps20,0,-1.59968497924615,0.646,0.93,0
Rpsa,0,-2.04279410374069,0.666,0.944,0
Hacd2,0,2.36010420906639,0.883,0.606,0
Ttyh1,0,1.61566982962165,0.991,0.716,0
Rtn4,0,-2.53163747230865,0.601,0.87,0
Ddhd1,0,2.04301884493728,0.84,0.572,0
Rpl17,0,-1.50959272081199,0.658,0.926,0
Glud1,0,2.19356562342735,0.869,0.602,0
Rps9,0,-1.63545352457921,0.671,0.937,0
Hmgb1,0,-1.39849535945968,0.666,0.928,0
Rhoa,0,-1.33290964824914,0.67,0.932,0
Rpl18a,0,-1.49525228030755,0.688,0.944,0
Rps27,0,-1.46463269440771,0.7,0.955,0
Grina,0,2.02588708551021,0.877,0.631,0
Acsl3,0,2.14235155447834,0.984,0.743,0
Sparcl1,0,2.0804305058264,0.998,0.76,0
Macf1,0,2.26151698309999,0.971,0.734,0
Rpl3,0,-1.46086797021029,0.696,0.932,0
Rps16,0,-1.5144805434219,0.728,0.962,0
Rpl35a,0,-1.45357962998611,0.719,0.951,0
Rps2,0,-1.51316111763806,0.717,0.947,0
Msi2,0,1.84695694302278,0.894,0.666,0
Prdx6,0,2.12348514224054,0.981,0.757,0
Rpl26,0,-1.35981759372341,0.729,0.949,0
Cryab,0,-3.31390345956257,0.646,0.864,0
Rpl30,0,-1.38136668219578,0.733,0.95,0
Rpl37a,0,-1.36475311531839,0.741,0.954,0
Rpl8,0,-1.28136650789812,0.74,0.951,0
Fau,0,-1.52500051605016,0.758,0.965,0
Rpl9,0,-1.37179167527355,0.751,0.957,0
Rps10,0,-1.33755768367641,0.741,0.945,0
Tuba1a,0,-2.64506307962924,0.753,0.956,0
Rps27a,0,-1.71791489252481,0.755,0.957,0
Atp1a2,0,1.57643065995147,0.999,0.799,0
Ftl1,0,-1.53582314292193,0.769,0.966,0
Rpl23,0,-1.53066420562447,0.756,0.953,0
Prnp,0,1.65407116954316,0.983,0.788,0
Mt1,0,3.30832382494633,1,0.807,0
Rpl28,0,-1.36393898456764,0.765,0.95,0
Rps14,0,-1.31166115853204,0.759,0.943,0
Rpl6,0,-1.34427191987254,0.767,0.949,0
Rpl19,0,-1.45114440002081,0.786,0.966,0
Rps8,0,-1.66439424277979,0.796,0.975,0
Ahcyl1,0,1.81344257635729,0.879,0.704,0
Rpl27a,0,-1.41220163584022,0.782,0.954,0
Rps21,0,-1.41005820921376,0.79,0.957,0
Rps24,0,-1.40608736104889,0.784,0.95,0
Plpp3,0,3.09167736181647,0.995,0.832,0
Rplp1,0,-1.50520323057803,0.806,0.967,0
Slc3a2,0,1.54212407138592,0.944,0.784,0
Rpl13,0,-1.5001155811798,0.817,0.974,0
H3f3b,0,-1.65074477633241,0.826,0.983,0
Gstm5,0,1.52431792104581,0.953,0.799,0
Cfl1,0,-1.42000546254294,0.804,0.945,0
Ptma,0,-2.3870042454654,0.834,0.974,0
Eef1a1,0,-2.06770602112908,0.851,0.985,0
Sept7,0,-2.03317537259611,0.826,0.958,0
Tmsb4x,0,-3.39622233410293,0.855,0.984,0
Arhgap5,0,1.49501271049647,0.951,0.824,0
Rpl41,0,-1.38257400218328,0.854,0.964,0
Tpt1,0,-1.92745791563514,0.885,0.985,0
H3f3a,0,-1.21739016816752,0.883,0.98,0
Rps29,0,-1.34370949055289,0.885,0.979,0
Ckb,0,1.74436214435409,0.999,0.93,0
Pnisr,0,1.34368957648703,0.973,0.917,0
Snrnp70,0,1.33810861100078,0.97,0.914,0
Hsp90ab1,0,-1.29248265511766,0.939,0.983,0
Apoe,0,1.3570404995337,1,0.959,0
Ubb,0,-1.32342566154046,0.965,0.992,0
Plp1,0,-5.28982281618806,0.975,0.989,0
Actb,0,-1.65516588354377,0.985,0.999,0
Son,0,1.38824390265476,0.989,0.977,0
Cst3,0,2.28941610770541,0.999,0.993,0
Malat1,0,0.987089778588983,1,1,0
Lpgat1,1.1125369292536e-308,-4.0262329113083,0.031,0.506,1.11253692933031e-308
Ogt,1.11253692925362e-308,1.2424433075254,0.942,0.868,1.11253692980594e-308
Prkcq,1.11253692925364e-308,-5.26692322293184,0.008,0.46,1.11253693046568e-308
Rps18,1.11253692925364e-308,-1.54794667929846,0.607,0.926,1.11253693060376e-308
Msmo1,1.11253692925366e-308,1.47656358581446,0.948,0.773,1.11253693109473e-308
Trim59,1.11253692925366e-308,-5.03764437831517,0.017,0.474,1.11253693111007e-308
Rhog,1.11253692925397e-308,-2.93333653458863,0.135,0.619,1.11253694082201e-308
Arhgef10,1.11253692925413e-308,-2.82548455124847,0.089,0.596,1.11253694582373e-308
1700047M11Rik,1.1125369292584e-308,-3.67738694486718,0.043,0.521,1.11253707820067e-308
Sorcs2,1.11253692926576e-308,3.58641517534495,0.544,0.085,1.11253730676109e-308
Mog,1.11253692928844e-308,-5.35359280002766,0.198,0.639,1.1125380112832e-308
Gnas,1.11253692980579e-308,-1.05831498290725,0.854,0.974,1.11255407703854e-308
Pigz,1.11253694203033e-308,-4.62924991711459,0.019,0.475,1.11293369766717e-308
Adssl1,1.11253696607633e-308,-4.69434621152539,0.03,0.485,1.1136804221998e-308
Sytl2,1.11253700527255e-308,-5.66964530166813,0.011,0.456,1.11489762160814e-308
Abr,1.11253701403385e-308,2.31888122262535,0.7,0.252,1.11516969513158e-308
Slc24a2,1.11253703887469e-308,-5.29385764654877,0.019,0.466,1.11594110245573e-308
Rpl11,1.11253704986356e-308,-1.24025567507808,0.728,0.941,1.11628235093989e-308
Gpr62,1.11253716198592e-308,-4.81110056269918,0.021,0.472,1.11976419884386e-308
Etnppl,1.11253720026484e-308,4.14841761421059,0.527,0.075,1.12095291226257e-308
Rpl34,1.11253723159404e-308,-1.28591049672701,0.723,0.934,1.12192580915126e-308
Pak1,1.11253724719626e-308,-3.50414350856741,0.082,0.557,1.12241032061624e-308
Arhgdia,1.11253726300082e-308,-1.75545198243086,0.313,0.802,1.12290111526038e-308
Psd2,1.11253842073246e-308,3.79912904416037,0.528,0.079,1.15885331364558e-308
Cyp7b1,1.11253892350862e-308,3.10344392489336,0.574,0.112,1.17446652459598e-308
Rpl24,1.11254249106612e-308,-1.15748708100766,0.756,0.94,1.28525345533854e-308
Itm2c,1.11255531473777e-308,1.22311877045236,0.947,0.894,1.68347975478325e-308
Tprn,1.1125671849543e-308,-3.71541411356632,0.041,0.51,2.05209745890316e-308
Rpl4,1.11257080937512e-308,-1.66522358379857,0.41,0.837,2.1646502230318e-308
Rpl32,1.11267239849335e-308,-1.45473934908434,0.691,0.931,8.41372354210815e-308
Lrig1,1.11327397492582e-308,2.48419374295171,0.706,0.283,4.57764326099546e-307
Tspan7,1.11957403182083e-308,2.10809782604345,0.84,0.668,4.37060366245302e-306
Nkd1,1.13563938730699e-308,-3.50470400983345,0.046,0.523,1.43484746477993e-305
Itgb1,1.15549963163438e-308,-2.03454390256845,0.353,0.866,2.66832751946526e-305
Gjc2,1.28692415454716e-308,-4.64459039966729,0.042,0.488,1.08308417885324e-304
Sptssa,1.41129042119837e-308,-1.80984284653435,0.276,0.789,1.85549818777057e-304
Ptprk,1.4480074135558e-308,-4.21203940424565,0.026,0.486,2.08354008390407e-304
mt-Nd2,1.52469395951605e-308,0.6650187478882,0.999,0.999,2.559824883554e-304
Kndc1,1.69421074542153e-308,-5.3266275825222,0.013,0.452,3.61265973745577e-304
Srd5a1,1.33749734023794e-307,-4.20160062078842,0.025,0.478,4.15346424037491e-303
Sept8,3.69362018002801e-307,-2.60093706584144,0.215,0.691,1.1470168107059e-302
Rpl37,6.12269992038886e-307,-1.30151733503995,0.737,0.942,1.90134323327756e-302
Plekhh1,2.99501367298982e-306,-4.97971809732292,0.023,0.463,9.3007154601026e-302
Ppargc1a,3.12155138130501e-306,3.44005418620662,0.538,0.089,9.69366565950457e-302
Secisbp2l,3.49409261233454e-306,-2.95931479198913,0.236,0.68,1.08505551983437e-301
Myl12a,3.422414051114e-305,-2.56378802171017,0.17,0.725,1.06279645943294e-300
Eif4a1,3.70287816552079e-305,-1.4965005890652,0.552,0.888,1.14989178552083e-300
Nav1,4.16898739131006e-305,-3.45443091609279,0.045,0.518,1.29463734449743e-300
Cpox,5.66433864171565e-305,-3.47063148543723,0.105,0.568,1.75900372179838e-300
Dscaml1,2.6112140755484e-304,-5.67843725422941,0.005,0.435,8.10886419020801e-300
Cers2,6.95688982970357e-304,-2.452322904335,0.401,0.782,2.16039256771615e-299
Gab1,1.71836903328096e-303,-2.22479239373675,0.171,0.683,5.33622319595069e-299
Tmem125,7.72508722283658e-303,-4.91337114114297,0.019,0.455,2.39894858617967e-298
Mical2,9.60310466450236e-303,3.24129666015252,0.544,0.092,2.98214812251456e-298
Cntn2,4.1240766577039e-302,-4.94981387502457,0.03,0.466,1.28069076528337e-297
Eml2,4.19734485206466e-302,-3.57104294313451,0.04,0.5,1.30344347036016e-297
Elmo1,5.24824424630028e-302,-3.68000524926984,0.03,0.487,1.62978976824609e-297
Rgma,1.62090896508412e-301,1.95867570398668,0.781,0.482,5.03357070017221e-297
Sez6l2,7.03820848112508e-301,-5.33813603019248,0.03,0.465,2.18564526172858e-296
C130071C03Rik,7.91166347194843e-301,2.8124718774185,0.628,0.2,2.45688797457887e-296
Stk39,9.90585441270798e-301,-2.73197777003734,0.078,0.569,3.07616402932233e-296
Mfsd6,2.39277761834644e-300,-5.15015566840341,0.008,0.436,7.43053161601303e-296
Eef2,2.634991574467e-300,-1.41134105471522,0.56,0.869,8.18270283534983e-296
Snx30,5.7595231879911e-300,-3.33820575637959,0.045,0.51,1.78856233079876e-295
Ermn,5.12153063986308e-299,-5.55596159444967,0.087,0.523,1.59044012490308e-294
Rac1,5.91065905204921e-299,-1.48726779251957,0.459,0.842,1.83549606202336e-294
Rpl38,7.73867979341014e-299,-1.40476552369163,0.718,0.93,2.40316962304559e-294
Mpp6,2.9468420262492e-298,1.90130813295917,0.763,0.308,9.15112322831425e-294
Kctd13,5.38567438956444e-298,-3.70685952507673,0.088,0.539,1.67246732493534e-293
Anp32b,7.29045014624845e-298,-1.98339374370715,0.191,0.722,2.26397638841599e-293
Elovl1,1.4968253737039e-297,-2.44946325986984,0.171,0.65,4.64824151550009e-293
Creb5,3.14169572467987e-297,-4.20166991110835,0.033,0.474,9.75622190342088e-293
Leng8,1.86285301344734e-296,1.57866184932482,0.862,0.686,5.78490374795938e-292
St18,2.30468700031816e-296,-5.01275473179745,0.006,0.429,7.15697501078802e-292
Gm44257,4.98150823613591e-296,4.19639368462499,0.464,0.043,1.54695756764965e-291
Srp14,1.11232958551776e-295,-1.42959456854813,0.485,0.841,3.45422829486684e-291
Rps28,2.04029580378257e-294,-1.61870398692153,0.516,0.886,6.3359345890664e-290
Tagln3,3.04422827796339e-294,2.00355252967997,0.723,0.253,9.45354649438752e-290
Fam107a,3.60931195159655e-294,2.50540606949975,0.638,0.19,1.12083573344879e-289
Arhgap23,5.6411262395167e-294,-2.699481827749,0.106,0.584,1.75179534241952e-289
Adcy5,6.08066540760174e-294,-6.05291157398378,0.005,0.421,1.88828983567665e-289
Anln,1.06541283207265e-293,-4.68093840999402,0.026,0.46,3.30853300871839e-289
Ybx3,1.06972726876725e-293,-2.03563213426635,0.173,0.703,3.32193106042982e-289
Plat,2.08003898341539e-293,-2.72433955610012,0.156,0.674,6.45935305909815e-289
Pak7,3.17042557013518e-293,-5.62283599151584,0.007,0.425,9.84543956549779e-289
Tuba4a,5.8187845602564e-293,3.38380870822165,0.533,0.1,1.80696535734202e-288
Rps25,7.79689804431356e-293,-1.36201786320903,0.571,0.908,2.42124871868113e-288
Ube2d1,1.05382752665274e-292,-2.60177131591786,0.129,0.607,3.27255600126742e-288
Pgm2,2.41258874978421e-292,3.01570526887719,0.615,0.207,7.49205310357988e-288
Syne1,7.09147118152851e-292,2.00859726477013,0.773,0.448,2.20218546071186e-287
