p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	1.7817396511182015	0.757	0.118	0	Oligodendrocytes	Tgfa
0	4.5589296040381715	0.656	0.017	0	Oligodendrocytes	Jakmip3
0	1.7070108167630123	0.804	0.165	0	Oligodendrocytes	Pdxk
0	2.43197783907457	0.963	0.324	0	Oligodendrocytes	Sept8
0	3.3103639942837404	0.686	0.047	0	Oligodendrocytes	Spns2
0	2.096595327601205	0.991	0.352	0	Oligodendrocytes	Ddr1
0	3.071577433730136	0.688	0.05	0	Oligodendrocytes	Cdk18
0	1.5455044597284475	0.753	0.116	0	Oligodendrocytes	Dusp15
0	4.732130641288055	0.651	0.014	0	Oligodendrocytes	Gm4593
0	2.8345151467852725	0.7	0.063	0	Oligodendrocytes	Rab6b
0	1.6791922164356445	0.804	0.169	0	Oligodendrocytes	Nipsnap3b
0	2.6137805585104292	0.705	0.07	0	Oligodendrocytes	Amph
0	2.138671866607205	0.993	0.359	0	Oligodendrocytes	Dennd5a
0	1.6172477939973429	0.777	0.144	0	Oligodendrocytes	Ids
0	2.9878105645124906	0.694	0.061	0	Oligodendrocytes	Fam222a
0	-5.324568085602199	0.107	0.74	0	Oligodendrocytes	Pitpnc1
0	-5.605245740970533	0.13	0.762	0	Oligodendrocytes	Sdc4
0	1.7272325713046865	0.982	0.352	0	Oligodendrocytes	Atp8a1
0	-5.3059749218688825	0.102	0.732	0	Oligodendrocytes	Lrp1
0	1.6261590797948884	0.767	0.138	0	Oligodendrocytes	Phc1
0	3.876906263623788	0.666	0.038	0	Oligodendrocytes	Crtac1
0	1.6807857627233647	0.751	0.124	0	Oligodendrocytes	Arhgef28
0	-5.4645213494385185	0.204	0.83	0	Oligodendrocytes	Ptprz1
0	4.845264807827282	0.637	0.013	0	Oligodendrocytes	Cyp2j12
0	1.6014879897659662	0.76	0.136	0	Oligodendrocytes	Gins4
0	4.458559950798544	0.999	0.375	0	Oligodendrocytes	Trf
0	1.683765245069111	0.981	0.357	0	Oligodendrocytes	Ss18l2
0	4.544438206390653	1	0.377	0	Oligodendrocytes	Cldn11
0	2.0893075550816644	0.712	0.09	0	Oligodendrocytes	Rab33a
0	-5.913234604186254	0.095	0.717	0	Oligodendrocytes	Ntm
0	1.9853554312614687	0.993	0.371	0	Oligodendrocytes	Rnf130
0	2.9963980783655626	0.67	0.048	0	Oligodendrocytes	Rftn1
0	2.4725034248346014	0.998	0.377	0	Oligodendrocytes	Wscd1
0	1.5808856781738252	0.98	0.359	0	Oligodendrocytes	Dync1h1
0	1.626052563742622	0.736	0.115	0	Oligodendrocytes	Zdhhc14
0	2.2484006594493344	0.997	0.378	0	Oligodendrocytes	Klf13
0	1.7031785428191655	0.764	0.145	0	Oligodendrocytes	Npat
0	3.380908072213577	0.658	0.04	0	Oligodendrocytes	Dgat2
0	2.532888100425726	0.763	0.146	0	Oligodendrocytes	Tmem141
0	1.6605217379403772	0.758	0.143	0	Oligodendrocytes	Bnip3
0	3.224318188776592	0.666	0.052	0	Oligodendrocytes	Pdk3
0	3.5488947924120913	0.999	0.387	0	Oligodendrocytes	Ptprd
0	1.937011719273618	0.945	0.333	0	Oligodendrocytes	Zdhhc20
0	1.737872013356883	0.994	0.383	0	Oligodendrocytes	Tmcc3
0	-5.150702772186026	0.131	0.74	0	Oligodendrocytes	Dmd
0	3.3488277966683104	0.998	0.39	0	Oligodendrocytes	Stmn1
0	-5.326676098564004	0.155	0.763	0	Oligodendrocytes	Tril
0	2.0393792693219708	0.679	0.072	0	Oligodendrocytes	Parm1
0	3.7557964928599654	0.64	0.036	0	Oligodendrocytes	Shisa8
0	2.097140545566063	0.679	0.076	0	Oligodendrocytes	Dusp8
0	2.5147500308447954	0.999	0.396	0	Oligodendrocytes	Gpr37
0	2.037206345239	0.997	0.395	0	Oligodendrocytes	Pla2g16
0	1.7791483799160503	0.773	0.172	0	Oligodendrocytes	Slco3a1
0	2.0158180957982337	0.688	0.094	0	Oligodendrocytes	Clip2
0	1.56159223352024	0.979	0.385	0	Oligodendrocytes	Abhd17a
0	1.9639825091432925	0.693	0.1	0	Oligodendrocytes	Dscaml1
0	4.760638730415572	0.608	0.016	0	Oligodendrocytes	Nkain1
0	1.7271209354648014	0.992	0.401	0	Oligodendrocytes	Psat1
0	2.2603138059977717	0.997	0.409	0	Oligodendrocytes	Map7d1
0	2.098075062102864	1	0.412	0	Oligodendrocytes	Golga7
0	1.7692840014887856	0.992	0.404	0	Oligodendrocytes	Pde4b
0	1.7621034230583743	0.702	0.114	0	Oligodendrocytes	Entpd5
0	4.074016750547483	0.652	0.066	0	Oligodendrocytes	Serpinb1a
0	1.9806479429875539	1	0.416	0	Oligodendrocytes	Aatk
0	3.8730044464442104	0.607	0.026	0	Oligodendrocytes	Ptprn
0	2.2246332331772134	0.649	0.069	0	Oligodendrocytes	E330009J07Rik
0	2.270364142687819	0.652	0.072	0	Oligodendrocytes	Ttll5
0	1.8844187563718102	0.996	0.418	0	Oligodendrocytes	Clic4
0	1.8808367191203517	0.673	0.095	0	Oligodendrocytes	Usp30
0	4.862814045084858	0.594	0.016	0	Oligodendrocytes	Gng8
0	1.7206985318323471	0.986	0.409	0	Oligodendrocytes	Fam168a
0	-4.534614710735875	0.197	0.773	0	Oligodendrocytes	Timp3
0	1.418119216807491	0.681	0.106	0	Oligodendrocytes	Rnf122
0	2.4253024625921418	0.641	0.066	0	Oligodendrocytes	Fign
0	3.541245928981177	0.61	0.036	0	Oligodendrocytes	Gm42372
0	4.226935899522782	0.606	0.032	0	Oligodendrocytes	Jph4
0	3.7860464054837566	0.597	0.023	0	Oligodendrocytes	Adam19
0	3.2506326296832198	0.61	0.038	0	Oligodendrocytes	Hid1
0	2.714566222942275	0.651	0.08	0	Oligodendrocytes	Prickle1
0	4.276216755527351	0.589	0.018	0	Oligodendrocytes	Xrcc3
0	3.1629050440519206	0.605	0.037	0	Oligodendrocytes	Pla2g4a
0	2.0235792297199198	0.643	0.076	0	Oligodendrocytes	Fbxo36
0	-5.4724733429148555	0.242	0.809	0	Oligodendrocytes	Gja1
0	1.9674281943200396	0.661	0.095	0	Oligodendrocytes	Sh3kbp1
0	2.450059339673471	0.631	0.065	0	Oligodendrocytes	Zfpm1
0	2.009353589571794	0.637	0.072	0	Oligodendrocytes	Wrap53
0	2.11131603650301	0.651	0.091	0	Oligodendrocytes	Masp1
0	1.555234150799607	0.993	0.435	0	Oligodendrocytes	Tmbim1
0	0.9463677021606072	0.651	0.093	0	Oligodendrocytes	Enpp6
0	1.5987935407165565	0.652	0.097	0	Oligodendrocytes	Coro1c
0	2.1376803209998982	0.999	0.444	0	Oligodendrocytes	Jam3
0	1.8200595967251725	0.654	0.101	0	Oligodendrocytes	Adam22
0	3.8643245323597615	0.573	0.022	0	Oligodendrocytes	Trim36
0	3.715439600517553	0.574	0.024	0	Oligodendrocytes	Jph1
0	0.13675546772070113	0.62	0.071	0	Oligodendrocytes	9530059O14Rik
0	1.8017706897478443	0.617	0.068	0	Oligodendrocytes	Tubb3
0	-5.496588356297055	0.23	0.776	0	Oligodendrocytes	F3
0	1.8357125153215637	0.644	0.098	0	Oligodendrocytes	Tbc1d16
0	1.6612757006370165	0.985	0.443	0	Oligodendrocytes	Daam1
0	2.9564512250654165	0.577	0.035	0	Oligodendrocytes	Dubr
0	2.551383071614866	0.602	0.062	0	Oligodendrocytes	Ldlrad4
0	1.8850400869640693	0.998	0.459	0	Oligodendrocytes	Cfl2
0	2.682928068922724	1	0.461	0	Oligodendrocytes	Slc48a1
0	3.7225218586537614	0.554	0.022	0	Oligodendrocytes	Adamtsl4
0	-5.159927736110849	0.371	0.903	0	Oligodendrocytes	Atp1b2
0	2.1537766535110663	0.573	0.042	0	Oligodendrocytes	Hecw2
0	2.5286787357613596	0.59	0.059	0	Oligodendrocytes	Aldh3b1
0	2.6400334478057923	0.579	0.05	0	Oligodendrocytes	Map6
0	2.1425921185364882	0.6	0.072	0	Oligodendrocytes	Mad1l1
0	1.7893718840306623	0.61	0.082	0	Oligodendrocytes	Tmem192
0	1.4771728436092237	0.997	0.47	0	Oligodendrocytes	Pcyt2
0	3.5035257897315217	0.553	0.027	0	Oligodendrocytes	Dusp10
0	3.473025498169548	1	0.474	0	Oligodendrocytes	Mbp
0	2.065793453949735	0.597	0.072	0	Oligodendrocytes	Gng7
0	1.7473271792397245	0.59	0.072	0	Oligodendrocytes	Plekha2
0	2.580714373219869	0.604	0.087	0	Oligodendrocytes	Ctps
0	2.1656474787346687	0.573	0.056	0	Oligodendrocytes	B3gnt9
0	2.5768475315632795	1	0.485	0	Oligodendrocytes	Gatm
0	3.8875939460237636	0.54	0.027	0	Oligodendrocytes	Sgk2
0	3.818583572789241	0.54	0.027	0	Oligodendrocytes	Fam131b
0	2.8389230401692505	1	0.488	0	Oligodendrocytes	Cers2
0	-5.271390849820391	0.274	0.786	0	Oligodendrocytes	Mfge8
0	2.4555385692249128	0.999	0.487	0	Oligodendrocytes	Foxn3
0	-5.399277252433192	0.29	0.799	0	Oligodendrocytes	Slc4a4
0	2.089397338643944	0.573	0.065	0	Oligodendrocytes	Lrrc28
0	3.1496759573929154	0.538	0.03	0	Oligodendrocytes	Adgrv1
0	1.5887114058569387	0.996	0.489	0	Oligodendrocytes	Ubl3
0	2.1731569810319886	0.579	0.074	0	Oligodendrocytes	Mob3b
0	3.196391842935158	0.537	0.034	0	Oligodendrocytes	Faah
0	2.3828858110975695	1	0.497	0	Oligodendrocytes	Olig1
0	2.4686718194871617	0.569	0.067	0	Oligodendrocytes	Usp31
0	4.045964199786756	0.516	0.016	0	Oligodendrocytes	Prox1os
0	2.048971596842857	0.571	0.071	0	Oligodendrocytes	Tarsl2
0	1.6948669530841158	0.997	0.502	0	Oligodendrocytes	Pea15a
0	2.1609798724068243	0.564	0.069	0	Oligodendrocytes	Tmem117
0	2.139864265576291	0.557	0.063	0	Oligodendrocytes	Brdt
0	1.8403808802199375	0.558	0.064	0	Oligodendrocytes	Dlg2
0	2.603092944228407	1	0.506	0	Oligodendrocytes	App
0	1.6862523859730314	0.999	0.508	0	Oligodendrocytes	Tulp4
0	2.052651440529691	0.547	0.057	0	Oligodendrocytes	Cdkl5
0	1.9303435941114562	1	0.51	0	Oligodendrocytes	Bnip3l
0	2.269308800613545	1	0.513	0	Oligodendrocytes	Arpc1a
0	2.539198187653528	0.999	0.517	0	Oligodendrocytes	Rap1a
0	1.4100214160650342	0.996	0.515	0	Oligodendrocytes	Zfp706
0	2.0454053186811114	0.53	0.051	0	Oligodendrocytes	Gm10687
0	-5.129646896874091	0.314	0.789	0	Oligodendrocytes	Bcan
0	2.0791188134909975	0.527	0.055	0	Oligodendrocytes	Prima1
0	2.480595580497054	0.998	0.528	0	Oligodendrocytes	Rnf7
0	3.112694306321533	0.503	0.033	0	Oligodendrocytes	Ttc9
0	1.77335191263546	0.998	0.528	0	Oligodendrocytes	Osbpl1a
0	4.961985202366484	1	0.533	0	Oligodendrocytes	Mal
0	1.698097507767625	0.998	0.536	0	Oligodendrocytes	Fis1
0	1.5070094159422274	0.997	0.547	0	Oligodendrocytes	Cldnd1
0	2.396160893686648	1	0.551	0	Oligodendrocytes	Fkbp1a
0	2.524656906874867	0.999	0.554	0	Oligodendrocytes	Pcdh9
0	2.432969587511862	0.999	0.554	0	Oligodendrocytes	Vmp1
0	-5.448885438082925	0.409	0.85	0	Oligodendrocytes	Gpr37l1
0	1.5652540760199507	0.997	0.563	0	Oligodendrocytes	Fnbp1
0	2.511207878228383	0.999	0.565	0	Oligodendrocytes	Taldo1
0	1.9415363447399832	0.995	0.566	0	Oligodendrocytes	Degs1
0	1.75389998855704	1	0.573	0	Oligodendrocytes	Zeb2
0	1.9261076150788852	0.999	0.572	0	Oligodendrocytes	H2afj
0	2.5853385797311215	1	0.577	0	Oligodendrocytes	Sept4
0	1.7260930311381544	1	0.579	0	Oligodendrocytes	Wnk1
0	1.0976323428835193	1	0.583	0	Oligodendrocytes	Sirt2
0	1.2675571820271803	0.997	0.588	0	Oligodendrocytes	Hsbp1
0	1.8215384720330983	1	0.592	0	Oligodendrocytes	Mbnl2
0	1.493219307552083	1	0.601	0	Oligodendrocytes	Sypl
0	2.385210254057658	1	0.602	0	Oligodendrocytes	Rnf13
0	-4.18879211874958	0.423	0.813	0	Oligodendrocytes	Lsamp
0	1.2686359875721689	0.998	0.618	0	Oligodendrocytes	Gabarapl2
0	2.0294574533187637	1	0.621	0	Oligodendrocytes	Gde1
0	-4.7893788825819	0.445	0.821	0	Oligodendrocytes	Htra1
0	1.7367920111466009	0.999	0.624	0	Oligodendrocytes	Jund
0	1.2579387545230378	0.999	0.624	0	Oligodendrocytes	Dpysl2
0	-5.352867067490445	0.584	0.954	0	Oligodendrocytes	Sparcl1
0	1.3896442507037603	0.995	0.628	0	Oligodendrocytes	Emc10
0	-4.483893116027899	0.448	0.814	0	Oligodendrocytes	Ntrk2
0	1.507957466755359	0.997	0.633	0	Oligodendrocytes	Reep3
0	2.8764385965250225	1	0.638	0	Oligodendrocytes	Ywhaq
0	1.8724033147642372	1	0.649	0	Oligodendrocytes	Csrp1
0	1.9868927674526802	1	0.651	0	Oligodendrocytes	Reep5
0	1.4797912649027305	0.999	0.651	0	Oligodendrocytes	Rdx
0	1.3241557425408723	1	0.657	0	Oligodendrocytes	Aes
0	-4.540624544127878	0.533	0.875	0	Oligodendrocytes	Ndrg2
0	2.5787657350345814	1	0.67	0	Oligodendrocytes	Rtn4
0	2.0180895499603944	1	0.671	0	Oligodendrocytes	Rhob
0	1.263105905107074	0.997	0.673	0	Oligodendrocytes	Npc2
0	2.644209604230552	1	0.679	0	Oligodendrocytes	Fez1
0	1.7685008176937984	0.994	0.673	0	Oligodendrocytes	Hmgcs1
0	3.3380717091407215	1	0.687	0	Oligodendrocytes	Aplp1
0	2.4750543311623394	1	0.687	0	Oligodendrocytes	Hsp90aa1
0	3.0122069201513333	0.998	0.69	0	Oligodendrocytes	Car2
0	3.3369207834314842	1	0.693	0	Oligodendrocytes	Cryab
0	3.6184959194241815	1	0.697	0	Oligodendrocytes	Cnp
0	-5.243230903381196	0.682	0.954	0	Oligodendrocytes	Atp1a2
0	1.2567526287828223	1	0.734	0	Oligodendrocytes	Shisa4
0	2.7202327474199928	1	0.744	0	Oligodendrocytes	Syt11
0	-4.923164938714064	0.595	0.841	0	Oligodendrocytes	Aldoc
0	1.366829657006261	1	0.755	0	Oligodendrocytes	Cmtm5
0	1.0361248062940944	0.998	0.791	0	Oligodendrocytes	Rtn3
0	0.8865981044192073	0.998	0.82	0	Oligodendrocytes	Tuba1a
0	1.1045025156354917	1	0.828	0	Oligodendrocytes	Gpx4
0	1.890888206007657	0.999	0.84	0	Oligodendrocytes	Kif1b
0	1.1528263866354886	1	0.844	0	Oligodendrocytes	Cfl1
0	1.4791617546024671	1	0.865	0	Oligodendrocytes	Gpm6b
0	1.7221038621188947	1	0.866	0	Oligodendrocytes	Sept7
0	1.800051228697472	1	0.881	0	Oligodendrocytes	Ptma
0	1.4172997821912312	1	0.894	0	Oligodendrocytes	Scd2
0	1.6837593883781343	1	0.9	0	Oligodendrocytes	Tmsb4x
0	1.0302593454093456	1	0.92	0	Oligodendrocytes	Tpt1
0	1.3671470795142744	1	0.94	0	Oligodendrocytes	Qk
0	1.2687812314476026	1	0.947	0	Oligodendrocytes	Lamp1
0	1.096054914537814	1	0.951	0	Oligodendrocytes	Hsp90ab1
0	0.9201154377587026	1	0.973	0	Oligodendrocytes	Ubb
0	4.363328312974662	1	0.977	0	Oligodendrocytes	Plp1
0	-3.936067482777457	0.927	0.906	0	Oligodendrocytes	Plpp3
0	-1.9285520520329975	0.974	0.954	0	Oligodendrocytes	Zbtb20
0	-1.9533235598673537	0.993	0.98	0	Oligodendrocytes	Son
0	-5.0981817804082645	0.991	0.998	0	Oligodendrocytes	Cst3
0	-5.514830270322689	0.974	0.98	0	Oligodendrocytes	Apoe
0	3.0720865580332797	1	0.995	0	Oligodendrocytes	Fth1
0	-2.3782291694675886	0.942	0.94	0	Oligodendrocytes	Laptm4a
0	-2.1455750320920157	1	1	0	Oligodendrocytes	GFP
1.0790023452967881e-306	1.6530915363385803	0.7	0.123	3.350733883084646e-302	Oligodendrocytes	Tmem159
1.1424408906558753e-306	1.6254232270307878	0.828	0.184	3.5477359418427553e-302	Oligodendrocytes	Llgl1
6.783169687659048e-306	-3.0719339813840247	0.783	0.865	2.1064455148056408e-301	Oligodendrocytes	Macf1
4.842384651412523e-305	1.7959493291047992	0.579	0.074	1.503754129649645e-300	Oligodendrocytes	Prickle2
1.2332235939997967e-304	1.5932407780093627	0.662	0.104	3.8296525488069685e-300	Oligodendrocytes	Spsb1
1.4191439946441727e-303	1.8304990370423668	0.584	0.076	4.407009760968014e-299	Oligodendrocytes	B3galt5
2.6808130147251603e-303	1.5610517874390837	0.903	0.233	8.324996735927513e-299	Oligodendrocytes	Abhd4
2.872531157067609e-303	1.4396536899661898	0.99	0.414	8.920358255157753e-299	Oligodendrocytes	Kif1a
6.030100364933473e-303	-4.939239470202667	0.18	0.738	1.8725873673264405e-298	Oligodendrocytes	Marcks
2.66833006821921e-302	1.5562529621059076	0.757	0.145	8.286232193847935e-298	Oligodendrocytes	Kif3c
5.864883615145096e-301	1.4994294317700367	0.982	0.382	1.821280957847158e-296	Oligodendrocytes	Hipk2
9.352475341382488e-301	-5.844506075731857	0.105	0.707	2.904317692512918e-296	Oligodendrocytes	Fxyd1
1.181586766995181e-300	1.8576691600568649	0.573	0.076	3.669299546226835e-296	Oligodendrocytes	A830010M20Rik
1.4260802943069923e-300	1.6128263998060013	0.729	0.136	4.428549745940934e-296	Oligodendrocytes	Mta3
5.6734106750069175e-300	1.6400829135935515	0.701	0.124	1.7618209510166482e-295	Oligodendrocytes	Kif13a
7.463824503830524e-300	1.0637039635899137	0.8	0.172	2.317816061419531e-295	Oligodendrocytes	Slc9a3r2
8.805299368398077e-300	-5.503874100912152	0.095	0.703	2.7343976658623388e-295	Oligodendrocytes	Tmem176b
3.231154233458251e-299	1.6236701921922028	0.749	0.145	1.0034026356581252e-294	Oligodendrocytes	Ccdc13
2.1590953789399576e-298	-2.3449779704461395	0.905	0.879	6.704854789760144e-294	Oligodendrocytes	Arhgap5
3.066748636940663e-298	1.9203000375892045	0.526	0.059	9.523481217155535e-294	Oligodendrocytes	Ankrd13b
1.6991340223757194e-297	1.763010614990244	0.566	0.072	5.276490793085559e-293	Oligodendrocytes	Dock5
7.235099794448233e-297	1.7669026163588477	0.544	0.066	2.2467878901679542e-292	Oligodendrocytes	Ccnyl1
1.4819395776551333e-296	1.4917335612308693	0.8	0.169	4.602015164450251e-292	Oligodendrocytes	Stambp
2.759054226778781e-295	2.132859985435173	0.531	0.064	8.567966995838826e-291	Oligodendrocytes	Pak3
4.579279950855114e-295	1.6314169870640125	0.558	0.072	1.422049595938547e-290	Oligodendrocytes	Ldlrap1
1.392729216612717e-294	1.2176562363297052	0.999	0.645	4.3249813092691314e-290	Oligodendrocytes	Mrfap1
1.5456720365025058e-294	1.4362551902393763	0.625	0.091	4.7999299421548816e-290	Oligodendrocytes	Snx33
5.802651203928929e-294	-5.560624594958789	0.174	0.727	1.8019553048680895e-289	Oligodendrocytes	Id2
6.899142826534292e-294	1.0544174880331219	1	0.899	2.142459813351959e-289	Oligodendrocytes	Eef1a1
1.0887544901289252e-293	1.4169535522055847	0.99	0.404	3.3810181936463643e-289	Oligodendrocytes	Efcab14
3.412062578346269e-293	-4.140987821057497	0.293	0.764	1.0595819130796504e-288	Oligodendrocytes	Tubb2a
3.80330774348992e-293	-5.649137658920946	0.131	0.711	1.1810791866633598e-288	Oligodendrocytes	Ednrb
1.3468971920455285e-292	1.3259106873480473	0.994	0.433	4.1826545401781844e-288	Oligodendrocytes	Eid1
1.818507415207592e-292	1.5041891410063268	0.958	0.31	5.647192927185656e-288	Oligodendrocytes	Kif21a
2.2640494169136534e-292	1.9767770192731187	0.531	0.064	7.030779059283659e-288	Oligodendrocytes	Tbcd
3.6775095998423525e-291	1.405293668339603	0.986	0.458	1.1420138311350442e-286	Oligodendrocytes	Rab6a
2.3750566955140055e-290	-3.595359473622225	0.529	0.814	7.375501062249193e-286	Oligodendrocytes	Sat1
5.133618836900275e-290	1.5182264087641462	0.964	0.339	1.5941939936110114e-285	Oligodendrocytes	Ssna1
7.414847484955879e-290	1.199214612708097	0.997	0.58	2.3026067379781986e-285	Oligodendrocytes	Srp14
1.0175445230987772e-288	-5.1063711913728635	0.152	0.713	3.159882762030943e-284	Oligodendrocytes	Tmem47
1.6682029681002e-288	1.1655857474180746	0.998	0.572	5.180437497138362e-284	Oligodendrocytes	Thra
1.956229259617924e-288	1.9260247610706767	0.623	0.102	6.074874342817501e-284	Oligodendrocytes	Ablim2
1.987961501643269e-288	1.5019412205861777	0.72	0.135	6.173415647203007e-284	Oligodendrocytes	Adam9
5.997566052523612e-288	1.4697147704572164	0.79	0.168	1.8624841619506825e-283	Oligodendrocytes	Chmp1b
6.976189516467232e-288	1.4294083608185	0.798	0.172	2.1663858924437344e-283	Oligodendrocytes	Agtpbp1
9.648017471364487e-288	1.386278624882645	0.983	0.391	2.996095345557528e-283	Oligodendrocytes	Ralgds
6.769190199068565e-287	-4.546166122510157	0.576	0.813	2.102104324418752e-282	Oligodendrocytes	Slc1a3
5.968119706359706e-286	-5.589894428382198	0.223	0.734	1.853339893612943e-281	Oligodendrocytes	Pla2g7
8.375307757963234e-286	1.3622487874923082	0.99	0.455	2.6008680711579026e-281	Oligodendrocytes	Wbp2
8.63591924984337e-286	1.1800338372550088	0.999	0.602	2.68179836384636e-281	Oligodendrocytes	Paip2
1.0836007956892234e-285	-5.110369446849177	0.249	0.739	3.365013910933314e-281	Oligodendrocytes	Nrxn1
5.6562521981182e-284	1.38814252381987	0.978	0.369	1.7564925576036257e-279	Oligodendrocytes	Fam174a
2.742205271818713e-283	1.3411262300350792	0.952	0.277	8.515644251105831e-279	Oligodendrocytes	Cdc42se2
3.1111916150521316e-283	1.377469026846724	0.938	0.268	9.661494441382889e-279	Oligodendrocytes	Adipor1
1.9276708041508917e-282	1.4041284394071085	0.931	0.269	5.986188915210179e-278	Oligodendrocytes	Tmf1
2.002527343016058e-281	1.4775763580412773	0.674	0.121	6.218648411002067e-277	Oligodendrocytes	Rangap1
2.5778628295057024e-281	-4.1335602459754535	0.662	0.828	8.005295230747009e-277	Oligodendrocytes	Cpe
3.3185415823007254e-281	1.5406203482243608	0.673	0.119	1.0305399029676673e-276	Oligodendrocytes	Tfeb
7.205677996030753e-281	1.4896283135273254	0.827	0.197	2.23765124488739e-276	Oligodendrocytes	Gyg
1.2664819289944353e-280	1.8136400187223114	0.553	0.075	3.9329329822993194e-276	Oligodendrocytes	Lrrc1
1.428814737042032e-280	1.6740993826313808	0.677	0.123	4.437041284410326e-276	Oligodendrocytes	Thbs3
2.439390155126653e-280	1.331817871377849	0.877	0.215	7.575282187730309e-276	Oligodendrocytes	Cdkn2d
3.6658919736999354e-280	0.9492921166779058	1	0.758	1.138406093512778e-275	Oligodendrocytes	Rpsa
7.378985521507296e-280	1.6743122154532255	0.992	0.598	2.2914701638488757e-275	Oligodendrocytes	Sec11c
1.2689109608049719e-279	-5.383675417031954	0.275	0.742	3.9404760976837593e-275	Oligodendrocytes	Gm3764
7.842556385261087e-279	1.5836018226846278	0.631	0.104	2.435427459878978e-274	Oligodendrocytes	Rusc2
8.963872974965408e-279	1.4250916706642154	0.944	0.297	2.7836411136457577e-274	Oligodendrocytes	Rala
1.6264813528199468e-276	-5.4639107793714565	0.154	0.699	5.0508751930470626e-272	Oligodendrocytes	S1pr1
2.9100174125332016e-276	-2.551117112582364	0.843	0.865	9.036768072880605e-272	Oligodendrocytes	Slc3a2
6.107232330182701e-276	1.7704496187394292	0.57	0.084	1.8965399278149358e-271	Oligodendrocytes	Sorcs1
1.3144569622029195e-275	1.443347240467498	0.874	0.233	4.0819146504249463e-271	Oligodendrocytes	Amd1
3.0742730032771805e-275	1.3047836605989662	0.848	0.202	9.546847384376956e-271	Oligodendrocytes	Ubqln1
4.252183013138397e-275	1.409404044446536	0.954	0.317	1.320472912899998e-270	Oligodendrocytes	Pafah1b2
2.343488808071501e-274	1.2828975981734616	0.992	0.449	7.2774701445852385e-270	Oligodendrocytes	Papss1
3.9961405254063955e-274	-5.750969381117089	0.119	0.682	1.2409614787597021e-269	Oligodendrocytes	Nkain4
5.093112292063666e-274	1.4021913936589767	0.871	0.22	1.581615091177451e-269	Oligodendrocytes	Plekhg1
6.607511679519196e-274	-5.38898877406772	0.155	0.698	2.051896676957891e-269	Oligodendrocytes	Gpm6a
9.087880040222161e-274	1.33736535013287	0.989	0.385	2.8221502676905896e-269	Oligodendrocytes	Txndc17
9.226067181003644e-274	1.805075896940934	0.531	0.071	2.8650629023888715e-269	Oligodendrocytes	Map3k11
9.5602037684322e-274	1.342397296691983	0.986	0.457	2.9688256782489358e-269	Oligodendrocytes	Phlpp1
1.0179300736379585e-273	1.326887283400839	0.955	0.286	3.1610800506753165e-269	Oligodendrocytes	Cxxc5
9.871921850849805e-273	1.140771912782136	0.924	0.257	3.065626611562898e-268	Oligodendrocytes	Pim3
1.4330739593417048e-272	-5.378369839852743	0.096	0.672	4.4502678733397303e-268	Oligodendrocytes	Nrcam
1.4692149091319092e-272	1.167791304496451	0.712	0.137	4.5624999788182306e-268	Oligodendrocytes	Ssh2
1.7158962757009022e-272	0.7494200158573365	0.999	0.96	5.328544294561582e-268	Oligodendrocytes	Hspa8
6.952691761181744e-272	-5.512575087297314	0.072	0.66	2.159088899517379e-267	Oligodendrocytes	Dlgap1
7.473921420704461e-272	-5.288378591203228	0.138	0.686	2.3209515579855634e-267	Oligodendrocytes	Tlcd1
8.413542119156456e-272	1.3453230134296068	0.978	0.348	2.612741369682846e-267	Oligodendrocytes	Nrbp2
1.4220252371891805e-271	1.3008610937898006	0.835	0.196	4.415957171567281e-267	Oligodendrocytes	Ankrd28
3.8097841244210636e-271	-5.450923443717036	0.223	0.717	1.1830903619977172e-266	Oligodendrocytes	Slc7a10
7.3018723367960456e-270	1.3652379845780065	0.845	0.207	2.267523435468644e-265	Oligodendrocytes	Ermp1
1.344036432618255e-268	-5.659742653296856	0.199	0.704	4.173770737852729e-264	Oligodendrocytes	Cldn10
2.8344785011768876e-267	1.3694362845504613	0.945	0.295	8.802189537554707e-263	Oligodendrocytes	Vamp3
5.1555760867188145e-267	1.3353527272495682	0.92	0.259	1.6010125979696608e-262	Oligodendrocytes	Ube2g1
5.178997789575712e-267	1.3176385454799555	0.991	0.403	1.6082859735748416e-262	Oligodendrocytes	Pigyl
5.536364594812429e-267	1.2087013820896215	0.762	0.158	1.7192626612730516e-262	Oligodendrocytes	Jup
7.534504678474363e-267	-5.294421797261892	0.146	0.683	2.3397650828534288e-262	Oligodendrocytes	Timp4
4.9191866847290804e-266	1.3072352007097052	0.882	0.232	1.5276042330757686e-261	Oligodendrocytes	Pigq
1.375729099472549e-265	1.0941282596133117	1	0.552	4.272189145502053e-261	Oligodendrocytes	Dstn
2.313922626966719e-265	1.0771864521616221	0.999	0.644	7.185655325782449e-261	Oligodendrocytes	Eef2
4.81881528943089e-265	1.3554283954273307	0.704	0.139	1.4964348999798685e-260	Oligodendrocytes	Rab39b
5.432692549817303e-265	1.1720434420990224	0.902	0.252	1.687068344420265e-260	Oligodendrocytes	Nap1l5
1.9216650129293106e-264	-3.297778515996691	0.79	0.863	5.967538531150681e-260	Oligodendrocytes	Sparc
1.0726572893669878e-263	1.3270483993271198	0.875	0.224	3.331029946400244e-259	Oligodendrocytes	Aktip
