p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.45934974368827e-17	0.5774347438213382	0.55	0.266	4.5318646940495533e-13	COP-NFOL	Ube2w
1.617451377845966e-17	-2.236432925793119	0.387	0.543	5.022833508762864e-13	COP-NFOL	Per3
1.657448599219659e-17	0.3492430282627321	1	0.94	5.147040880016729e-13	COP-NFOL	Chchd2
1.6773812049489478e-17	0.5708076606834059	0.84	0.487	5.208939593848463e-13	COP-NFOL	Sdhd
1.7236182513222542e-17	0.7544625496779587	0.529	0.259	5.352524117656128e-13	COP-NFOL	Otud6b
1.7438361260169186e-17	0.5261555097232995	0.529	0.245	5.415308705732939e-13	COP-NFOL	Map3k7
1.7781591875767006e-17	0.5062841365242432	0.529	0.244	5.521895541100686e-13	COP-NFOL	Cmc2
1.900783226356792e-17	0.5960637089930192	0.887	0.614	5.902692231128382e-13	COP-NFOL	Sdhb
2.016644081836435e-17	-1.48285148848904	0.546	0.648	6.262486531734865e-13	COP-NFOL	Glmp
2.0746982431873682e-17	0.506485804398414	0.891	0.56	6.442767924394053e-13	COP-NFOL	Ewsr1
2.311755910935666e-17	0.5491163035480886	0.899	0.554	7.178926805819617e-13	COP-NFOL	Eif3k
2.4969929997376655e-17	0.3827072641110276	0.987	0.926	7.754162061385347e-13	COP-NFOL	Selenok
2.5180260114124183e-17	0.6331858792232278	0.609	0.31	7.819477975840124e-13	COP-NFOL	Sft2d3
2.5390850320192823e-17	0.4566696702866542	0.966	0.723	7.884874658432679e-13	COP-NFOL	Slc22a17
2.5727093861423565e-17	0.6765152625051514	0.655	0.333	7.989291727726474e-13	COP-NFOL	Ap4s1
2.727765832049074e-17	-0.11142829462777894	0.718	0.295	8.470804014845194e-13	COP-NFOL	Tmeff1
2.8533360133126974e-17	-0.8484414763370671	0.916	0.861	8.860749655741251e-13	COP-NFOL	Fermt2
2.970977736757291e-17	-1.7296609773541545	0.416	0.587	9.226074263726093e-13	COP-NFOL	Amer2
3.018551347629336e-17	0.5377834213743935	0.525	0.245	9.37380935492814e-13	COP-NFOL	Phrf1
3.3319772978960956e-17	0.5310222839076566	0.777	0.439	1.0347122300886536e-12	COP-NFOL	Cul5
3.495813061357096e-17	0.5762702126308796	0.71	0.38	1.0855897880738326e-12	COP-NFOL	Dazap1
3.5357119315601446e-17	0.5337690446333092	0.828	0.478	1.0979799832266873e-12	COP-NFOL	Arpc5l
3.563135710301876e-17	0.5478789014623019	0.832	0.496	1.1064961634771446e-12	COP-NFOL	Strn3
3.566967300930356e-17	0.617489350521844	0.643	0.346	1.1076860256309127e-12	COP-NFOL	Appl1
3.592535412757656e-17	0.4979000787284211	0.542	0.262	1.1156259470777626e-12	COP-NFOL	Nampt
3.725284152657642e-17	0.5187518093935117	0.798	0.458	1.1568497407663041e-12	COP-NFOL	Mrpl28
3.873338661915018e-17	0.45529914034183694	0.546	0.257	1.2028265880710897e-12	COP-NFOL	1110059G10Rik
3.921682059655773e-17	0.4575053911426965	0.626	0.307	1.2178391468055037e-12	COP-NFOL	Lyrm2
4.0072538867367936e-17	0.6080798903426055	0.748	0.388	1.2444126219872439e-12	COP-NFOL	Auh
4.3237135626295863e-17	-2.862267301232663	0.387	0.528	1.3426860097389918e-12	COP-NFOL	Stmn1
4.33702205285767e-17	0.5699033862467342	0.525	0.253	1.346818828294421e-12	COP-NFOL	Rbm10
4.545301617576e-17	0.5589882522824358	0.672	0.358	1.4114979643220511e-12	COP-NFOL	Ilkap
4.7151956657157495e-17	0.5209709555966436	0.706	0.341	1.464256862031369e-12	COP-NFOL	Dpy19l1
4.73667523674424e-17	0.48120756832117917	0.908	0.584	1.4709271280185564e-12	COP-NFOL	Eif4g1
4.7442382582319006e-17	-1.0821244214585293	0.916	0.855	1.4732757487113343e-12	COP-NFOL	Ctsd
4.850956728761149e-17	-2.3904849396378527	0.399	0.532	1.5064161025494873e-12	COP-NFOL	Mpp6
4.891804248349712e-17	0.3773561561367308	0.79	0.46	1.5191008912825196e-12	COP-NFOL	Uba2
5.075935030587606e-17	0.574919796728342	0.672	0.354	1.5762808643986753e-12	COP-NFOL	Vti1b
5.4971583610253865e-17	0.52036248772829	0.609	0.305	1.7070875574328236e-12	COP-NFOL	Rabggtb
5.730727500754485e-17	0.6032821398549362	0.887	0.55	1.7796201180842978e-12	COP-NFOL	Cetn3
5.883387980735258e-17	0.3862377490587655	0.899	0.539	1.827027303537527e-12	COP-NFOL	Myl12b
6.377730810925483e-17	0.5061037072016301	0.525	0.249	1.9805405260247995e-12	COP-NFOL	Mnat1
6.441788799619702e-17	0.3553754412745054	0.992	0.931	2.000433093833902e-12	COP-NFOL	Cox6c
6.712146252349472e-17	0.5161020766571208	0.761	0.425	2.084389897204605e-12	COP-NFOL	Trim44
6.716330627037546e-17	0.3672508689977614	0.588	0.282	2.0856893129202394e-12	COP-NFOL	Kpna1
6.720914247482678e-17	0.5422038372933751	0.521	0.251	2.087112710413271e-12	COP-NFOL	Copg1
7.193212819893684e-17	0.5540874098507138	0.739	0.411	2.2337803090897847e-12	COP-NFOL	Otub1
7.27428991185627e-17	0.6266317362771933	0.559	0.279	2.258957989227846e-12	COP-NFOL	Uri1
7.310465719727447e-17	0.6152782577083648	0.882	0.574	2.2701920246041614e-12	COP-NFOL	Adh5
7.314789581534836e-17	0.6029191343012981	0.748	0.431	2.271534756649828e-12	COP-NFOL	Polr2i
7.332734168560559e-17	0.6185011621374442	0.769	0.441	2.277107268704796e-12	COP-NFOL	0610009B22Rik
8.13359395979463e-17	0.5588694982307908	0.882	0.587	2.5258062682746246e-12	COP-NFOL	0610012G03Rik
8.206099683690152e-17	0.39841891968672805	0.538	0.249	2.5483221957731396e-12	COP-NFOL	Lman2l
8.436467530509362e-17	0.5392574301769624	0.66	0.348	2.619860626924377e-12	COP-NFOL	Stx8
8.468231567943863e-17	0.4582806923694831	0.597	0.294	2.629724631109287e-12	COP-NFOL	Aars
9.297764299129131e-17	0.4530317694536312	0.664	0.338	2.88732772545156e-12	COP-NFOL	Jmjd6
9.320418408565449e-17	0.8683594863430912	0.702	0.384	2.8943627325959145e-12	COP-NFOL	Dcaf17
9.561422394109769e-17	0.6368671544078517	0.731	0.398	2.9692041102668477e-12	COP-NFOL	Tmf1
1.0263290974572779e-16	0.528725673729806	0.748	0.385	3.187162379243831e-12	COP-NFOL	Slc25a1
1.0641775346866512e-16	0.4975554886934882	0.609	0.301	3.3046969162159264e-12	COP-NFOL	Bscl2
1.1433333278644286e-16	0.5837249322555459	0.891	0.578	3.5505073163501966e-12	COP-NFOL	Nucks1
1.1502860112234926e-16	0.4479991020602292	0.832	0.466	3.572098179253434e-12	COP-NFOL	Pigt
1.1515725523412576e-16	0.39457128643069894	0.567	0.269	3.5760934040405413e-12	COP-NFOL	Cnot2
1.1602603302845078e-16	0.5708426209559498	0.769	0.418	3.6030724296655104e-12	COP-NFOL	Taf13
1.1651811292621996e-16	0.6104290064395994	0.832	0.489	3.6183534788108346e-12	COP-NFOL	Sel1l
1.2383250218737995e-16	0.7370498052546139	0.664	0.364	3.8454945229268966e-12	COP-NFOL	Vps37a
1.35061101747311e-16	0.6437723688722995	0.588	0.301	4.194187453660996e-12	COP-NFOL	Rnf34
1.406018316435006e-16	0.49753566654106085	0.634	0.329	4.3662492798572674e-12	COP-NFOL	Ep400
1.4109119109166869e-16	0.6164029293479749	0.739	0.42	4.38144584816068e-12	COP-NFOL	Hnrnph2
1.4875674713782653e-16	0.670295355360959	0.55	0.275	4.619492025618065e-12	COP-NFOL	Fbxo11
1.5220272575550063e-16	0.3476446644956177	0.555	0.245	4.726503445611317e-12	COP-NFOL	Apba2
1.5626202085122387e-16	0.5377183299262378	0.702	0.377	4.852560795513906e-12	COP-NFOL	Ubac1
1.5957687030245905e-16	0.5437851025369607	0.601	0.306	4.955500130372563e-12	COP-NFOL	4930453N24Rik
1.6196235673578591e-16	0.5596671791090987	0.782	0.452	5.029579026073096e-12	COP-NFOL	Abi1
1.6458342965761768e-16	0.5494360951141564	0.571	0.286	5.110973824587659e-12	COP-NFOL	Ythdf1
1.9335637626088365e-16	0.5149403169867938	0.849	0.493	6.004488908405481e-12	COP-NFOL	Eif6
2.003894541051229e-16	0.4717098060010993	0.735	0.349	6.2228941077804866e-12	COP-NFOL	Carhsp1
2.1814553385173059e-16	0.588788053275629	0.681	0.37	6.774291408231641e-12	COP-NFOL	Usp15
2.326587198367688e-16	0.6298754781406404	0.95	0.765	7.224983885811019e-12	COP-NFOL	Dst
2.336627345306683e-16	0.49145368742016937	0.777	0.436	7.256162558115374e-12	COP-NFOL	Mettl23
2.381329662108535e-16	0.46101533365066905	0.941	0.765	7.394981132711846e-12	COP-NFOL	Cox7b
2.645534361036909e-16	-0.7596314561944224	0.845	0.791	8.215442404764017e-12	COP-NFOL	Lamp2
2.7070436212701537e-16	0.6031639290117192	0.676	0.369	8.406453261492335e-12	COP-NFOL	Mlec
2.7401227986710393e-16	0.5778983044658806	0.861	0.534	8.509177338993045e-12	COP-NFOL	Aurkaip1
2.7786828745402507e-16	0.5229232515176544	0.92	0.698	8.628921798597294e-12	COP-NFOL	Ppp3ca
2.9363363872605017e-16	0.49416285674890936	0.916	0.602	9.118499016998761e-12	COP-NFOL	Matr3
2.9831694057459227e-16	0.5845835138837083	0.836	0.485	9.263934272603389e-12	COP-NFOL	Ei24
2.9983290409980346e-16	0.5365407848096462	0.664	0.351	9.311011003915296e-12	COP-NFOL	Lsm5
3.012371043269705e-16	0.3889784034918472	0.731	0.338	9.354617037769742e-12	COP-NFOL	Arhgap23
3.0324811650987365e-16	0.4800662369581653	0.882	0.479	9.417067010097617e-12	COP-NFOL	Dennd5a
3.048870924549307e-16	0.4852676303583878	0.517	0.243	9.467963769095417e-12	COP-NFOL	Pepd
3.070982476319971e-16	0.4226288137430725	0.597	0.295	9.536628981964039e-12	COP-NFOL	Hdac1
3.122106026196407e-16	0.4767456658362452	0.576	0.284	9.695388053750322e-12	COP-NFOL	Rpa3
3.2551458027191804e-16	0.46378490243112114	0.622	0.321	1.0108529775764143e-11	COP-NFOL	Uba3
3.5000833061944755e-16	0.488438451049245	0.521	0.244	1.0869158699056324e-11	COP-NFOL	Cfap97
3.5441785284537444e-16	0.477256632293401	0.681	0.362	1.1006092002260258e-11	COP-NFOL	1700123O20Rik
3.6671445528275337e-16	0.5120556617583476	0.937	0.631	1.1387950694350623e-11	COP-NFOL	Psmb4
3.9234915832660677e-16	0.5041524628567187	0.706	0.387	1.2184010762674446e-11	COP-NFOL	Gnai3
4.093432586569967e-16	0.5385595009969062	0.832	0.486	1.2711745554334376e-11	COP-NFOL	Glrx2
4.0951971286965667e-16	0.6145941494526415	0.765	0.437	1.2717225163454319e-11	COP-NFOL	Snx17
4.284824742641483e-16	0.5723370680488258	0.878	0.506	1.330609475579886e-11	COP-NFOL	Trim35
4.475077411090618e-16	0.6036685778135712	0.941	0.687	1.3896905392400804e-11	COP-NFOL	Polr2f
4.483117182060551e-16	0.483722865955237	0.718	0.382	1.3921872097170836e-11	COP-NFOL	U2af2
4.535875386243499e-16	0.594351465363159	0.714	0.388	1.4085707424440562e-11	COP-NFOL	Mrps18c
4.587554032756603e-16	-0.7094233590005321	0.924	0.886	1.4246190293322356e-11	COP-NFOL	Luc7l2
4.597606398473607e-16	0.5192889593921266	0.945	0.761	1.427740690981994e-11	COP-NFOL	Tmed2
4.613214347861034e-16	0.5128778455923009	0.639	0.337	1.4325875835847657e-11	COP-NFOL	Dnlz
4.626944314629256e-16	0.394703740877675	0.559	0.271	1.4368512874649692e-11	COP-NFOL	Mrpl19
4.649819986932895e-16	0.34421632443211236	0.517	0.242	1.4439550987421413e-11	COP-NFOL	Mrps10
4.807032564361552e-16	0.5387764966090234	0.845	0.495	1.4927758925368365e-11	COP-NFOL	Vps28
4.827264025054553e-16	0.6539366847850063	0.815	0.448	1.4990585703404407e-11	COP-NFOL	1110065P20Rik
5.081915085179493e-16	0.5027470021312842	0.643	0.333	1.5781379105516397e-11	COP-NFOL	Exosc7
5.45876827592002e-16	-1.5025543135882398	0.66	0.645	1.695165900404203e-11	COP-NFOL	5031439G07Rik
5.500550532754471e-16	0.5618815061487404	0.756	0.402	1.7081409624415735e-11	COP-NFOL	Zcchc17
5.537337357242182e-16	0.6786664967725198	0.618	0.321	1.7195647429179873e-11	COP-NFOL	Gyg
5.583668802137009e-16	0.5447935669364321	0.63	0.328	1.7339525098156268e-11	COP-NFOL	Cers5
5.737685733966359e-16	0.5570359593449586	0.702	0.358	1.781780927825913e-11	COP-NFOL	Ctr9
5.745849271077275e-16	0.5189834953378956	0.908	0.661	1.784316032640337e-11	COP-NFOL	Nxf1
5.807511294156535e-16	0.6093869426684662	0.534	0.266	1.8034645572873702e-11	COP-NFOL	Elp5
6.021399779880659e-16	0.6215669937216202	0.513	0.25	1.86988548764414e-11	COP-NFOL	Trim33
6.079506382490637e-16	0.3754243278640088	0.987	0.861	1.8879299120186425e-11	COP-NFOL	Cox7a2
6.282839976314198e-16	0.5777646694136597	0.752	0.435	1.951073126244611e-11	COP-NFOL	Abhd16a
6.319973481802169e-16	0.4999738947269097	0.626	0.318	1.9626045650388456e-11	COP-NFOL	Tug1
6.416471043247658e-16	0.532127722539402	0.714	0.39	1.992570917770128e-11	COP-NFOL	Timm9
6.50424445225667e-16	0.4305315244604666	0.929	0.718	2.0198280722037864e-11	COP-NFOL	H2afz
6.521178311717968e-16	0.4582230459900214	0.706	0.375	2.0250867129208976e-11	COP-NFOL	Hint2
7.045183442029203e-16	0.5063129801963262	0.513	0.24	2.1878112660877487e-11	COP-NFOL	Cstf3
7.121441505777352e-16	0.4820411562931823	0.853	0.554	2.211492445204099e-11	COP-NFOL	Tra2b
7.218514991457555e-16	0.5060738044073623	0.937	0.649	2.241637645447229e-11	COP-NFOL	Tubb2a
7.346225933922971e-16	0.4471639659006935	0.828	0.488	2.2812970015204393e-11	COP-NFOL	Galnt1
7.444525284125559e-16	0.47437613352296437	0.735	0.393	2.311822881732351e-11	COP-NFOL	Cops8
7.728901883048254e-16	-0.8166314477934444	0.966	0.94	2.4001331907618047e-11	COP-NFOL	Snrnp70
8.04151689825976e-16	0.509670511695822	0.529	0.259	2.4972126575855857e-11	COP-NFOL	Tbck
8.166428437156826e-16	0.48259639168696367	0.887	0.571	2.5360026868746806e-11	COP-NFOL	Hnrnph1
8.240191706416352e-16	0.6886639414987266	0.655	0.349	2.558909132510534e-11	COP-NFOL	C1galt1c1
8.834616761106158e-16	0.4388525737044563	0.903	0.626	2.7435018889939065e-11	COP-NFOL	Psma1
9.031309186337252e-16	0.5169146208118518	0.685	0.371	2.8045827547251702e-11	COP-NFOL	Ccdc34
1.028902136635747e-15	0.537245708938039	0.832	0.524	3.195152695108649e-11	COP-NFOL	Arid1a
1.0720971144490668e-15	0.4983513698109776	0.929	0.649	3.329290379210132e-11	COP-NFOL	Pgk1
1.1399540584402936e-15	0.523799007230816	0.626	0.324	3.5400133330804876e-11	COP-NFOL	Ttc5
1.1530546266684324e-15	0.6018660170050945	0.576	0.299	3.58069583765615e-11	COP-NFOL	Exosc5
1.211765380607342e-15	0.5203405476537233	0.534	0.263	3.76301621293804e-11	COP-NFOL	Ipo7
1.2119186405514903e-15	0.5000025765503924	0.924	0.61	3.763492146368598e-11	COP-NFOL	Ost4
1.2186095139898372e-15	0.4691176483211166	0.95	0.622	3.78426998474404e-11	COP-NFOL	Fis1
1.326818585226181e-15	0.3836877788335371	0.576	0.286	4.120302434561382e-11	COP-NFOL	Tpgs2
1.3555359302374512e-15	0.47245949386848884	0.655	0.345	4.209481277759381e-11	COP-NFOL	Med7
1.384090305959393e-15	0.41457645638615176	0.735	0.4	4.298154036126299e-11	COP-NFOL	Glyr1
1.391080467030091e-15	0.45941897286110567	0.592	0.306	4.3198612823152447e-11	COP-NFOL	Med29
1.4144023897358034e-15	-2.0101690850248985	0.601	0.672	4.392285181085564e-11	COP-NFOL	Sept4
1.4269392167675482e-15	0.45080354169369474	0.689	0.368	4.4312170437499444e-11	COP-NFOL	Nudt5
1.4444364952672646e-15	0.4088988150596069	0.676	0.351	4.485553092402963e-11	COP-NFOL	Tmem222
1.4480857697484147e-15	-1.7515366478600234	0.618	0.649	4.496885549376727e-11	COP-NFOL	Timp3
1.4586325282092429e-15	0.6724091797077432	0.697	0.391	4.529637453100983e-11	COP-NFOL	Pycr2
1.4747041521940996e-15	0.6035911239024503	0.521	0.251	4.579546274223557e-11	COP-NFOL	Erbb4
1.4836651620649454e-15	0.47467767542717376	0.521	0.251	4.6073737942764816e-11	COP-NFOL	Zfp386
1.5200819249474775e-15	0.5977614795581687	0.87	0.579	4.7204624097318965e-11	COP-NFOL	Gm47283
1.5257753975802267e-15	0.3252165381342582	0.966	0.826	4.738142919645636e-11	COP-NFOL	Atp5a1
1.5292399975547864e-15	0.4062365092172465	0.626	0.322	4.748901888406634e-11	COP-NFOL	Mbtd1
1.5459268132750853e-15	0.43793711322359985	0.517	0.246	4.80072112594445e-11	COP-NFOL	Maip1
1.5751839574160307e-15	0.45697942408821396	0.71	0.382	4.8915762613597415e-11	COP-NFOL	Rbm7
1.6478647731690464e-15	0.6402446160507127	0.992	0.919	5.1172792665991564e-11	COP-NFOL	Tmsb4x
1.6557308789133607e-15	0.4333049819779377	0.828	0.491	5.14170667137755e-11	COP-NFOL	Ppp1cc
1.829123075590311e-15	0.5606572535631679	0.597	0.318	5.680158798938152e-11	COP-NFOL	Stard7
1.853932413105819e-15	0.5117571240620837	0.748	0.424	5.75720171565881e-11	COP-NFOL	Mau2
1.875575679363282e-15	0.4553698148390226	0.63	0.318	5.824412714694735e-11	COP-NFOL	Rnpepl1
1.922933798335218e-15	0.4820681671010255	0.924	0.709	5.971478617350186e-11	COP-NFOL	Ndufab1
1.945392180037465e-15	0.33298263257290284	0.55	0.261	6.041220875888343e-11	COP-NFOL	Trp53
1.951764256618261e-15	0.40576883122309804	0.605	0.307	6.061008722502348e-11	COP-NFOL	Csnk1d
1.978046830777322e-15	0.590460216210677	0.739	0.439	6.142626628295895e-11	COP-NFOL	Zmynd8
2.0057784993832085e-15	0.3768115142682318	0.979	0.806	6.228744551984616e-11	COP-NFOL	Uqcrb
2.028864609259229e-15	0.48860509302428967	0.773	0.44	6.30043615759361e-11	COP-NFOL	Mrps26
2.1995122502987118e-15	0.5252931025744667	0.815	0.492	6.83036534207762e-11	COP-NFOL	P4hb
2.27226744807558e-15	-1.8685824651973282	0.571	0.63	7.056299333253905e-11	COP-NFOL	Dtx3
2.3012099794209538e-15	0.356382691715736	0.975	0.866	7.14617747009383e-11	COP-NFOL	Atp5l
2.3298261535158743e-15	0.49606540769426044	0.765	0.44	7.235042137128196e-11	COP-NFOL	Rbm28
2.3554631878460157e-15	0.5291394521963668	0.697	0.361	7.314655383537017e-11	COP-NFOL	Mkrn1
2.3891416598263754e-15	0.4582647133417813	0.706	0.388	7.419240510424826e-11	COP-NFOL	Sar1a
2.4330051100325e-15	0.527143979352924	0.924	0.594	7.555454068694926e-11	COP-NFOL	Cwc15
2.4494599107786146e-15	-2.1084566788088774	0.349	0.5	7.60655280693191e-11	COP-NFOL	Fut9
2.464947913629582e-15	0.4484188411101469	0.782	0.463	7.654649250985304e-11	COP-NFOL	Idh3a
2.5490389146145455e-15	0.4952488704901168	0.521	0.258	7.91578544544401e-11	COP-NFOL	Rad17
2.565136637909876e-15	0.40294396891595574	0.832	0.482	7.965775315365328e-11	COP-NFOL	Pam16
2.6888195497616664e-15	0.4389708356687586	0.958	0.723	8.349860229829879e-11	COP-NFOL	Erp29
2.7932132717550697e-15	0.6112980546122629	0.55	0.276	8.674044494108194e-11	COP-NFOL	Rnf4
2.836144611687027e-15	0.6721333756706107	0.588	0.318	8.807363477132894e-11	COP-NFOL	Prkca
2.8589244663251146e-15	0.5236909005683521	0.63	0.332	8.878104037726012e-11	COP-NFOL	Borcs7
2.8853210763279e-15	0.3310855296186741	0.966	0.866	8.960076070428661e-11	COP-NFOL	Uqcrh
3.0400134752803545e-15	0.5262157149492707	0.794	0.461	9.440457846135613e-11	COP-NFOL	BC005537
3.049805399892407e-15	0.5725926310064553	0.672	0.367	9.47086568882588e-11	COP-NFOL	2410004B18Rik
3.4157475385299593e-15	0.5686008545024286	0.555	0.287	1.0607262406150936e-10	COP-NFOL	Dohh
3.428970118203624e-15	0.3016487274050277	0.563	0.273	1.0648323805069534e-10	COP-NFOL	Atg5
3.806606186070366e-15	0.4592672092337007	0.971	0.714	1.1821034850222916e-10	COP-NFOL	Atp6v1g1
3.862355437802488e-15	0.5237965459699098	0.845	0.509	1.1994158576551846e-10	COP-NFOL	Anapc13
3.903366945871421e-15	0.5655633207849047	0.525	0.266	1.2121515713709108e-10	COP-NFOL	Pgrmc2
3.981235299721443e-15	0.5556350737351989	0.832	0.473	1.236332809975497e-10	COP-NFOL	Rnf11
4.10053267241088e-15	0.5078003447010534	0.87	0.564	1.2733794160904747e-10	COP-NFOL	Txn2
4.325511137344632e-15	0.5763918861377764	0.832	0.498	1.343244228591002e-10	COP-NFOL	Plekhj1
4.467217468903055e-15	0.4820304767824272	0.756	0.408	1.3872497127931547e-10	COP-NFOL	Dmwd
4.844783662873802e-15	0.449820999863491	0.668	0.363	1.5044991186688305e-10	COP-NFOL	Ap2b1
4.87542315453398e-15	0.5832565981152638	0.609	0.311	1.514013906408982e-10	COP-NFOL	Tbc1d10b
4.946507469533378e-15	0.5270649190180706	0.899	0.58	1.5360884295888952e-10	COP-NFOL	Cnih1
5.024773833931592e-15	0.47831332369062685	0.592	0.306	1.5603932663891167e-10	COP-NFOL	Ptdss1
5.292186597805775e-15	0.5589276434377821	0.525	0.262	1.6434356260826054e-10	COP-NFOL	Casc3
5.5186316624491686e-15	0.46997334661220685	0.87	0.555	1.713755876456965e-10	COP-NFOL	Dpm3
5.561763583288615e-15	0.4560839797666397	0.727	0.413	1.7271500631544465e-10	COP-NFOL	Gpbp1
5.7245286996023465e-15	0.6038291345462521	0.647	0.345	1.7776951423745126e-10	COP-NFOL	Nde1
5.728669958353315e-15	0.6113831569571279	0.584	0.311	1.7789811688670386e-10	COP-NFOL	Kras
6.208922178390645e-15	0.347196709671578	0.508	0.237	1.928118693277431e-10	COP-NFOL	Ap3s1
6.2224111328698285e-15	0.5625709951086272	0.55	0.285	1.9323075532013965e-10	COP-NFOL	Rab8a
6.300605314315591e-15	0.5056713315996499	0.828	0.507	1.9565899743075635e-10	COP-NFOL	Jagn1
6.4428685831406556e-15	0.5760760210471936	0.525	0.259	2.0007684098084992e-10	COP-NFOL	Iars
6.621984748361087e-15	0.5219135144233986	0.857	0.527	2.056391143756052e-10	COP-NFOL	Sltm
6.9047222673274484e-15	0.4436806521721685	0.702	0.385	2.144192452895866e-10	COP-NFOL	Hpf1
6.964244055916364e-15	0.5281052648963348	0.672	0.36	2.1626763491242678e-10	COP-NFOL	Atp6v1h
7.545783364497482e-15	0.4288993592753154	0.626	0.325	2.3432675660110483e-10	COP-NFOL	Fh1
8.030455955394269e-15	0.5701514898389618	0.609	0.327	2.493777792388136e-10	COP-NFOL	Dbnl
8.051774167731964e-15	0.3845111114783939	0.634	0.337	2.500397950047484e-10	COP-NFOL	Slc25a39
8.277015974335175e-15	0.6031554433777351	0.685	0.379	2.570344540670045e-10	COP-NFOL	Ormdl2
8.330657292905456e-15	0.4861968382206522	0.597	0.31	2.5870023157388605e-10	COP-NFOL	Dnttip2
8.424163778757404e-15	0.3382089925342927	0.71	0.383	2.616039819855324e-10	COP-NFOL	Ubn1
8.439656100933644e-15	0.5931563933690543	0.824	0.49	2.6208508055839336e-10	COP-NFOL	Rnf5
8.470632972189416e-15	0.44372510203317417	0.958	0.695	2.6304703631837014e-10	COP-NFOL	Arl8a
8.802435962879211e-15	0.5272021271894713	0.731	0.41	2.7335084639125103e-10	COP-NFOL	Parl
8.946039050220336e-15	0.44021286100188073	0.992	0.716	2.778102966655423e-10	COP-NFOL	Lsamp
9.041289408856544e-15	0.47947569118204236	0.937	0.642	2.8076820130263115e-10	COP-NFOL	Scand1
9.524207621274547e-15	0.5990417347204925	0.534	0.277	2.957647434710598e-10	COP-NFOL	Upf3a
9.551530618202632e-15	0.27365033120286275	0.87	0.429	2.9661323181766455e-10	COP-NFOL	Sh3bgrl3
9.751623191255692e-15	0.45687327209612394	0.723	0.401	3.0282690658125427e-10	COP-NFOL	Ccnh
1.0194843514680344e-14	0.5023719181498361	0.857	0.541	3.165906705048834e-10	COP-NFOL	Rraga
1.0268054548753477e-14	0.5402406694937328	0.744	0.416	3.1886416595699045e-10	COP-NFOL	Stard3nl
1.0283606944910865e-14	0.5268585438707241	0.647	0.346	3.19347130067262e-10	COP-NFOL	Rnf146
1.0455404226127319e-14	0.482465256061414	0.95	0.713	3.2468212283815775e-10	COP-NFOL	Ndufa3
1.0529269632227556e-14	0.5672108601305317	0.908	0.566	3.2697593915919453e-10	COP-NFOL	Ubxn1
1.0603952009230911e-14	0.48310366845897645	0.513	0.252	3.292951256946567e-10	COP-NFOL	Cand1
1.0702611243653664e-14	0.5466728285659299	0.63	0.343	3.3235888956042086e-10	COP-NFOL	Ctdnep1
1.0982010628356637e-14	0.3305784607466842	0.979	0.865	3.4103535805298703e-10	COP-NFOL	Ndufb9
1.1020679062467141e-14	0.45015276027536416	0.702	0.393	3.422361676058546e-10	COP-NFOL	Med13
1.102248525889419e-14	-1.1193102364006189	0.597	0.65	3.4229225722970016e-10	COP-NFOL	Nr3c1
1.1024636277396398e-14	0.5371665540053447	0.84	0.465	3.4235905495826773e-10	COP-NFOL	Vbp1
1.1078029716028312e-14	0.5194796209799128	0.555	0.283	3.440171348015432e-10	COP-NFOL	Lrrc4c
1.126671859365574e-14	0.4524948815671678	0.739	0.416	3.498766792073854e-10	COP-NFOL	Hikeshi
1.1444031910100756e-14	0.5546686177998559	0.584	0.305	3.5538296693626887e-10	COP-NFOL	Bloc1s2
1.2012320891748532e-14	0.46134113875714255	0.634	0.342	3.730306129723589e-10	COP-NFOL	Dmac1
1.208629674252817e-14	0.46443203622739704	0.874	0.511	3.753278590424698e-10	COP-NFOL	1810058I24Rik
1.3272116962438073e-14	0.5085691485697114	0.66	0.358	4.121523201515519e-10	COP-NFOL	Eif4b
1.339256399931266e-14	0.4705291260274814	0.929	0.679	4.158926824346553e-10	COP-NFOL	Rer1
1.350390467770726e-14	0.33682662717071077	0.971	0.786	4.193502558615212e-10	COP-NFOL	Nedd4
1.356449634123135e-14	0.39158130777243694	0.702	0.374	4.2123186938059833e-10	COP-NFOL	Tor1a
1.4197972809831798e-14	0.3941421058161836	0.613	0.319	4.4090384763651667e-10	COP-NFOL	Npepl1
1.4557620867346522e-14	0.5311379482568995	0.84	0.517	4.520723584145789e-10	COP-NFOL	Zfr
1.5590649396703823e-14	0.5368087911352944	0.634	0.345	4.841520263652406e-10	COP-NFOL	2810004N23Rik
1.619421833535912e-14	0.3402903393402492	0.559	0.281	5.028952561862422e-10	COP-NFOL	Rbm27
1.6677535624105002e-14	0.3747866913153164	0.576	0.292	5.179041912709567e-10	COP-NFOL	Med19
1.6819931438029e-14	-1.7359115142655115	0.353	0.523	5.223261508765525e-10	COP-NFOL	Itgb8
1.723621315270821e-14	0.4654799782649144	0.538	0.273	5.352533632442008e-10	COP-NFOL	Ubald1
1.7782416813112507e-14	0.52351623243463985	0.803	0.476	5.522151717143958e-10	COP-NFOL	Exoc3
1.827535078152905e-14	0.49258696018853576	0.5	0.249	5.675227431696031e-10	COP-NFOL	Emd
1.8641299208660335e-14	0.34799267272003664	0.983	0.898	5.788869056257381e-10	COP-NFOL	Atp5h
1.8756237985709434e-14	0.4748982462358551	0.605	0.314	5.824562144082208e-10	COP-NFOL	Samd8
