original_index,cl0_signal,cl1_signal,score,order_index,order_rank,source_loci,cl0_order_rows,cl1_order_rows,cl0_heatmap_rows,cl1_heatmap_rows,order_length,order_matches_cl0,order_matches_cl1
2294,41.4661791276932,70.3355234146118,2916.54541295035,8705,2339,9273,9273,9273,9273,9273,9273,TRUE,TRUE
2295,85.5711316574277,54.9412559749573,4701.38544845751,8858,1315,9273,9273,9273,9273,9273,9273,TRUE,TRUE
2296,17.4652766656876,42.2572357177734,738.034312938087,223,6548,9273,9273,9273,9273,9273,9273,TRUE,TRUE
2297,78.7207719661571,72.9743791686164,5744.59946190454,7302,996,9273,9273,9273,9273,9273,9273,TRUE,TRUE
2298,21.670711107254,28.3327253007889,613.990304874583,6854,7041,9273,9273,9273,9273,9273,9273,TRUE,TRUE
2299,26.0385536847559,145.089126078012,3777.91099845664,628,1741,9273,9273,9273,9273,9273,9273,TRUE,TRUE
2300,49.8329294644869,37.9068467800434,1889.00922181102,3857,3554,9273,9273,9273,9273,9273,9273,TRUE,TRUE
2301,23.9997493066552,67.8681528441898,1628.81865416631,7493,4015,9273,9273,9273,9273,9273,9273,TRUE,TRUE
2302,28.6227602282567,67.0002153026524,1917.73109784939,8480,3488,9273,9273,9273,9273,9273,9273,TRUE,TRUE
2303,47.4988702783262,51.5887843007627,2450.40897331848,8531,2802,9273,9273,9273,9273,9273,9273,TRUE,TRUE
2304,39.2840819400051,39.5267772674561,1552.77315699907,4180,4162,9273,9273,9273,9273,9273,9273,TRUE,TRUE
2305,23.0449401726677,52.1728325963404,1202.31980582127,4185,5069,9273,9273,9273,9273,9273,9273,TRUE,TRUE
2306,30.5484492833798,38.1450985505031,1165.27360847957,981,5189,9273,9273,9273,9273,9273,9273,TRUE,TRUE
