gene_id	gene_name	GSM9304310_mESC_E14_ctrl_A_d4	GSM9304311_mESC_E14_ctrl_B_d4	GSM9396007_MEF_3T3_mock_A_4hpi	GSM9396008_MEF_3T3_mock_B_4hpi	GSM9396009_MEF_3T3_mock_C_4hpi
ENSMUSG00000001864.13	Aif1l	4.937945	8.994398	1.948357	1.513901	1.929735
ENSMUSG00000001865.2	Cpa3	0	0	0	0	0
ENSMUSG00000001870.16	Ltbp1	2.976747	2.614418	72.803413	84.462904	55.627227
ENSMUSG00000001891.16	Ugp2	35.677152	28.291083	66.446885	74.991908	68.129062
ENSMUSG00000001901.15	Kcnh6	1.332663	0.777071	0.14742	0.083146	0.11018
ENSMUSG00000001909.16	Trmt1	97.625705	119.593561	60.66419	66.218362	59.77755
ENSMUSG00000001910.5	Nacc1	92.183558	105.216593	55.533696	53.513227	50.773771
ENSMUSG00000001911.16	Nfix	0.450534	0.118605	108.631182	121.518536	110.944911
ENSMUSG00000001918.17	Slc1a5	42.65269	47.73993	43.675433	45.795529	49.456647
ENSMUSG00000001924.15	Uba1	204.173588	205.786762	170.379745	186.585289	175.523373
ENSMUSG00000001930.17	Vwf	3.352448	4.008581	3.789751	3.032204	2.945775
ENSMUSG00000001942.8	Siae	3.576823	4.99004	6.508579	6.313812	6.716228
ENSMUSG00000001943.8	Vsig2	3.242108	3.753418	0	0	0.118724
ENSMUSG00000001946.14	Esam	1.486826	1.099501	1.002098	0.531	0.073347
ENSMUSG00000001948.10	Spa17	2.433258	1.031689	0.738498	1.748834	1.208057
ENSMUSG00000001962.8	Fam50a	33.813371	32.945861	113.580195	81.183112	73.748182
ENSMUSG00000001964.14	Emd	43.382131	50.939071	56.018834	56.503739	52.417489
ENSMUSG00000001983.7	Taco1	11.501719	11.422275	8.271983	7.607222	6.08874
ENSMUSG00000001985.9	Grik3	5.746102	6.370403	0	0	0
ENSMUSG00000001986.16	Gria3	0.574642	1.817872	0.759951	0.864191	1.1995
ENSMUSG00000001988.9	Npas1	0.158956	0.110275	0.023523	0	0
ENSMUSG00000001995.9	Sipa1l2	10.435193	11.48164	37.88329	30.918803	38.596149
ENSMUSG00000001998.15	Ap4e1	10.367939	11.661498	5.896212	7.302696	7.514198
ENSMUSG00000001999.15	Blvra	13.305219	8.261409	19.212457	17.654629	17.721242
ENSMUSG00000002006.12	Pdzd4	36.595396	40.656522	11.038657	8.194801	9.486148
ENSMUSG00000002007.5	Srpk3	0.893631	0.222326	0	0	0
ENSMUSG00000002010.17	Idh3g	121.476171	129.208124	102.045312	102.522762	95.37135
ENSMUSG00000002012.13	Pnck	3.325002	7.800244	0	0.042997	0
ENSMUSG00000002014.12	Ssr4	85.001747	94.584413	255.657475	242.511842	223.501638
ENSMUSG00000002015.5	Bcap31	89.208353	91.361088	175.242994	180.032977	170.362393
ENSMUSG00000002017.10	Fam98a	41.632174	51.357777	35.536549	25.212696	26.138005
ENSMUSG00000002020.15	Ltbp2	0.659348	0.217496	54.676166	54.355434	67.347462
ENSMUSG00000002028.13	Kmt2a	5.788656	7.040568	9.621617	9.490866	13.534757
ENSMUSG00000002031.13	Ift46	68.540262	79.361662	72.824482	72.952241	65.969985
ENSMUSG00000002032.17	Tmem25	0.164771	0.090104	0.020199	0.357234	0
ENSMUSG00000002033.14	Cd3g	0	0	0	0	0
ENSMUSG00000002043.17	Trappc6a	35.583849	36.274478	18.246481	26.446311	28.5029
ENSMUSG00000002052.6	Supt6	42.586786	46.906947	46.805792	47.285032	47.801697
ENSMUSG00000002055.9	Spag5	50.604362	53.148554	21.583698	19.584715	22.655552
ENSMUSG00000002057.4	Foxn1	0	0.185385	0.05751	0.055135	0.024145
ENSMUSG00000002058.13	Unc119	16.894733	15.912768	16.571357	18.778635	16.558721
ENSMUSG00000002059.18	Rab34	18.818695	17.095097	111.256788	127.428293	142.742974
ENSMUSG00000002064.10	Sdf2	27.987402	28.776802	66.497449	62.288492	61.469163
ENSMUSG00000002068.16	Ccne1	114.853737	117.071624	13.08341	10.636243	9.880882
ENSMUSG00000002076.12	Hsf2bp	71.476555	71.959082	0	0.144571	0.170368
ENSMUSG00000002083.13	Bbc3	42.586039	41.763066	3.283942	5.60126	3.947724
ENSMUSG00000002100.15	Mybpc3	0.341481	0.349381	0	0	0
ENSMUSG00000002102.15	Psmc3	109.412376	109.063639	184.214916	153.805796	150.562938
ENSMUSG00000002103.16	Acp2	7.927133	8.082159	17.721415	20.738874	22.185121
ENSMUSG00000002104.11	Rapsn	0.223986	0.934403	0	0	0
ENSMUSG00000002105.15	Slc39a13	5.94281	8.392169	38.07828	34.354099	35.716594
ENSMUSG00000002107.18	Celf2	2.868116	3.370252	27.447605	30.737718	33.543908
ENSMUSG00000002108.10	Nr1h3	0.67886	0.16465	0.292268	0.137171	0.191547
ENSMUSG00000002109.14	Ddb2	7.735016	8.263512	3.692994	3.363813	3.32527
ENSMUSG00000002111.8	Spi1	1.027684	0.547814	0	0.028691	0
ENSMUSG00000002129.11	Sf3a1	58.797185	76.536708	50.39157	51.501469	44.471557
ENSMUSG00000002147.18	Stat6	23.010659	22.253721	51.32514	53.839774	51.899523
ENSMUSG00000002190.13	Clgn	11.525961	12.751018	0	0	0
ENSMUSG00000002204.9	Napsa	4.842984	3.808592	0	0	0.112865
ENSMUSG00000002205.16	Vrk3	32.190402	30.078233	29.692592	22.698614	23.027146
ENSMUSG00000002210.11	Smg9	9.984801	7.49362	18.456252	16.557782	18.408215
ENSMUSG00000002221.11	Paxip1	41.092863	38.200298	56.44098	38.026124	41.477527
ENSMUSG00000002222.14	Rmnd5a	51.940977	54.459921	24.373138	25.925769	34.556594
ENSMUSG00000002227.15	Mov10	57.418444	62.720436	8.110099	10.596593	7.915822
ENSMUSG00000002228.7	Ppm1j	34.149458	33.856193	0	0.036827	0.048751
ENSMUSG00000002233.13	Rhoc	35.277078	36.323952	273.048589	280.534144	284.92896
ENSMUSG00000002240.12	Prr27	0	0	0	0	0
ENSMUSG00000002249.21	Tead3	2.840193	1.629899	38.988039	26.688007	30.362051
ENSMUSG00000002250.16	Ppard	13.514438	14.61019	61.125682	64.329729	61.517132
ENSMUSG00000002257.8	Def6	16.712937	19.067903	2.137836	2.37382	1.542684
ENSMUSG00000002265.17	Peg3	6.292633	7.296325	32.146392	35.364377	44.893112
ENSMUSG00000002266.17	Zim1	0.450833	0.544665	0	0.00939	0.006095
ENSMUSG00000002274.13	Metrn	22.256491	17.687914	36.453506	37.021097	33.670053
ENSMUSG00000002279.19	Lmf1	5.716738	8.755518	16.626956	18.15102	17.543979
ENSMUSG00000002280.11	Ciao3	12.626322	31.145497	17.050954	17.34612	14.759496
ENSMUSG00000002289.16	Angptl4	10.345625	10.237265	45.552839	74.322992	41.862306
ENSMUSG00000002297.16	Dbf4	120.393833	115.269091	46.903623	51.967572	52.477691
ENSMUSG00000002307.16	Daxx	38.169672	44.215307	15.060641	15.693464	14.999197
ENSMUSG00000002308.16	Cd320	45.48375	54.890643	30.48752	32.313248	29.549345
ENSMUSG00000002319.16	Ipo4	47.407755	53.050967	44.868735	46.843741	46.968427
ENSMUSG00000002320.15	Tm9sf1	12.548488	15.565153	40.118229	49.306544	49.8023
ENSMUSG00000002324.8	Rec8	15.005931	13.414686	0	0	0
ENSMUSG00000002325.15	Irf9	7.373339	6.460205	3.873593	3.408419	2.468293
ENSMUSG00000002326.6	Gmpr2	22.361139	19.420223	11.973159	13.66682	11.279792
ENSMUSG00000002329.7	Mdp1	17.614064	15.872319	10.146247	11.768997	9.77599
ENSMUSG00000002332.16	Dhrs1	19.365166	20.402593	24.460559	40.560766	30.951933
ENSMUSG00000002341.8	Ncan	1.466049	1.129673	0.06091	0.059085	0.088275
ENSMUSG00000002342.17	Tmem161a	31.817658	22.636915	15.424326	19.725165	17.529756
ENSMUSG00000002343.11	Armc6	14.630794	21.914941	15.227016	8.990603	11.837856
ENSMUSG00000002345.18	Borcs8	18.64568	17.59689	41.454368	41.072986	33.840721
ENSMUSG00000002346.16	Slc25a42	5.141184	6.497728	1.002792	1.144345	1.031041
ENSMUSG00000002365.10	Snx9	2.784397	3.266058	143.38767	144.832678	160.784178
ENSMUSG00000002372.9	Ranbp3	65.506479	63.071177	55.841927	51.093679	52.683001
ENSMUSG00000002379.7	Ndufa11	262.36419	236.799716	135.720816	123.499873	110.310933
ENSMUSG00000002384.2	Bmp8b	0.822621	0.953455	0	0	0
ENSMUSG00000002393.14	Nr2f6	15.003382	21.744415	68.687291	67.028428	63.514628
ENSMUSG00000002395.14	Use1	52.125686	57.163701	61.507922	70.888612	76.345295
ENSMUSG00000002396.8	Ocel1	2.229548	3.244991	11.423776	11.210842	11.749963
ENSMUSG00000002409.18	Dyrk1b	5.130242	4.770251	15.745269	17.132532	20.985626
ENSMUSG00000002413.15	Braf	16.434373	21.346181	9.235423	11.546032	12.516686
ENSMUSG00000002416.13	Ndufb2	157.311961	124.566917	99.318754	115.782166	104.949603
ENSMUSG00000002428.12	Hltf	21.64209	30.874042	12.506287	13.984122	15.234094
ENSMUSG00000002455.14	Prpf6	44.071196	46.327614	38.979982	36.521552	35.19808
ENSMUSG00000002458.13	Rgs19	16.671209	18.022224	44.233688	34.040159	30.594191
ENSMUSG00000002459.17	Rgs20	2.861059	2.890337	22.44809	29.315378	23.382458
ENSMUSG00000002475.16	Abhd3	0.704569	0.796907	0.953076	0.058197	0.276994
ENSMUSG00000002477.5	Snrpd1	357.334107	298.286094	129.344866	125.392195	100.563024
ENSMUSG00000002486.15	Tchp	9.757199	15.169601	6.632106	5.53767	4.585139
ENSMUSG00000002489.16	Tiam1	16.815497	17.763973	5.494426	6.80102	6.833913
ENSMUSG00000002496.10	Tsc2	39.674254	51.701962	26.916522	28.046837	25.92022
ENSMUSG00000002500.15	Rpl3l	0.938632	1.718812	0	0	0.043112
ENSMUSG00000002504.15	Slc9a3r2	10.886111	8.388534	3.009673	3.019588	2.50379
ENSMUSG00000002524.17	Puf60	126.188629	113.42371	127.625526	112.556437	123.14074
ENSMUSG00000002546.17	Golga2	12.943655	17.585066	36.478814	32.573615	35.461696
ENSMUSG00000002550.16	Uck1	23.23712	23.884519	19.445153	17.493845	19.703971
ENSMUSG00000002565.16	Scin	0.16969	0	0.022969	0	0
ENSMUSG00000002578.18	Ikzf4	1.094514	1.673519	0	0	0
ENSMUSG00000002580.7	Mien1	57.08567	49.523258	64.547806	63.951151	49.196029
ENSMUSG00000002588.13	Pon1	0.236302	0.421726	0	0.118172	0
ENSMUSG00000002602.16	Axl	1.69355	2.759432	451.623873	429.476732	460.958628
ENSMUSG00000002603.15	Tgfb1	4.365919	3.399852	154.364565	190.545663	185.009511
ENSMUSG00000002608.8	Ccdc97	15.60246	23.9158	29.834415	30.517285	28.742441
ENSMUSG00000002617.14	Zfp40	2.833919	4.875368	2.432565	2.647171	2.527059
ENSMUSG00000002625.10	Akap8l	51.280678	60.080811	22.543589	19.838864	17.281938
ENSMUSG00000002633.4	Shh	0	0.048086	0	0	0
ENSMUSG00000002635.11	Pdcd2l	47.493381	50.189614	23.858802	22.684736	22.498389
ENSMUSG00000002658.9	Gtf2f1	40.858774	43.735212	73.511557	61.960523	60.992428
ENSMUSG00000002660.8	Clpp	83.094401	84.00547	69.306772	62.905505	61.309759
ENSMUSG00000002661.14	Alkbh7	29.43244	25.523295	14.500869	13.224394	10.664954
ENSMUSG00000002664.2	Pspn	0	0	0	0	0
ENSMUSG00000002668.8	Dennd1c	2.955147	1.176815	0	0	0
ENSMUSG00000002679.14	Med6	59.062076	57.57683	45.510792	44.956917	43.642021
ENSMUSG00000002688.8	Prkd1	0.453763	0.084856	6.169904	7.90381	7.553396
ENSMUSG00000002699.13	Lcp2	0	0	0	0	0
ENSMUSG00000002718.14	Cse1l	174.300314	180.878719	57.583751	62.164846	63.477719
ENSMUSG00000002728.14	Naa20	136.205954	145.067553	103.020437	114.29407	120.709129
ENSMUSG00000002731.6	Prkra	14.3185	15.847813	25.814734	22.106005	24.441021
ENSMUSG00000002732.14	Fkbp7	5.687054	5.362738	29.736724	26.006992	35.781683
ENSMUSG00000002733.8	Plekha3	20.353436	17.954974	45.551218	45.252736	49.634439
ENSMUSG00000002741.9	Ykt6	66.916037	74.731461	103.158983	109.27283	112.552892
ENSMUSG00000002748.7	Baz1b	28.949156	34.378099	41.636158	39.212288	44.421259
ENSMUSG00000002763.16	Pex6	8.812111	11.246043	15.460351	17.12788	14.984496
ENSMUSG00000002767.13	Mrpl2	124.715394	141.144091	53.058929	73.663724	64.220599
ENSMUSG00000002768.8	Mea1	43.059657	48.272726	66.991217	54.52479	52.677344
ENSMUSG00000002769.9	Gnmt	6.625987	4.397911	0.299366	0.414537	0
ENSMUSG00000002771.12	Grin2d	0.215589	0.34213	1.721563	2.002956	2.184455
ENSMUSG00000002778.14	Kdelr1	46.77787	44.440397	151.372043	160.661619	156.165661
ENSMUSG00000002781.19	Tmem143	18.22339	18.690601	9.24623	5.686118	10.281767
ENSMUSG00000002791.17	Pdxk-ps	0.097314	0.458221	0	0.054773	0.104387
ENSMUSG00000002797.9	Ggct	20.588424	21.177796	14.114631	8.879182	3.919159
ENSMUSG00000002799.6	Jag2	9.678111	11.862714	0	0.115116	0.024763
ENSMUSG00000002803.14	Btbd6	4.945697	5.193945	2.619239	2.451089	2.325634
ENSMUSG00000002804.4	Nudt14	23.701059	23.011878	2.674095	5.469383	2.58261
ENSMUSG00000002808.7	Epdr1	4.844927	7.495428	7.730284	8.953053	9.269073
ENSMUSG00000002812.4	Flii	18.430008	19.870078	55.762704	45.897954	43.281011
ENSMUSG00000002814.15	Top3a	11.6295	11.962884	5.421888	5.770656	6.374115
ENSMUSG00000002820.6	Atg4d	22.452972	18.720838	9.221435	7.316054	8.207362
ENSMUSG00000002825.8	Qtrt1	34.861722	38.113955	22.072686	13.668031	12.744797
ENSMUSG00000002831.14	Plin4	0.122375	0.031564	4.639143	4.087359	2.415005
ENSMUSG00000002833.11	Hdgfl2	70.620938	72.479846	53.841229	36.196863	33.484099
ENSMUSG00000002835.9	Chaf1a	27.843189	26.765994	8.538236	7.291242	7.802204
ENSMUSG00000002844.9	Adprh	113.679052	126.056046	31.050214	32.859858	29.72007
ENSMUSG00000002845.14	Tmem39a	143.476068	123.42334	57.350572	61.940931	59.906149
ENSMUSG00000002846.9	Timmdc1	28.666028	33.056346	9.611068	11.701621	10.406748
ENSMUSG00000002847.7	Pla1a	7.873439	7.057315	0.540379	0.394616	1.562756
ENSMUSG00000002870.8	Mcm2	146.371192	152.622248	32.117018	32.152626	31.661862
ENSMUSG00000002871.14	Tpra1	21.057202	23.290921	42.426921	40.204737	47.22144
ENSMUSG00000002881.14	Nab1	10.366611	9.711124	75.975678	72.666256	81.201715
ENSMUSG00000002885.14	Adgre5	41.458566	46.171868	39.541965	37.999754	46.613958
ENSMUSG00000002897.5	Il17ra	2.093965	1.956749	10.224567	13.59542	13.315491
ENSMUSG00000002900.17	Lamb1	36.993497	34.089551	96.742735	97.857963	123.366906
ENSMUSG00000002908.17	Kcnn1	1.318323	3.41281	0.633591	0.73081	0.449802
ENSMUSG00000002910.11	Arrdc2	10.558126	9.54104	6.386484	3.991742	5.187738
ENSMUSG00000002930.6	Ppp1r17	0	0	0	0	0
ENSMUSG00000002944.15	Cd36	0	0	0	0	0
ENSMUSG00000002948.19	Map2k7	16.761882	21.537577	35.198021	34.055861	36.418985
ENSMUSG00000002949.15	Timm44	49.326195	45.449808	33.45927	29.376955	27.676892
ENSMUSG00000002957.11	Ap2a2	47.582511	49.594766	39.689656	35.499618	34.767792
ENSMUSG00000002963.17	Pnkp	19.087218	15.303045	21.493703	16.641899	14.598999
ENSMUSG00000002968.9	Med25	90.580945	85.817195	58.032743	55.862643	54.945758
ENSMUSG00000002980.14	Bcam	40.677215	40.720871	0	0	0
ENSMUSG00000002981.10	Clptm1	59.184222	45.461185	113.482045	125.656805	121.182502
ENSMUSG00000002983.17	Relb	10.665838	8.826742	51.864707	45.828788	37.985245
ENSMUSG00000002984.17	Tomm40	128.901831	145.392574	104.03128	99.464576	91.977374
ENSMUSG00000002985.16	Apoe	538.959991	542.823878	7.082177	5.550021	7.048103
ENSMUSG00000002992.17	Apoc2	0.417929	1.457542	0	0	0
ENSMUSG00000002996.17	Hbp1	69.373438	69.423502	57.363313	57.344863	73.034845
ENSMUSG00000002997.15	Prkar2b	2.753659	3.817585	28.036555	39.584477	43.426949
ENSMUSG00000003031.14	Cdkn1b	25.924276	25.397547	20.179616	22.357449	26.668918
ENSMUSG00000003032.8	Klf4	87.209375	94.827863	126.970758	151.527026	186.964538
ENSMUSG00000003033.15	Ap1m1	26.249191	27.538323	64.381498	61.907345	57.598892
ENSMUSG00000003037.16	Rab8a	50.107525	47.396952	70.996805	55.917	43.760843
ENSMUSG00000003038.15	Hmgn2	197.155075	189.540194	122.239013	124.004581	129.702706
ENSMUSG00000003039.9	Fam32a	25.946424	24.136981	41.884694	44.301786	41.573599
ENSMUSG00000003051.13	Elf3	17.991946	16.267294	0	0.031153	0
ENSMUSG00000003053.17	Cyp2c29	0.130295	0.117648	0	0	0.052963
ENSMUSG00000003062.13	Stard3nl	74.588707	75.986498	32.015354	35.811083	30.650023
ENSMUSG00000003068.17	Stk11	47.27976	48.31791	36.598721	32.526028	34.451208
ENSMUSG00000003070.6	Efna2	1.660253	2.607993	0.073611	0.034575	0
ENSMUSG00000003072.15	Atp5d	189.710859	182.97736	239.200435	256.070175	246.286927
ENSMUSG00000003099.11	Ppp5c	77.303872	89.605164	65.145013	61.221033	60.320294
ENSMUSG00000003119.14	Cdk12	20.270435	27.32777	15.773632	18.22301	18.985512
ENSMUSG00000003123.15	Lipe	5.084813	4.380044	3.692869	4.734379	3.699014
ENSMUSG00000003131.7	Pafah1b2	24.667086	27.789064	122.568122	78.821613	78.586721
ENSMUSG00000003134.10	Tbc1d8	8.174668	12.605117	0.216533	0.068546	0.155789
ENSMUSG00000003135.15	Cnot11	42.29199	36.657663	35.518849	55.42569	47.035955
ENSMUSG00000003153.10	Slc2a3	460.218382	466.080888	0.058401	0.889775	0.050043
ENSMUSG00000003154.15	Foxj2	2.420742	2.60537	12.378257	10.805855	12.645201
ENSMUSG00000003161.15	Sri	31.867219	30.913279	100.937994	87.881313	81.379105
ENSMUSG00000003166.20	Dgcr2	23.712409	27.983205	57.527101	58.373229	58.061184
ENSMUSG00000003184.15	Irf3	17.324043	14.260533	47.320008	38.014515	43.29357
ENSMUSG00000003190.12	Bcl2l12	9.998266	9.473738	15.650348	14.742617	11.874238
ENSMUSG00000003198.10	Zfp959	6.825998	7.403034	6.247191	6.918714	6.405435
ENSMUSG00000003199.16	Mpnd	36.402097	34.093457	36.020847	40.387983	37.704814
ENSMUSG00000003200.10	Sh3gl1	32.804319	34.268059	76.639361	59.573221	61.260858
ENSMUSG00000003206.7	Ebi3	0.704922	0	0	0	0
ENSMUSG00000003208.9	Yju2	6.799011	8.281719	12.177545	10.940488	9.958347
ENSMUSG00000003226.7	Ranbp2	35.152015	40.119509	48.515162	51.180754	52.708115
ENSMUSG00000003227.4	Edar	0	0	0	0	0
ENSMUSG00000003228.9	Grk5	1.632921	1.575425	0.835073	1.161146	1.875528
ENSMUSG00000003233.12	Dvl3	9.199212	10.09849	34.072705	35.848949	38.055783
ENSMUSG00000003234.16	Abcf3	19.96024	12.937951	48.939695	27.839829	35.689638
ENSMUSG00000003235.13	Eif2b5	67.073087	62.759821	54.020885	51.906095	47.82358
ENSMUSG00000003269.17	Cyth2	42.172286	37.325417	161.176207	135.037955	157.198368
ENSMUSG00000003271.17	Sult2b1	3.151128	3.833112	0	0	0
ENSMUSG00000003273.14	Car11	3.383965	2.142271	3.154983	3.176923	6.923025
ENSMUSG00000003279.17	Dlgap1	2.320206	1.424683	0.707043	0.169189	0.273408
ENSMUSG00000003282.9	Plag1	5.26766	8.143004	2.623988	2.838583	3.388753
ENSMUSG00000003283.15	Hck	23.813461	23.395345	0.347403	0	0
ENSMUSG00000003299.10	Mrpl4	59.390339	60.903781	41.869704	37.603765	39.423228
ENSMUSG00000003308.15	Keap1	7.407259	5.007238	18.056261	15.930781	18.526326
ENSMUSG00000003309.14	Ap1m2	7.988868	7.863472	0.030926	0	0
ENSMUSG00000003316.14	Glg1	28.215308	32.0732	57.554189	59.845479	68.089966
ENSMUSG00000003341.9	Atp8b3	0.862639	0.888961	0.012445	0.059083	0.067185
ENSMUSG00000003344.14	Btbd2	34.732339	35.941942	14.165632	14.403972	13.515948
ENSMUSG00000003345.16	Csnk1g2	65.433029	67.18092	126.318869	113.69308	120.919689
ENSMUSG00000003346.14	Abhd17a	39.883671	44.725266	54.441044	49.093541	50.764084
ENSMUSG00000003348.10	Mob3a	7.01525	9.12529	33.736854	27.230167	27.444323
ENSMUSG00000003352.14	Cacnb3	9.960513	10.416238	42.912049	33.644258	37.30521
ENSMUSG00000003354.6	Ccdc65	0.677358	0.769352	0.871002	0.35793	0.234089
ENSMUSG00000003355.7	Fkbp11	30.713188	28.142289	38.434043	31.259463	35.727648
ENSMUSG00000003360.15	Ddx23	56.668016	63.805458	55.287333	51.212943	44.353937
ENSMUSG00000003363.15	Pld3	39.511935	37.021777	35.195698	34.137268	36.544632
ENSMUSG00000003378.9	Grik5	4.976781	5.910621	4.107496	4.749643	3.972583
ENSMUSG00000003379.7	Cd79a	2.735229	2.547834	0.263141	0.042947	0.197322
ENSMUSG00000003380.11	Rabac1	80.607777	70.887999	110.73347	125.563036	151.07711
ENSMUSG00000003382.18	Etv3	7.325276	7.501532	11.913113	10.668318	11.687282
ENSMUSG00000003402.14	Prkcsh	63.878039	65.841877	101.736006	95.365699	97.836943
ENSMUSG00000003410.8	Elavl3	3.604611	3.923047	0	0.01209	0.007982
ENSMUSG00000003411.10	Rab3b	3.740819	2.741601	0	0.131433	0
ENSMUSG00000003418.11	St8sia6	3.760365	2.672958	0	0.010824	0
ENSMUSG00000003420.8	Fcgrt	5.331604	2.782379	32.003421	34.469718	45.385184
ENSMUSG00000003421.13	Nosip	57.827792	66.345301	31.762534	33.684405	31.322954
ENSMUSG00000003423.15	Pih1d1	27.514465	29.673624	51.484308	43.689415	49.362225
ENSMUSG00000003429.11	Rps11	2382.192368	2221.793665	1973.082938	1815.837164	1764.763815
ENSMUSG00000003435.9	Supt5	72.520369	73.717257	82.6201	67.007204	65.211137
ENSMUSG00000003436.11	Dll3	1.435406	2.563782	0	0.029283	0
ENSMUSG00000003437.14	Paf1	36.399117	39.616102	39.59444	32.967454	34.00808
ENSMUSG00000003438.17	Timm50	68.764155	61.88174	34.689942	42.420814	36.354855
ENSMUSG00000003444.8	Med29	26.629557	25.190984	29.744606	26.505369	25.259816
ENSMUSG00000003452.15	Bicd1	1.853796	1.754734	0	0.009364	0.012029
ENSMUSG00000003458.12	Ncstn	20.772064	22.26254	57.944059	63.865639	67.629612
ENSMUSG00000003464.13	Pex19	58.750222	63.620835	81.45623	82.226714	80.791815
ENSMUSG00000003469.9	Phyhip	3.452549	1.357097	0	0.021103	0.013756
ENSMUSG00000003476.16	Crhr2	0.680228	0.726695	0	0	0
ENSMUSG00000003477.5	Inmt	0	0	0.249597	0	0
ENSMUSG00000003484.4	Cyp4f18	0	0	0	0.165536	0
ENSMUSG00000003500.13	Impdh1	31.767616	28.066669	23.865066	24.634141	22.841567
ENSMUSG00000003505.15	Psg18	0	0	0	0	0
ENSMUSG00000003518.13	Dusp3	7.625665	10.341779	24.61305	18.056389	17.536511
ENSMUSG00000003526.12	Prodh	11.890783	11.073149	0.293322	0	0.11846
ENSMUSG00000003527.9	Ess2	15.258869	14.710573	20.255218	18.149367	17.359246
ENSMUSG00000003528.15	Slc25a1	70.595538	62.61239	197.1124	194.529737	179.157976
ENSMUSG00000003531.15	Dgcr6	19.250492	17.610762	43.61239	36.286967	39.256464
ENSMUSG00000003534.17	Ddr1	11.690144	12.707976	77.481686	76.501435	77.263698
ENSMUSG00000003541.6	Ier3	8.200363	5.048126	214.041195	186.636129	240.070621
ENSMUSG00000003545.3	Fosb	0.154738	0.102774	6.392921	5.332386	10.342713
ENSMUSG00000003546.10	Klc4	11.007454	9.775417	12.824482	8.96271	9.439837
ENSMUSG00000003549.9	Ercc1	19.7284	21.364693	102.297941	90.641869	71.783955
ENSMUSG00000003555.8	Cyp17a1	0.219976	0	0	0	0
ENSMUSG00000003559.8	As3mt	14.476059	15.913496	0.315321	1.151462	0.62817
ENSMUSG00000003573.15	Homer3	18.827858	19.7725	66.670685	70.072965	69.225639
ENSMUSG00000003575.13	Crtc1	3.535555	3.673226	10.255231	9.558197	9.878024
ENSMUSG00000003581.14	Rnf215	7.016384	8.820053	12.188683	14.714785	15.458024
ENSMUSG00000003585.13	Sec14l2	7.903431	6.437071	0	0.099353	0.155823
ENSMUSG00000003604.14	Aven	21.354286	24.881462	12.685946	14.41292	17.634465
ENSMUSG00000003617.16	Cp	0	0	135.836088	152.052999	179.871389
ENSMUSG00000003623.4	Crot	15.663628	17.869109	19.212304	20.971582	23.380779
ENSMUSG00000003644.17	Rps6ka1	63.282762	71.878605	0	0.077605	0.199246
ENSMUSG00000003657.9	Calb2	4.33124	3.620094	0	0	0
ENSMUSG00000003660.10	Snrnp200	107.114305	120.399911	53.438674	50.151585	48.329911
ENSMUSG00000003662.10	Ciao1	33.065318	34.222207	36.68542	34.436634	45.980242
ENSMUSG00000003665.7	Has1	0	0.028303	0.049045	0.033764	0.022175
ENSMUSG00000003680.16	Taf6l	14.308644	15.795809	26.929377	20.897053	19.858861
ENSMUSG00000003721.14	Insig2	15.596576	11.102285	24.141749	33.413756	33.806353
ENSMUSG00000003731.13	Kpna6	40.337491	44.903854	65.132375	53.649614	55.04361
ENSMUSG00000003746.16	Man1a	0.775628	0.934352	6.396642	8.026319	8.231809
ENSMUSG00000003752.9	Itpkc	4.797337	5.479008	6.518104	7.564782	6.154803
ENSMUSG00000003762.13	Coq8b	8.186101	6.168131	10.123538	8.60108	8.142166
ENSMUSG00000003778.14	Brd8	67.682357	75.814756	22.320301	20.347632	23.551684
ENSMUSG00000003779.16	Kif20a	103.179298	110.386686	33.607984	34.122686	30.807688
ENSMUSG00000003808.18	Farsa	68.36259	78.796268	59.924942	45.985341	44.537433
ENSMUSG00000003809.14	Gcdh	44.653309	34.865253	11.154537	11.075799	7.087192
ENSMUSG00000003810.13	Mast2	10.298069	9.627783	76.174726	80.046046	76.365282
ENSMUSG00000003812.13	Dnase2a	21.454359	17.684936	59.60981	57.867536	57.697864
ENSMUSG00000003813.15	Rad23a	42.75384	42.755573	75.390474	53.211049	46.39702
ENSMUSG00000003814.8	Calr	244.229065	233.063081	715.542726	639.972447	517.876742
